100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
52,4960;3276;4813;1567;5814;6328;5800;4870,daytime:morning,923;100,80;99,101;98,1131;97,162;96,51;95,1645;94,180;93,141;92,5946;91,3595;90,1421;89,1250;88,75;87,3321;86,100;85,1138;84,3348;83,4809;82,974;81,2796;80,5531;79,4718;78,1765;77,3643;76,956;75,300;74,2771;73,1139;72,361;71,2505;70,1960;69,1786;68,4404;67,2063;66,5694;65,2772;64,842;63,2630;62,3352;61,209;60,3455;59,2385;58,225;57,1030;56,2090;55,1205;54,3736;53,2522;52,1227;51,3943;50,2120;49,872;48,4467;47,4819;46,4909;45,981;44,3189;43,725;42,849;41,430;40,763;39,420;38,4364;37,2536;36,1118;35,1188;34,2104;33,69;32,591;31,4847;30,844;29,3689;28,3339;27,2558;26,5517;25,2811;24,450;23,1166;22,2998;21,4807;20,1095;19,5516;18,414;17,6216;16,6127;15,1151;14,2840;13,3488;12,4529;11,1024;10,4843;9,1363;8,6779;7,3217;6,4451;5,2101;4,3851;3,4875;2,3239;1
52,5461;6779;2649;1771;5443;1006;5241;3776;4307;6704,daytime:night,923;100,80;99,101;98,222;97,162;96,621;95,1645;94,180;93,141;92,5946;91,3595;90,1250;89,3433;88,75;87,3321;86,100;85,1365;84,1138;83,3348;82,4809;81,974;80,2796;79,5531;78,4718;77,3088;76,1765;75,3643;74,956;73,300;72,2771;71,1139;70,361;69,2505;68,1960;67,1786;66,4404;65,2063;64,5694;63,2772;62,842;61,2630;60,3352;59,209;58,3455;57,2385;56,225;55,1030;54,2090;53,1205;52,3736;51,2522;50,1227;49,3943;48,872;47,4467;46,4819;45,4909;44,981;43,3189;42,725;41,849;40,430;39,763;38,420;37,4364;36,2536;35,1118;34,1188;33,69;32,591;31,4847;30,844;29,2528;28,3689;27,3339;26,2558;25,5517;24,2811;23,450;22,1166;21,2998;20,4807;19,1095;18,5516;17,414;16,6216;15,6127;14,1151;13,2840;12,3488;11,4529;10,1024;9,4843;8,1363;7,6779;6,3217;5,4451;4,1533;3,2101;2,3851;1
52,6110;6195;1457;799;3010;2511;2521,daytime:afternoon,923;100,80;99,101;98,1131;97,222;96,162;95,621;94,51;93,1645;92,180;91,141;90,5946;89,3595;88,1421;87,1250;86,3433;85,75;84,3321;83,100;82,1365;81,1138;80,3348;79,4809;78,974;77,2796;76,5531;75,4718;74,3088;73,1765;72,3643;71,956;70,300;69,2771;68,1139;67,361;66,2505;65,1960;64,1786;63,4404;62,2772;61,842;60,2630;59,3352;58,209;57,3455;56,2385;55,225;54,1030;53,2090;52,1205;51,3736;50,2522;49,1227;48,3943;47,2120;46,872;45,4819;44,4909;43,981;42,3189;41,725;40,849;39,430;38,763;37,420;36,4364;35,2536;34,1118;33,1188;32,2104;31,69;30,591;29,4847;28,844;27,2528;26,3689;25,3339;24,2558;23,5517;22,2811;21,450;20,1166;19,2998;18,1095;17,5516;16,414;15,6216;14,6127;13,1151;12,2840;11,3488;10,4529;9,1024;8,4843;7,1363;6,6779;5,3217;4,4451;3,1533;2,2101;1
20,4487;4182;5698;7100;1605;4573;2970;7088;4923;1485;3892;5976;3044;5618;345;6577;2685;347;1173;2858;1831;3225;214;2105;860;6252;1296;5286;2013;2393;4267;946;6513;1534;3289;4537;5743;5673;1990;912;2040;893;1613;5503;5105;5256;2650;2099;754;4527;6789;1388;1891;226;604;2591;5577;4593;1425;1521;2515;6065;5398;4621;1221,daytime:morning,3444;100,942;99,420;98,2338;97,604;96,1936;95,2512;94,5770;93,3770;92,4920;91,1550;90,173;89,545;88,3588;87,6067;86,1917;85,2378;84,4854;83,4451;82,63;81,2143;80,3799;79,2946;78,54;77,270;76,4741;75,1645;74,4782;73,95;72,3829;71,51;70,1831;69,996;68,2894;67,60;66,4365;65,3131;64,1157;63,4013;62,2888;61,3615;60,1499;59,832;58,5034;57,4418;56,2785;55,2657;54,222;53,2345;52,474;51,2993;50,3970;49,6490;48,563;47,1148;46,1883;45,5977;44,2940;43,396;42,4923;41,2047;40,3717;39,1919;38,5372;37,4641;36,3388;35,1789;34,1254;33,811;32,1715;31,4427;30,2724;29,7;28,168;27,71;26,4137;25,6007;24,1725;23,2705;22,237;21,1607;20,439;19,1365;18,891;17,1569;16,453;15,4632;14,3681;13,1574;12,1614;11,291;10,2854;9,2477;8,4569;7,1961;6,5765;5,383;4,3851;3,1960;2,5946;1
20,975;4679;406;3430;2473;3862;5956;2094;713;5563;428;3906;1911;591;4508;3934;1445;5896;4770;5989;453;5026;6890;2817;2059;2378;6138;3273;2611;5168;1766;27;2037;4316;646;21;5663;4641;5913;715;5856;5810;5771;1879;5483;6352;2676;4417;1305;6079;4659;2700;165;1087;3503;222;4418;1757;4630;2387;5071;5811;3939;2604;2536;6615;6319;5742;5926;1070;5084;4711;2030,daytime:evening,3444;100,942;99,420;98,2338;97,604;96,250;95,5770;94,4920;93,1550;92,173;91,6067;90,1102;89,1917;88,2649;87,2378;86,4854;85,4451;84,63;83,1856;82,3799;81,2946;80,1013;79,54;78,270;77,4741;76,3575;75,1645;74,4782;73,4852;72,1831;71,996;70,4655;69,60;68,4365;67,3131;66,1157;65,2888;64,1499;63,832;62,5034;61,4418;60,1976;59,2785;58,423;57,2657;56,222;55,2345;54,474;53,2993;52,3970;51,6490;50,563;49,380;48,1148;47,1883;46,2940;45,4923;44,2047;43,3717;42,1919;41,5372;40,1935;39,4641;38,3388;37,1789;36,1254;35,811;34,2724;33,199;32,7;31,168;30,71;29,4137;28,6007;27,2705;26,237;25,1607;24,439;23,1365;22,891;21,1569;20,453;19,3681;18,2233;17,1574;16,1614;15,291;14,2477;13,4569;12,1961;11,5765;10,383;9,3851;8,1960;7,5946;6,2676;5,1694;4,3158;3,2832;2,2372;1
20,5890;2809;1510;679;3797;1895;247;3450;17;317;1352;4263;2652;6330;390;6042;2664;5223;4930;2338;382;6277;3182;2327;3069;5032;4823;2366;2729;3929;4505;4342;999;6312;6143;244;1862;6550;6376,daytime:night,3444;100,942;99,2338;98,604;97,1936;96,250;95,2512;94,5770;93,3770;92,4920;91,1550;90,173;89,545;88,3588;87,6067;86,1102;85,1917;84,2649;83,2378;82,4854;81,4451;80,63;79,1856;78,2143;77,3799;76,2946;75,1013;74,54;73,4741;72,3575;71,1645;70,4782;69,95;68,3829;67,4852;66,51;65,1831;64,996;63,4655;62,2894;61,60;60,4365;59,3131;58,1157;57,4013;56,2888;55,3615;54,1499;53,832;52,5034;51,4418;50,1976;49,2785;48,423;47,2657;46,222;45,2345;44,474;43,3970;42,6490;41,563;40,380;39,1883;38,5977;37,2940;36,396;35,4923;34,2047;33,3717;32,1919;31,5372;30,1935;29,4641;28,3388;27,1789;26,1254;25,811;24,1715;23,4427;22,199;21,7;20,71;19,4137;18,6007;17,1725;16,237;15,439;14,1365;13,891;12,453;11,4632;10,3681;9,2233;8,1574;7,1614;6,291;5,2854;4,2477;3,4569;2,1961;1
20,6999;1069;1095;1093;1550;3340;5048;6200;2024;6073;2811;3658;5497;1687;791;1630;2483;5523;444;3363;5034;2760;3455;1129;4956;4681;6697;2671;3134;2028;874;6383;5349;3208;1012;2408;2968;3967;3992;1106;5549;6075;4628;5853;5566;3977;1023;5679;4353;1269;137;3028;530;3622;2086;3783;5823;5211;3537;6661;1426;129;5642;5891;4107;3344;456;2379;5864;1821,daytime:afternoon,3444;100,420;99,2338;98,604;97,1936;96,250;95,2512;94,3770;93,4920;92,1550;91,173;90,545;89,3588;88,6067;87,1102;86,2649;85,2378;84,4451;83,1856;82,2143;81,3799;80,2946;79,1013;78,54;77,270;76,4741;75,3575;74,1645;73,4782;72,95;71,3829;70,4852;69,51;68,1831;67,996;66,4655;65,2894;64,60;63,4365;62,3131;61,1157;60,4013;59,2888;58,3615;57,1499;56,832;55,5034;54,4418;53,1976;52,423;51,2657;50,222;49,2345;48,474;47,2993;46,3970;45,6490;44,563;43,380;42,1148;41,1883;40,5977;39,2940;38,396;37,4923;36,2047;35,1919;34,5372;33,1935;32,4641;31,1789;30,1254;29,811;28,1715;27,4427;26,2724;25,199;24,7;23,168;22,71;21,6007;20,1725;19,2705;18,237;17,1607;16,439;15,1365;14,891;13,1569;12,453;11,4632;10,3681;9,2233;8,1574;7,291;6,2854;5,2477;4,4569;3,5765;2,383;1
323,4516;4070;4613;666;4572;4691;5720;2790;5951;6624;4029;5537;1854;4008;2499;3470;6407;783;1211;1086;1401;5078;714;4486;6205;366;3619;2880;825;250;475;1525;793;195;2912;5852;1699;1736;660,daytime:morning,54;100,60;99,389;98,250;97,71;96,1550;95,3770;94,63;93,6141;92,270;91,832;90,6250;89,420;88,291;87,460;86,2243;85,3587;84,95;83,6007;82,6639;81,2888;80,1421;79,142;78,3575;77,1044;76,8;75,6112;74,51;73,207;72,6067;71,604;70,545;69,4741;68,227;67,222;66,2703;65,229;64,128;63,1883;62,563;61,3444;60,1607;59,141;58,5946;57,1365;56,3891;55,198;54,1588;53,771;52,7013;51,2575;50,1862;49,1694;48,232;47,3975;46,891;45,2124;44,86;43,641;42,1562;41,56;40,4640;39,500;38,2970;37,104;36,516;35,742;34,3831;33,1936;32,332;31,2031;30,148;29,788;28,1165;27,2506;26,808;25,1499;24,180;23,1961;22,6885;21,439;20,294;19,2221;18,1708;17,3;16,2940;15,2649;14,1226;13,1506;12,6675;11,3872;10,4114;9,339;8,1854;7,1919;6,3799;5,3901;4,607;3,1385;2,3717;1
323,913;2834;60;3894;5351;2260;3937;5481;985;2205;2210;6975;3646;5441;2453;4095;924;6628;1450;2303;243;1848;622;4616;2999;5509;4935;3900;6185;1131;6116;450;339,daytime:evening,173;100,54;99,60;98,389;97,250;96,71;95,3770;94,63;93,270;92,832;91,1057;90,603;89,6250;88,420;87,3588;86,291;85,460;84,1514;83,353;82,2243;81,3587;80,95;79,6007;78,6639;77,5100;76,1421;75,142;74,3575;73,1044;72,8;71,51;70,207;69,6067;68,545;67,4741;66,2703;65,229;64,974;63,128;62,1883;61,563;60,3444;59,1607;58,141;57,5946;56,1365;55,3891;54,198;53,1588;52,3415;51,771;50,7013;49,2575;48,1862;47,3238;46,2817;45,1694;44,232;43,3975;42,891;41,641;40,1562;39,56;38,500;37,2970;36,104;35,516;34,742;33,3831;32,332;31,2031;30,148;29,1165;28,2506;27,808;26,1499;25,670;24,180;23,1961;22,6885;21,439;20,294;19,2221;18,993;17,1708;16,1305;15,3;14,2940;13,2649;12,1226;11,1506;10,3872;9,4114;8,339;7,1854;6,1919;5,3799;4,3901;3,607;2,1385;1
323,1606;207;3368;6877;277;368;5042;3191;1588;3159;1014;263;6101;421;110;2359;667;710;6919;2109;8;859;169;1220;180;2934;4425;1758;214;2164;2639;4815;945;6177;3467;2213;3903;1194;232;867;287;5531;4520;3774;3028;2458;6760;1931;981;4394;6139;1424;638,daytime:night,173;100,60;99,389;98,250;97,71;96,1550;95,3770;94,63;93,6141;92,832;91,1057;90,603;89,6250;88,420;87,3588;86,291;85,1514;84,353;83,2243;82,95;81,6007;80,6639;79,2888;78,5100;77,1421;76,142;75,3575;74,1044;73,8;72,6112;71,51;70,207;69,6067;68,604;67,545;66,4741;65,227;64,222;63,2703;62,229;61,974;60,1883;59,563;58,3444;57,141;56,5946;55,1365;54,3891;53,198;52,1588;51,3415;50,771;49,7013;48,2575;47,1862;46,3238;45,2817;44,1694;43,232;42,3975;41,891;40,2124;39,86;38,641;37,1562;36,56;35,4640;34,500;33,2970;32,104;31,516;30,3831;29,1936;28,332;27,148;26,788;25,1165;24,2506;23,808;22,1499;21,670;20,180;19,1961;18,6885;17,439;16,294;15,2221;14,993;13,1708;12,1305;11,2940;10,2649;9,1226;8,1506;7,6675;6,3872;5,4114;4,339;3,1854;2,3799;1
