100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
20,2280;5977;5629;2749;3719;5354;1461;795;3580;2982;3972;6878;5473;5903;4438;5974;4590;3854;5199;1187;2690;2425;2435;4789;1664;6002;4693;2020;2266;6984;5724;4080;6410;6092;2104;223;2128;1731;2699;151;3396;4639;554;2395;5163;5485;3434;3224;4817;6347;5850;14;343;6910;3707;2183;5894;3240;3372;3255;3531;4530;5860;5830;88;5103;3058;5612,daytime:evening,6715;100,6982;99,7156;98,2472;97,7262;96,4368;95,3377;94,1402;93,1351;92,2261;91,1664;90,4362;89,7048;88,2532;87,1680;86,6735;85,4075;84,7251;83,6965;82,1941;81,2152;80,822;79,3176;78,922;77,2752;76,7146;75,2618;74,3968;73,752;72,1869;71,4489;70,7186;69,1871;68,2969;67,6559;66,3771;65,282;64,645;63,7084;62,7230;61,4079;60,2134;59,6316;58,2798;57,7304;56,2131;55,1957;54,1952;53,6528;52,1916;51,322;50,463;49,7277;48,5462;47,4445;46,7193;45,7293;44,7303;43,1328;42,115;41,6729;40,7253;39,6039;38,6733;37,1792;36,7257;35,6874;34,7255;33,3376;32,4900;31,4275;30,598;29,1720;28,1689;27,6858;26,6824;25,6282;24,330;23,5411;22,4232;21,1230;20,2169;19,3578;18,6323;17,7010;16,4099;15,1291;14,1566;13,3205;12,7218;11,2822;10,7300;9,7202;8,6980;7,4351;6,4506;5,3092;4,4370;3,6642;2,3697;1
109,1909;3627;6794;5325;1530;4314;1682;3766;1833;2078;7051;4258;5768;1413;549;2378;3619;2639;4737;4805;1431;4360;995;6633;7253,daytime:night,6715;100,6982;99,7156;98,2472;97,7262;96,4368;95,3377;94,1402;93,1351;92,2261;91,1664;90,4362;89,2532;88,7048;87,1680;86,6735;85,4075;84,7251;83,6965;82,1941;81,2152;80,822;79,3176;78,922;77,2752;76,7146;75,2618;74,3968;73,1869;72,4489;71,752;70,7186;69,1871;68,2969;67,3771;66,6559;65,7084;64,282;63,645;62,7230;61,4079;60,6316;59,7304;58,2134;57,2798;56,2131;55,1952;54,1957;53,6528;52,322;51,463;50,1916;49,7277;48,4445;47,5462;46,7293;45,7193;44,1328;43,7303;42,6729;41,115;40,7253;39,6039;38,1792;37,6733;36,6874;35,7255;34,7257;33,4900;32,3376;31,4275;30,1720;29,1689;28,6858;27,598;26,6824;25,330;24,2169;23,6282;22,5411;21,4232;20,1230;19,7010;18,6323;17,3578;16,1291;15,4099;14,3205;13,1566;12,7300;11,2822;10,7218;9,3697;8,3092;7,4506;6,6980;5,4370;4,7202;3,4351;2,6642;1
127,853;1363,daytime:evening,2472;100,6715;99,2261;98,7148;97,5692;96,1493;95,6982;94,5815;93,3999;92,1274;91,4893;90,4594;89,4075;88,714;87,7291;86,45;85,1978;84,5851;83,1801;82,4368;81,5108;80,4173;79,64;78,3311;77,1566;76,5190;75,4004;74,2822;73,5431;72,3378;71,2111;70,3874;69,955;68,1718;67,5498;66,1802;65,801;64,1464;63,7084;62,3480;61,6039;60,957;59,3035;58,1126;57,4942;56,4836;55,7163;54,536;53,5466;52,4362;51,3474;50,1878;49,1757;48,1235;47,2453;46,5605;45,7135;44,5303;43,6906;42,6388;41,6783;40,2956;39,853;38,6986;37,3468;36,838;35,2771;34,3341;33,1992;32,2543;31,448;30,2550;29,6069;28,3849;27,7094;26,4832;25,1744;24,7294;23,3190;22,3632;21,1855;20,2022;19,828;18,3643;17,6461;16,313;15,2015;14,7296;13,3803;12,6477;11,5439;10,7156;9,702;8,4092;7,2175;6,6642;5,2676;4,6712;3,3589;2,3556;1
128,6311;5176;5056;2157;5042;5762;478;4889;5033;1097;209;2781;5508;5004;1499;80;4191;4009;4006;4052;4465;4445;2177;5874;5185;3591;232;3481;5371;4173;4286;1822;2509;222;5557;2717;1835;1700;3783;4288;1637;3022;2302;335;5106;6504;799;290,daytime:night,6715;100,6982;99,7156;98,2472;97,7262;96,4368;95,3377;94,1402;93,1351;92,2261;91,1664;90,4362;89,2532;88,7048;87,1680;86,6735;85,4075;84,7251;83,1941;82,6965;81,2152;80,822;79,3176;78,922;77,2752;76,7146;75,2618;74,3968;73,1869;72,7186;71,4489;70,752;69,1871;68,6559;67,2969;66,3771;65,645;64,282;63,7084;62,7230;61,4079;60,6316;59,2134;58,7304;57,2131;56,2798;55,1952;54,1957;53,322;52,1916;51,6528;50,463;49,7277;48,5462;47,4445;46,7293;45,7193;44,7303;43,1328;42,115;41,6729;40,6039;39,7253;38,6733;37,7255;36,1792;35,7257;34,6874;33,3376;32,4900;31,4275;30,6858;29,1689;28,598;27,6824;26,6282;25,5411;24,4232;23,330;22,2169;21,1230;20,3578;19,7010;18,4099;17,6323;16,3205;15,1291;14,7218;13,1566;12,7300;11,7202;10,2822;9,4351;8,6980;7,3697;6,4506;5,6642;4,3092;3,4370;2,6783;1
128,354;2834;3926;5960;399;795;1463;4508;2196;3470;1422;1765;2590;575;771;3539;891;1676;2527;4998;2066;3296;2540;5264;884;2310;1385;1008;6406;166;211,daytime:afternoon,6715;100,6982;99,7156;98,2472;97,7262;96,4368;95,3377;94,1402;93,1351;92,2261;91,1664;90,4362;89,2532;88,7048;87,1680;86,6735;85,4075;84,7251;83,1941;82,6965;81,2152;80,822;79,3176;78,922;77,2752;76,7146;75,2618;74,3968;73,1869;72,7186;71,4489;70,752;69,1871;68,6559;67,2969;66,3771;65,645;64,282;63,7084;62,7230;61,4079;60,6316;59,2134;58,7304;57,2131;56,2798;55,1952;54,1957;53,322;52,1916;51,6528;50,463;49,7277;48,5462;47,4445;46,7293;45,7193;44,7303;43,1328;42,115;41,6729;40,6039;39,7253;38,6733;37,7255;36,1792;35,7257;34,6874;33,3376;32,4900;31,4275;30,1720;29,6858;28,1689;27,598;26,6824;25,6282;24,5411;23,4232;22,330;21,2169;20,1230;19,3578;18,7010;17,4099;16,6323;15,3205;14,1291;13,7218;12,1566;11,7300;10,7202;9,2822;8,4351;7,6980;6,3697;5,4506;4,6642;3,3092;2,4370;1
185,3424;5912;2612;247;713;136;7145;6104;5473;317;1248;5318;6273;2533;2889;2197;2121;5094;4823;1566;1604;6921;2399;6542;2098,daytime:night,6715;100,6982;99,7156;98,2472;97,7262;96,4368;95,3377;94,1402;93,1351;92,2261;91,1664;90,4362;89,7048;88,2532;87,1680;86,6735;85,4075;84,7251;83,6965;82,2152;81,1941;80,822;79,3176;78,922;77,2752;76,7146;75,2618;74,3968;73,1869;72,752;71,7186;70,4489;69,1871;68,6559;67,7230;66,282;65,3771;64,645;63,2969;62,7084;61,4079;60,2134;59,7304;58,6316;57,2798;56,2131;55,1957;54,1952;53,322;52,1916;51,6528;50,463;49,4445;48,5462;47,7277;46,7193;45,7303;44,1328;43,7293;42,6729;41,7253;40,115;39,6039;38,6733;37,1792;36,7257;35,6874;34,7255;33,4900;32,3376;31,6858;30,4275;29,1720;28,1689;27,598;26,330;25,1230;24,6323;23,4232;22,5411;21,6824;20,3578;19,2169;18,6282;17,3205;16,1291;15,7010;14,4099;13,7202;12,7218;11,1566;10,4506;9,7300;8,4351;7,3092;6,6980;5,2822;4,3697;3,6642;2,4370;1
316,5736;3549;5252;1200;7242;5903;2189;6722;5584;4895;2455;4607;4476;3539;3831;6665;1094;5194;830;2338;4290;1660;2457;2864;3930;2729;1162;5182;1231;2861;647;2470;6959;6485;6551;102;4134;1712;5185;1876;5548;5428;5456;256;2918;555;333;6715;2570;5886;2290;7141;3513;4869;4418;724;5333;4840;7291;7136;5900;2758;1325;1425;2430;5907;4583;4129;199;4235,daytime:morning,6715;100,6982;99,7156;98,2472;97,7262;96,4368;95,3377;94,1402;93,1351;92,2261;91,1664;90,4362;89,2532;88,1680;87,7048;86,4075;85,6735;84,7251;83,2152;82,6965;81,1941;80,822;79,3176;78,922;77,2752;76,7146;75,2618;74,3968;73,1869;72,752;71,1871;70,3771;69,6559;68,7230;67,4489;66,4079;65,7186;64,645;63,7084;62,282;61,2969;60,7304;59,6316;58,2131;57,2134;56,2798;55,1916;54,463;53,1957;52,5462;51,322;50,1328;49,7277;48,1952;47,6528;46,4445;45,7193;44,7293;43,115;42,1792;41,6733;40,7253;39,6729;38,6039;37,7257;36,6858;35,4275;34,7255;33,1689;32,3376;31,6323;30,1720;29,598;28,1230;27,4900;26,5411;25,7010;24,330;23,4232;22,6282;21,3578;20,4099;19,7300;18,7218;17,1291;16,4506;15,2822;14,6824;13,2169;12,4351;11,7202;10,3205;9,6642;8,1566;7,11;6,2930;5,6980;4,3155;3,6961;2,3509;1
316,4344;50;3971;2985;443;5806;642;3715;1177;2424;6870;1607;1405;12;4074;5318;3442;4056;2170;2269;467;86;427;5451;491;3869;230;5986;3189;5856;3657;1671;5867;5377;2748;4523;249;6765;183;1845;4013;5791;1785;204;2049;3936;5757;731;1740;6659;2840;3278;4810;2879;2263;91;972;1412;1000;240;5220;937;2711;2472;3736;5398,daytime:night,6715;100,6982;99,7156;98,2472;97,7262;96,4368;95,3377;94,1402;93,1351;92,2261;91,1664;90,4362;89,2532;88,1680;87,7048;86,4075;85,6735;84,7251;83,2152;82,6965;81,1941;80,822;79,3176;78,922;77,2752;76,7146;75,2618;74,3968;73,1869;72,752;71,1871;70,3771;69,6559;68,7230;67,4489;66,4079;65,7186;64,645;63,7084;62,282;61,2969;60,7304;59,6316;58,2131;57,2134;56,2798;55,1916;54,463;53,1957;52,5462;51,322;50,1328;49,7277;48,1952;47,6528;46,4445;45,7193;44,7293;43,7303;42,115;41,1792;40,6733;39,7253;38,6729;37,6039;36,6874;35,7257;34,6858;33,4275;32,7255;31,1689;30,3376;29,6323;28,1720;27,598;26,1230;25,4900;24,5411;23,7010;22,330;21,4232;20,6282;19,3578;18,4099;17,7300;16,7218;15,1291;14,4506;13,2822;12,6824;11,2169;10,4351;9,7202;8,3205;7,6642;6,1566;5,11;4,2930;3,6980;2,3155;1
165,5725;3719;308;2932;3565;4508;1044;5589;624;4399;4804;2859;2713;6252;4693;3932;3735;7054;2088;236;2893;2349;223;2313;3126;951;942;44;4265;107;2296;1833;2539;1740;1652;1057;4102;4798;5344;1478;267;1412;1121;3588;2905;1574;7233;2171;4961;3990,daytime:afternoon,6715;100,6982;99,7156;98,2472;97,7262;96,4368;95,3377;94,1402;93,1351;92,2261;91,1664;90,4362;89,2532;88,7048;87,1680;86,6735;85,4075;84,7251;83,1941;82,6965;81,2152;80,822;79,3176;78,922;77,2752;76,7146;75,2618;74,3968;73,1869;72,7186;71,4489;70,752;69,1871;68,6559;67,3771;66,2969;65,7084;64,282;63,7230;62,645;61,4079;60,6316;59,7304;58,2134;57,2131;56,2798;55,1952;54,1957;53,322;52,1916;51,6528;50,463;49,7277;48,4445;47,5462;46,7293;45,7193;44,7303;43,1328;42,6729;41,115;40,6039;39,7253;38,6733;37,1792;36,7257;35,7255;34,6874;33,4900;32,3376;31,4275;30,1720;29,6858;28,1689;27,598;26,330;25,6824;24,5411;23,4232;22,6282;21,2169;20,1230;19,6323;18,7010;17,3578;16,4099;15,1291;14,3205;13,1566;12,7218;11,2822;10,7300;9,4506;8,7202;7,6980;6,4351;5,3697;4,6642;3,3092;2,6783;1
194,1860;5289;5174;3582;2050;3648;1773;6259;2899;1320;730;6687;118;1043;4236;2976;4921;4163;5990;1477;4841;1148;453;1887;4437;547;7032;3952;1710;2420;5131;682;972;6361;2164;6529;5082;1212;605;6867;2204;3088;117;6177;1375;2470,daytime:evening,6715;100,6982;99,7156;98,2472;97,7262;96,4368;95,3377;94,1402;93,1351;92,2261;91,1664;90,4362;89,2532;88,7048;87,1680;86,6735;85,4075;84,7251;83,6965;82,1941;81,2152;80,822;79,3176;78,922;77,2752;76,7146;75,2618;74,3968;73,1869;72,752;71,7186;70,4489;69,1871;68,6559;67,3771;66,2969;65,7084;64,7230;63,282;62,645;61,4079;60,6316;59,7304;58,2134;57,2798;56,2131;55,1952;54,1957;53,322;52,6528;51,463;50,1916;49,7277;48,4445;47,5462;46,7293;45,1328;44,7193;43,7303;42,6729;41,115;40,7253;39,6039;38,1792;37,6733;36,7257;35,7255;34,6874;33,4900;32,3376;31,4275;30,1720;29,6858;28,1689;27,598;26,330;25,6824;24,6282;23,5411;22,4232;21,2169;20,1230;19,6323;18,7010;17,4099;16,3578;15,1291;14,1566;13,3205;12,2822;11,7218;10,7300;9,7202;8,4506;7,4351;6,3697;5,6642;4,6980;3,3092;2,4370;1
