100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
52,4960;3276;4813;1567;5814;6328;5800;4870,daytime:morning,270;100,27;99,1136;98,136;97,1131;96,5517;95,2221;94,5295;93,420;92,3444;91,996;90,6216;89,1421;88,54;87,3767;86,7082;85,141;84,38;83,516;82,51;81,2703;80,1095;79,1765;78,2595;77,4809;76,4361;75,100;74,353;73,1250;72,1756;71,1536;70,799;69,5971;68,893;67,4323;66,2372;65,2359;64,7023;63,1712;62,2996;61,12;60,2110;59,83;58,2894;57,184;56,2915;55,3595;54,6067;53,1734;52,250;51,3620;50,1142;49,2998;48,3162;47,3239;46,3104;45,4687;44,2652;43,5977;42,3689;41,1645;40,1037;39,1976;38,240;37,3513;36,2610;35,657;34,3575;33,181;32,2505;31,2792;30,1940;29,3960;28,1947;27,1499;26,2544;25,1879;24,3339;23,3829;22,3580;21,2104;20,1139;19,2511;18,2678;17,3891;16,3561;15,5572;14,854;13,646;12,5694;11,1057;10,2036;9,974;8,4965;7,101;6,1514;5,3329;4,2243;3,1138;2,6867;1
52,1387;4215;3923;4288;3785;399;440;6090;410;2164;2372;6337;4231;1446;2098,daytime:evening,270;100,1136;99,136;98,1131;97,5517;96,2221;95,5295;94,222;93,3444;92,996;91,6216;90,1421;89,54;88,3767;87,7082;86,141;85,38;84,516;83,51;82,2703;81,3088;80,1095;79,1765;78,1365;77,2595;76,4809;75,4361;74,100;73,353;72,1250;71,1756;70,1536;69,799;68,5971;67,893;66,4323;65,2372;64,2359;63,7023;62,1712;61,168;60,12;59,2110;58,83;57,184;56,6067;55,1734;54,250;53,3620;52,1142;51,2998;50,3162;49,3104;48,4687;47,2652;46,5977;45,3689;44,1645;43,1037;42,1976;41,240;40,3513;39,657;38,3575;37,181;36,2792;35,1940;34,3960;33,1947;32,1499;31,2544;30,1879;29,3339;28,3829;27,6134;26,3580;25,2104;24,3696;23,2511;22,426;21,2678;20,3891;19,3561;18,5572;17,854;16,646;15,5694;14,1057;13,2036;12,974;11,4965;10,2815;9,2528;8,101;7,1514;6,3329;5,2243;4,1138;3,6867;2,1269;1
52,5461;6779;2649;1771;5443;1006;5241;3776;4307;6704,daytime:night,270;100,27;99,1136;98,136;97,5517;96,2221;95,5295;94,222;93,420;92,3444;91,996;90,6216;89,54;88,3767;87,141;86,38;85,516;84,2703;83,3088;82,1095;81,1765;80,1365;79,2595;78,4809;77,4361;76,100;75,353;74,1250;73,1756;72,1536;71,799;70,5971;69,893;68,4323;67,2372;66,2359;65,7023;64,1712;63,168;62,2996;61,12;60,2110;59,2894;58,184;57,2915;56,3595;55,6067;54,1734;53,250;52,3620;51,1142;50,2998;49,3162;48,3239;47,3104;46,4687;45,2652;44,5977;43,3689;42,1645;41,1037;40,1976;39,240;38,3513;37,2610;36,657;35,3575;34,181;33,2505;32,2792;31,1940;30,3960;29,1947;28,1499;27,2544;26,1879;25,3339;24,3829;23,6134;22,3580;21,3696;20,1139;19,2511;18,426;17,2678;16,3891;15,3561;14,5572;13,854;12,646;11,5694;10,1057;9,2036;8,974;7,4965;6,2815;5,2528;4,101;3,1514;2,3329;1
52,6110;6195;1457;799;3010;2511;2521,daytime:afternoon,270;100,27;99,1136;98,136;97,1131;96,5517;95,2221;94,5295;93,222;92,420;91,3444;90,996;89,6216;88,1421;87,54;86,7082;85,141;84,38;83,516;82,51;81,2703;80,3088;79,1095;78,1765;77,1365;76,2595;75,4809;74,4361;73,100;72,353;71,1250;70,1756;69,1536;68,799;67,5971;66,893;65,2372;64,2359;63,7023;62,1712;61,168;60,2996;59,12;58,2110;57,83;56,2894;55,184;54,2915;53,3595;52,6067;51,1734;50,250;49,3620;48,1142;47,2998;46,3162;45,3239;44,3104;43,4687;42,2652;41,5977;40,3689;39,1645;38,1037;37,1976;36,240;35,3513;34,2610;33,657;32,3575;31,181;30,2505;29,2792;28,1940;27,3960;26,1947;25,1499;24,2544;23,1879;22,3339;21,3829;20,6134;19,3580;18,2104;17,3696;16,1139;15,2511;14,426;13,3891;12,3561;11,5572;10,854;9,646;8,1057;7,2036;6,974;5,4965;4,2815;3,2528;2,101;1
20,4487;4182;5698;7100;1605;4573;2970;7088;4923;1485;3892;5976;3044;5618;345;6577;2685;347;1173;2858;1831;3225;214;2105;860;6252;1296;5286;2013;2393;4267;946;6513;1534;3289;4537;5743;5673;1990;912;2040;893;1613;5503;5105;5256;2650;2099;754;4527;6789;1388;1891;226;604;2591;5577;4593;1425;1521;2515;6065;5398;4621;1221,daytime:morning,1131;100,6067;99,1250;98,240;97,604;96,439;95,3579;94,4923;93,811;92,7262;91,1715;90,3588;89,420;88,564;87,6797;86,1087;85,6599;84,457;83,3770;82,1148;81,5758;80,51;79,1614;78,2993;77,4427;76,2078;75,4168;74,6604;73,5139;72,5767;71,4361;70,3717;69,4854;68,333;67,1425;66,300;65,4418;64,283;63,229;62,2946;61,4920;60,136;59,1380;58,2693;57,5150;56,1422;55,4567;54,88;53,421;52,1142;51,232;50,294;49,1914;48,2630;47,3088;46,1725;45,371;44,97;43,1420;42,2124;41,6572;40,3779;39,381;38,1360;37,1157;36,3353;35,545;34,1708;33,2512;32,2814;31,54;30,2384;29,3010;28,389;27,725;26,5874;25,100;24,2338;23,2894;22,3438;21,1749;20,2082;19,2938;18,6043;17,6352;16,1951;15,1919;14,3840;13,1496;12,2526;11,3396;10,95;9,5034;8,386;7,2359;6,504;5,1613;4,1799;3,3975;2,3970;1
20,975;4679;406;3430;2473;3862;5956;2094;713;5563;428;3906;1911;591;4508;3934;1445;5896;4770;5989;453;5026;6890;2817;2059;2378;6138;3273;2611;5168;1766;27;2037;4316;646;21;5663;4641;5913;715;5856;5810;5771;1879;5483;6352;2676;4417;1305;6079;4659;2700;165;1087;3503;222;4418;1757;4630;2387;5071;5811;3939;2604;2536;6615;6319;5742;5926;1070;5084;4711;2030,daytime:evening,6067;100,353;99,2649;98,1250;97,240;96,604;95,1176;94,439;93,3579;92,4923;91,811;90,269;89,399;88,7262;87,420;86,564;85,1087;84,6599;83,457;82,1148;81,5758;80,2836;79,250;78,1614;77,2233;76,1935;75,2993;74,423;73,2078;72,1025;71,4168;70,28;69,6604;68,5767;67,4361;66,4911;65,3717;64,4854;63,3953;62,333;61,1425;60,300;59,4418;58,283;57,229;56,2946;55,4920;54,136;53,1380;52,2693;51,5150;50,1422;49,4567;48,421;47,1142;46,232;45,294;44,1914;43,4852;42,3088;41,371;40,1420;39,6572;38,3779;37,381;36,1360;35,1157;34,3353;33,1708;32,2814;31,54;30,2384;29,3010;28,4109;27,1982;26,389;25,725;24,5874;23,100;22,2338;21,3438;20,1749;19,5031;18,2082;17,2938;16,6043;15,6352;14,1951;13,1919;12,3840;11,1496;10,2526;9,5034;8,386;7,2359;6,504;5,1613;4,1799;3,3975;2,3970;1
20,5890;2809;1510;679;3797;1895;247;3450;17;317;1352;4263;2652;6330;390;6042;2664;5223;4930;2338;382;6277;3182;2327;3069;5032;4823;2366;2729;3929;4505;4342;999;6312;6143;244;1862;6550;6376,daytime:night,1131;100,6067;99,353;98,2649;97,1250;96,240;95,604;94,1176;93,439;92,3579;91,4923;90,811;89,269;88,399;87,7262;86,1715;85,3588;84,6797;83,1087;82,457;81,3770;80,5758;79,2836;78,51;77,250;76,1614;75,2233;74,1935;73,423;72,4427;71,2078;70,1025;69,4168;68,28;67,6604;66,5139;65,5767;64,4361;63,4911;62,3717;61,4854;60,3953;59,333;58,1425;57,300;56,4418;55,283;54,229;53,2946;52,4920;51,136;50,1380;49,2693;48,5150;47,1422;46,4567;45,88;44,421;43,1142;42,232;41,294;40,1914;39,2630;38,4852;37,3088;36,1725;35,371;34,97;33,1420;32,2124;31,6572;30,3779;29,381;28,1360;27,1157;26,3353;25,545;24,1708;23,2512;22,54;21,2384;20,3010;19,4109;18,1982;17,389;16,725;15,5874;14,100;13,2338;12,2894;11,3438;10,1749;9,5031;8,2082;7,2938;6,6043;5,6352;4,1951;3,1919;2,3840;1
20,6999;1069;1095;1093;1550;3340;5048;6200;2024;6073;2811;3658;5497;1687;791;1630;2483;5523;444;3363;5034;2760;3455;1129;4956;4681;6697;2671;3134;2028;874;6383;5349;3208;1012;2408;2968;3967;3992;1106;5549;6075;4628;5853;5566;3977;1023;5679;4353;1269;137;3028;530;3622;2086;3783;5823;5211;3537;6661;1426;129;5642;5891;4107;3344;456;2379;5864;1821,daytime:afternoon,1131;100,6067;99,353;98,2649;97,240;96,604;95,1176;94,439;93,4923;92,811;91,269;90,399;89,7262;88,1715;87,3588;86,420;85,564;84,6797;83,1087;82,6599;81,457;80,3770;79,1148;78,5758;77,2836;76,51;75,250;74,2233;73,1935;72,2993;71,423;70,4427;69,2078;68,1025;67,28;66,6604;65,5139;64,5767;63,4911;62,3953;61,333;60,1425;59,4418;58,283;57,229;56,2946;55,4920;54,136;53,1380;52,2693;51,5150;50,1422;49,88;48,421;47,1142;46,232;45,294;44,1914;43,2630;42,4852;41,1725;40,371;39,97;38,1420;37,2124;36,6572;35,3779;34,1360;33,1157;32,545;31,1708;30,2512;29,2814;28,54;27,4109;26,1982;25,389;24,725;23,5874;22,2338;21,2894;20,3438;19,1749;18,5031;17,2082;16,2938;15,6043;14,6352;13,1951;12,1919;11,3840;10,1496;9,2526;8,3396;7,95;6,5034;5,386;4,2359;3,1613;2,1799;1
323,4516;4070;4613;666;4572;4691;5720;2790;5951;6624;4029;5537;1854;4008;2499;3470;6407;783;1211;1086;1401;5078;714;4486;6205;366;3619;2880;825;250;475;1525;793;195;2912;5852;1699;1736;660,daytime:morning,270;100,3444;99,51;98,54;97,250;96,63;95,420;94,3770;93,456;92,3;91,725;90,291;89,3575;88,60;87,104;86,6141;85,1550;84,3799;83,140;82,232;81,1365;80,1607;79,545;78,4585;77,198;76,68;75,942;74,321;73,2528;72,144;71,207;70,227;69,340;68,2074;67,2888;66,5874;65,294;64,6067;63,516;62,6885;61,6250;60,6112;59,7082;58,56;57,38;56,14;55,277;54,406;53,3681;52,6007;51,1023;50,333;49,1424;48,95;47,368;46,2703;45,1064;44,3892;43,5973;42,646;41,3891;40,1708;39,2124;38,955;37,2814;36,246;35,86;34,8;33,71;32,2266;31,389;30,6666;29,679;28,1226;27,399;26,2243;25,2630;24,742;23,141;22,6639;21,1165;20,6352;19,3886;18,500;17,2575;16,3172;15,5070;14,3900;13,1734;12,1385;11,1715;10,2506;9,1862;8,506;7,181;6,142;5,267;4,180;3,3787;2,5332;1
323,913;2834;60;3894;5351;2260;3937;5481;985;2205;2210;6975;3646;5441;2453;4095;924;6628;1450;2303;243;1848;622;4616;2999;5509;4935;3900;6185;1131;6116;450;339,daytime:evening,270;100,3444;99,51;98,54;97,250;96,63;95,974;94,420;93,173;92,3770;91,3415;90,456;89,353;88,3;87,291;86,1057;85,3575;84,60;83,104;82,3799;81,3588;80,140;79,232;78,1365;77,1607;76,545;75,2355;74,2817;73,4585;72,198;71,68;70,321;69,603;68,2528;67,144;66,207;65,340;64,2074;63,5874;62,1055;61,294;60,6067;59,516;58,6885;57,993;56,6250;55,7082;54,2604;53,56;52,38;51,14;50,277;49,406;48,3681;47,6007;46,333;45,1424;44,95;43,5100;42,368;41,5379;40,2703;39,1064;38,3892;37,5973;36,3891;35,1708;34,955;33,2814;32,246;31,8;30,71;29,2266;28,389;27,6666;26,679;25,1226;24,399;23,2243;22,2630;21,742;20,141;19,6639;18,1165;17,6352;16,3886;15,500;14,2575;13,3900;12,1385;11,1715;10,2506;9,1862;8,1514;7,506;6,181;5,142;4,267;3,180;2,3787;1
