100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
52,2528;2574;3610;3698;4282;6414;2815;3696;1489,daytime:morning,1363;100,3736;99,854;98,974;97,112;96,923;95,2772;94,2946;93,3539;92,2036;91,1095;90,2591;89,2101;88,3441;87,420;86,1522;85,4720;84,3017;83,5358;82,3763;81,4809;80,5945;79,5196;78,2595;77,300;76,4875;75,3852;74,1412;73,4071;72,2811;71,1102;70,582;69,3348;68,2063;67,1421;66,2598;65,4970;64,327;63,849;62,3488;61,2528;60,1181;59,4796;58,4264;57,4945;56,85;55,1529;54,3010;53,75;52,5138;51,3419;50,1497;49,2064;48,1030;47,2105;46,3136;45,1265;44,2445;43,2853;42,1395;41,2708;40,516;39,5303;38,4282;37,1913;36,7143;35,450;34,430;33,494;32,129;31,3166;30,711;29,4014;28,3720;27,3044;26,1131;25,3283;24,4739;23,3981;22,2678;21,2031;20,6241;19,2366;18,5158;17,1972;16,3417;15,4118;14,2430;13,3442;12,1697;11,917;10,1874;9,4215;8,3804;7,4381;6,6133;5,2649;4,2505;3,5003;2,2865;1
52,6805;5109;703;3239;4970;1139;1845;3595;27;5457;999;348;2915;812,daytime:evening,1363;100,3736;99,854;98,974;97,992;96,112;95,923;94,2772;93,2946;92,3539;91,2036;90,1095;89,2591;88,3441;87,1522;86,4720;85,3017;84,2584;83,5358;82,3763;81,4809;80,5945;79,5196;78,2595;77,300;76,4875;75,3852;74,1412;73,4071;72,1567;71,2811;70,222;69,1102;68,3088;67,582;66,3348;65,2063;64,1421;63,2598;62,4970;61,327;60,849;59,3488;58,2528;57,1181;56,4796;55,4264;54,4945;53,85;52,621;51,1529;50,3010;49,5138;48,6328;47,1497;46,2064;45,1030;44,2105;43,3136;42,1265;41,2445;40,2853;39,1395;38,3433;37,2708;36,516;35,5303;34,4282;33,1913;32,7143;31,450;30,430;29,494;28,129;27,168;26,3166;25,711;24,4014;23,3720;22,3044;21,1131;20,3283;19,4739;18,3981;17,5483;16,2678;15,2031;14,6241;13,2366;12,1972;11,3417;10,4118;9,3442;8,1697;7,917;6,1874;5,3804;4,4381;3,6133;2,2649;1
52,3144;1969;3870;7181;1421;3417;3720;4017;7266;51,daytime:night,1363;100,3736;99,854;98,974;97,992;96,112;95,923;94,2772;93,2946;92,2036;91,1095;90,2591;89,2101;88,3441;87,420;86,1522;85,4720;84,3017;83,2584;82,5358;81,3763;80,4809;79,5945;78,5196;77,2595;76,300;75,4875;74,3852;73,1412;72,4071;71,1567;70,2811;69,222;68,1102;67,3088;66,582;65,3348;64,2063;63,1421;62,2598;61,4970;60,327;59,849;58,3488;57,2528;56,1181;55,4796;54,4264;53,4945;52,85;51,621;50,1529;49,3010;48,75;47,5138;46,6328;45,3419;44,1497;43,2064;42,1030;41,2105;40,3136;39,1265;38,2445;37,2853;36,1395;35,3433;34,2708;33,516;32,5303;31,4282;30,1913;29,7143;28,450;27,430;26,494;25,129;24,168;23,3166;22,4014;21,3720;20,3044;19,3283;18,4739;17,3981;16,5483;15,2678;14,2031;13,6241;12,2366;11,5158;10,1972;9,3417;8,4118;7,2430;6,3442;5,1697;4,917;3,1874;2,4215;1
52,3083;3142;2415;3202;4523;6568;3244;5319;3505;4467,daytime:afternoon,1363;100,3736;99,854;98,974;97,992;96,112;95,923;94,2772;93,2946;92,3539;91,2036;90,1095;89,2591;88,2101;87,3441;86,420;85,1522;84,4720;83,3017;82,2584;81,5358;80,4809;79,5945;78,5196;77,2595;76,300;75,4875;74,3852;73,4071;72,1567;71,2811;70,222;69,1102;68,3088;67,582;66,3348;65,1421;64,2598;63,4970;62,849;61,3488;60,2528;59,1181;58,4796;57,4264;56,4945;55,85;54,621;53,1529;52,75;51,5138;50,6328;49,3419;48,1497;47,2064;46,1030;45,2105;44,3136;43,1265;42,2445;41,2853;40,1395;39,3433;38,2708;37,516;36,5303;35,4282;34,1913;33,7143;32,450;31,430;30,494;29,129;28,168;27,3166;26,711;25,4014;24,3720;23,3044;22,1131;21,3283;20,4739;19,3981;18,5483;17,2031;16,6241;15,2366;14,5158;13,3417;12,4118;11,2430;10,3442;9,1697;8,917;7,1874;6,4215;5,3804;4,4381;3,6133;2,2649;1
20,3839;4925;5760;4539;5480;28;2005;3321;1955;3118;3032;5013;268;2063;2538;6349;5275;3415;3057;233;4954;2841;2880;5508;250;3254;6862;957;3391;2148;854;3231;5925;2432;4911;3866;5249;2649;4939;101;2836;5231;4109;6795;4990;4236;5839;5031;524;468;2480;3689;1176;3557;5845;1639;5620;782;3390;3395;1165;5955;272;4183;681,daytime:morning,1148;100,3829;99,4930;98,1550;97,1879;96,95;95,2164;94,2477;93,2124;92,2724;91,2143;90,4849;89,2082;88,1748;87,5264;86,5578;85,5332;84,2755;83,4740;82,5100;81,2470;80,1255;79,6026;78,1917;77,5449;76,3032;75,5517;74,241;73,7078;72,788;71,3773;70,2604;69,2859;68,1883;67,393;66,254;65,1496;64,521;63,545;62,4614;61,4225;60,2177;59,2703;58,3119;57,2662;56,2940;55,6250;54,1701;53,56;52,3929;51,1861;50,1734;49,1275;48,263;47,3681;46,5288;45,232;44,972;43,332;42,660;41,4265;40,472;39,4175;38,6206;37,3059;36,142;35,2023;34,3182;33,5613;32,2059;31,4469;30,1043;29,1183;28,2693;27,2372;26,4907;25,3716;24,276;23,63;22,4741;21,28;20,4911;19,3975;18,1298;17,3748;16,5034;15,1203;14,1300;13,524;12,4295;11,1860;10,3028;9,5147;8,5362;7,3605;6,5401;5,2697;4,151;3,4734;2,2985;1
20,2280;5977;5629;2749;3719;5354;1461;795;3580;2982;3972;6878;5473;5903;4438;5974;4590;3854;5199;1187;2690;2425;2435;4789;1664;6002;4693;2020;2266;6984;5724;4080;6410;6092;2104;223;2128;1731;2699;151;3396;4639;554;2395;5163;5485;3434;3224;4817;6347;5850;14;343;6910;3707;2183;5894;3240;3372;3255;3531;4530;5860;5830;88;5103;3058;5612,daytime:evening,353;100,1148;99,4196;98,6219;97,4930;96,1550;95,2164;94,2477;93,2724;92,4849;91,6334;90,2082;89,1748;88,604;87,2645;86,5264;85,5578;84,5332;83,2755;82,5100;81,2470;80,3953;79,1255;78,6026;77,1917;76,5449;75,3032;74,5517;73,241;72,2858;71,7078;70,788;69,269;68,3773;67,2859;66,1883;65,393;64,254;63,1935;62,1496;61,521;60,4614;59,4225;58,2177;57,2703;56,3119;55,2662;54,2940;53,6250;52,1701;51,56;50,4852;49,3929;48,1861;47,1734;46,4931;45,3460;44,263;43,3681;42,5288;41,232;40,972;39,332;38,660;37,4265;36,5515;35,472;34,4175;33,6206;32,3059;31,142;30,851;29,2023;28,3182;27,5613;26,4469;25,1043;24,1183;23,2693;22,2372;21,4907;20,3716;19,276;18,63;17,4741;16,28;15,4911;14,3975;13,1298;12,3748;11,5034;10,1203;9,1300;8,524;7,4295;6,1860;5,5743;4,3028;3,3225;2,5147;1
20,3144;3759;6128;4175;1006;2510;3299;6044;2579;6825;4295;4535;1682;270;6985;2406;364;2784;5022;4696;2362;6038;6547;568;2734;605;5464;5449;4321;742,daytime:night,353;100,3829;99,4196;98,6219;97,1550;96,1879;95,95;94,2164;93,2477;92,2124;91,2143;90,4849;89,6334;88,2082;87,1748;86,604;85,2645;84,5264;83,5578;82,5332;81,2755;80,4740;79,5100;78,2470;77,3953;76,1255;75,6026;74,1917;73,5449;72,3032;71,5517;70,241;69,2858;68,7078;67,788;66,269;65,3773;64,2604;63,2859;62,1883;61,393;60,254;59,1935;58,521;57,545;56,4614;55,4225;54,2177;53,2703;52,3119;51,2662;50,2940;49,6250;48,1701;47,56;46,4852;45,1861;44,1734;43,1275;42,4931;41,3460;40,263;39,3681;38,5288;37,232;36,972;35,332;34,660;33,4265;32,5515;31,472;30,4175;29,6206;28,3059;27,142;26,851;25,2023;24,5613;23,2059;22,4469;21,1043;20,1183;19,2693;18,2372;17,4907;16,276;15,63;14,4741;13,28;12,4911;11,1298;10,3748;9,5034;8,1203;7,1300;6,524;5,4295;4,1860;3,5743;2,3028;1
20,3164;4071;1428;3244;4765;1672;4653;1161;4083;431;1636;4581;2505;3876;4890;1484;1614;5099;5050;4597;2584;1710;6694;2117;4278;5872;3908;3353;2602;4323;3031;6938;3567;5529;1734;4970;5185;1555;2313;942;5770;1235;5383;6608;5996;4554;2539;5600;3278;2137;6475;5657;3589;2451;2816;458;2556;3597;381;5073;5077;4980;1968;4514;2595;3485,daytime:afternoon,353;100,1148;99,3829;98,4196;97,6219;96,4930;95,1879;94,95;93,2164;92,2477;91,2124;90,2724;89,2143;88,4849;87,6334;86,2082;85,1748;84,604;83,2645;82,5264;81,5332;80,2755;79,4740;78,2470;77,3953;76,1255;75,6026;74,5449;73,3032;72,5517;71,2858;70,7078;69,269;68,3773;67,2604;66,2859;65,1883;64,393;63,254;62,1935;61,1496;60,521;59,545;58,4614;57,4225;56,2177;55,2703;54,3119;53,2662;52,2940;51,1701;50,56;49,4852;48,3929;47,1861;46,1734;45,1275;44,4931;43,3460;42,263;41,3681;40,5288;39,232;38,972;37,332;36,660;35,4265;34,5515;33,472;32,4175;31,6206;30,3059;29,142;28,851;27,2023;26,3182;25,5613;24,2059;23,1043;22,1183;21,2693;20,2372;19,4907;18,3716;17,276;16,4741;15,28;14,4911;13,3975;12,1298;11,3748;10,1203;9,1300;8,524;7,4295;6,1860;5,5743;4,3225;3,5147;2,5362;1
323,774;6350;3719;4142;4633;6314;2662;1725;2511;194;736;4264;4201;508;1618;1045;3143;3875;2505;1057;595;1022;1364;2672;5670;1417;6111;2817;3069;5451;682;1055;1778;4120;27;4107;6865;3709;824;2613;6561;353,daytime:morning,353;100,291;99,1057;98,432;97,1420;96,932;95,104;94,7;93,1131;92,232;91,56;90,270;89,63;88,785;87,679;86,51;85,86;84,277;83,141;82,95;81,406;80,54;79,4465;78,604;77,7143;76,1607;75,189;74,2151;73,131;72,97;71,333;70,6141;69,1194;68,905;67,457;66,458;65,681;64,3028;63,2662;62,2652;61,140;60,1883;59,269;58,3799;57,181;56,1477;55,184;54,27;53,1499;52,960;51,1550;50,2047;49,725;48,2205;47,600;46,2266;45,671;44,3359;43,6091;42,8;41,3;40,845;39,222;38,4567;37,2703;36,893;35,456;34,60;33,2859;32,975;31,891;30,6036;29,2349;28,1236;27,545;26,624;25,267;24,29;23,4741;22,235;21,2209;20,1164;19,3770;18,5362;17,98;16,703;15,1790;14,1135;13,3173;12,629;11,2053;10,447;9,2338;8,1862;7,1385;6,263;5,128;4,1860;3,2124;2,1786;1
323,5070;4245;2823;5592;6670;1550;6112;6566;2375;6141;1214;7069;3664;3102;5055;4369;3487;2692;2000;227;788;3277;1188;5273;3043;2605;920;4044;491;973;646;3404,daytime:evening,353;100,291;99,1057;98,432;97,1420;96,932;95,104;94,7;93,232;92,173;91,56;90,270;89,63;88,2501;87,785;86,280;85,679;84,51;83,277;82,141;81,95;80,406;79,54;78,4465;77,7143;76,284;75,1607;74,189;73,2151;72,131;71,97;70,333;69,6141;68,250;67,1194;66,905;65,457;64,458;63,681;62,3028;61,2662;60,2652;59,140;58,1883;57,269;56,3799;55,181;54,3588;53,84;52,1477;51,184;50,27;49,1499;48,960;47,1550;46,2047;45,600;44,2266;43,671;42,3359;41,6091;40,8;39,3;38,845;37,4567;36,666;35,2703;34,893;33,456;32,3415;31,2859;30,975;29,366;28,891;27,1789;26,6036;25,2349;24,1236;23,545;22,624;21,267;20,29;19,4741;18,2209;17,1164;16,3770;15,5362;14,98;13,703;12,1790;11,1135;10,3173;9,2053;8,447;7,593;6,2338;5,1862;4,1385;3,263;2,128;1
