100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
52,4862;1649;1201;6545;1042;426;3990;4488;457,daytime:morning,7155;100,6089;99,3098;98,2886;97,2532;96,1795;95,7199;94,1781;93,7122;92,7196;91,1328;90,6210;89,3700;88,6936;87,1886;86,6811;85,7179;84,1651;83,6950;82,7228;81,4428;80,6874;79,1358;78,7151;77,1394;76,3563;75,822;74,1957;73,5532;72,4429;71,2106;70,1351;69,1998;68,6823;67,6808;66,322;65,7285;64,5865;63,6562;62,6264;61,11;60,7229;59,7084;58,6749;57,2261;56,1690;55,1342;54,6227;53,6951;52,2941;51,5546;50,6956;49,2382;48,6824;47,2721;46,7301;45,4472;44,3116;43,2822;42,3288;41,6979;40,3712;39,6464;38,820;37,6660;36,7239;35,4351;34,7303;33,2226;32,7269;31,282;30,4803;29,7015;28,7202;27,1249;26,6883;25,1767;24,752;23,3027;22,6820;21,4119;20,6725;19,7124;18,6876;17,5326;16,3213;15,7065;14,3559;13,1372;12,1482;11,6715;10,1857;9,6875;8,7212;7,7008;6,3184;5,6969;4,6953;3,7039;2,1105;1
20,6599;5402;4558;2332;4413;4967;5745;2583;4025;1063;626;5487;771;855;1401;6201;785;2705;5387;2724;7136;5900;5915;1277;3674;5718;813;6621,daytime:night,7155;100,6089;99,2886;98,3098;97,2532;96,1795;95,7199;94,7196;93,1781;92,1328;91,7122;90,6210;89,3700;88,6936;87,1886;86,6811;85,7179;84,1651;83,6950;82,7228;81,4428;80,6874;79,1358;78,7151;77,3563;76,1394;75,1957;74,5532;73,2106;72,822;71,4429;70,1998;69,6823;68,1351;67,322;66,5865;65,6808;64,11;63,1342;62,7285;61,6562;60,7229;59,6264;58,7084;57,1690;56,6749;55,6951;54,2261;53,5546;52,2941;51,4472;50,6227;49,2382;48,6824;47,3116;46,2822;45,6956;44,7301;43,6464;42,2721;41,3288;40,7269;39,4803;38,6660;37,2226;36,7015;35,6979;34,3712;33,4351;32,7239;31,7303;30,282;29,6820;28,7202;27,1249;26,6725;25,4119;24,6883;23,3027;22,7124;21,1767;20,6876;19,5326;18,3213;17,1482;16,752;15,7065;14,3559;13,3184;12,6875;11,1372;10,6715;9,1857;8,7039;7,6969;6,1105;5,7212;4,6953;3,7008;2,7268;1
182,5546;403;4188;5973;270;456,daytime:night,7155;100,6089;99,1795;98,2532;97,3098;96,2886;95,1328;94,7199;93,1781;92,7196;91,7122;90,3700;89,6936;88,6210;87,6811;86,1651;85,7179;84,1886;83,7228;82,6950;81,1358;80,4428;79,1957;78,2106;77,5532;76,7151;75,3563;74,1998;73,1394;72,6874;71,4429;70,6823;69,322;68,5865;67,822;66,6562;65,1342;64,1351;63,11;62,2261;61,6951;60,4472;59,7229;58,3116;57,7084;56,6824;55,7285;54,6264;53,2822;52,2382;51,1690;50,5546;49,6749;48,6808;47,3288;46,7301;45,6956;44,6725;43,2941;42,6227;41,6464;40,4351;39,2721;38,820;37,6979;36,3027;35,4803;34,6660;33,7124;32,7239;31,3213;30,7202;29,7269;28,7065;27,7015;26,3184;25,7303;24,3712;23,3559;22,1767;21,1482;20,2226;19,1249;18,7039;17,4119;16,7268;15,6820;14,1105;13,6876;12,6883;11,6875;10,752;9,1372;8,6969;7,5326;6,6715;5,2237;4,282;3,6508;2,6425;1
154,5362;5424;1077;1734;42;1188;180;502;1346;6835;2960;2684;5086;2523;4041;4321;2136,daytime:night,7155;100,6089;99,3098;98,2886;97,2532;96,1795;95,7199;94,7196;93,1781;92,1328;91,7122;90,6210;89,3700;88,6936;87,1886;86,6811;85,7179;84,1651;83,6950;82,7228;81,4428;80,1358;79,6874;78,7151;77,3563;76,1394;75,1957;74,5532;73,2106;72,822;71,4429;70,1998;69,6823;68,1351;67,322;66,5865;65,6808;64,11;63,1342;62,6562;61,7285;60,7229;59,1690;58,6264;57,7084;56,2261;55,6951;54,6749;53,5546;52,2941;51,6824;50,6227;49,4472;48,2382;47,3116;46,6956;45,2822;44,7301;43,2721;42,6464;41,3288;40,7269;39,4803;38,6660;37,6979;36,3712;35,2226;34,7015;33,7239;32,820;31,4351;30,7303;29,282;28,6820;27,7202;26,1249;25,4119;24,6725;23,6883;22,3027;21,7124;20,6876;19,1767;18,5326;17,3213;16,1482;15,752;14,7065;13,3559;12,3184;11,6875;10,1372;9,6715;8,7039;7,1857;6,6969;5,7212;4,1105;3,7249;2,7008;1
154,3741;3735;4613;5271;358;2662;1427;942;3521;7261;4545;127;1109;2814;2401;26;128;5821;5153;2882;5625;243;4270;2162;3342;3583;1540;1923;1912;3031;23;173;5457;6921;4904;6376;3058,daytime:afternoon,7155;100,6089;99,3098;98,2886;97,2532;96,1795;95,7199;94,7196;93,1781;92,1328;91,7122;90,6210;89,3700;88,6936;87,1886;86,6811;85,7179;84,1651;83,6950;82,7228;81,4428;80,1358;79,6874;78,7151;77,3563;76,1394;75,1957;74,5532;73,2106;72,822;71,4429;70,1998;69,6823;68,1351;67,322;66,5865;65,6808;64,11;63,1342;62,6562;61,7285;60,7229;59,1690;58,6264;57,7084;56,2261;55,6951;54,6749;53,5546;52,2941;51,6824;50,6227;49,4472;48,2382;47,3116;46,6956;45,2822;44,7301;43,2721;42,6464;41,3288;40,7269;39,4803;38,6660;37,6979;36,3712;35,2226;34,7015;33,7239;32,820;31,4351;30,7303;29,282;28,6820;27,7202;26,1249;25,4119;24,6725;23,6883;22,3027;21,7124;20,6876;19,1767;18,5326;17,3213;16,1482;15,752;14,7065;13,3559;12,3184;11,6875;10,1372;9,6715;8,7039;7,1857;6,6969;5,7212;4,1105;3,7249;2,7008;1
128,3164;882;1874;327;1099;6524;4703;1149;5755;2423;5139;4435;4043;2977;6333;6011;300;4807;453;3487;2369;6604;3508;4005;3280;3692;5550;1923;1525;6547;6140;2166;1425;1761;854;2443;3221;761;2214;2103;6207;261;4251,daytime:evening,7155;100,6089;99,3098;98,2886;97,2532;96,1795;95,7199;94,1781;93,7196;92,7122;91,1328;90,6210;89,3700;88,6936;87,1886;86,1651;85,6811;84,7179;83,6950;82,7228;81,4428;80,7151;79,6874;78,1358;77,1394;76,1957;75,3563;74,822;73,2106;72,5532;71,1351;70,4429;69,6823;68,1998;67,322;66,5865;65,6562;64,7285;63,11;62,7229;61,1342;60,2261;59,6808;58,6264;57,6749;56,4472;55,2941;54,5546;53,1690;52,7084;51,2382;50,6951;49,6227;48,3116;47,7301;46,2721;45,6824;44,2822;43,3288;42,6956;41,7303;40,6464;39,7239;38,7015;37,2226;36,6660;35,7269;34,4351;33,6979;32,3712;31,6725;30,820;29,7124;28,4803;27,6820;26,3027;25,1249;24,282;23,1767;22,6883;21,752;20,3213;19,7202;18,1372;17,4119;16,1482;15,6876;14,3559;13,3184;12,6715;11,7065;10,7039;9,6875;8,5326;7,7212;6,1105;5,7189;4,7008;3,6969;2,1857;1
185,3734;340;6014;4353;1269;1109;4024;4707;1159;4937;1432;3503;6541;4920;1066;2059;4560;4891;2442;3790;811;1729;2865;1131;937;5059;6143,daytime:evening,7155;100,6089;99,2886;98,2532;97,3098;96,1795;95,7199;94,7196;93,7122;92,1781;91,1328;90,3700;89,6210;88,6936;87,6811;86,1886;85,7179;84,1651;83,6950;82,4428;81,7228;80,3563;79,1358;78,6874;77,7151;76,1394;75,5532;74,1957;73,2106;72,6823;71,822;70,4429;69,1998;68,5865;67,322;66,6808;65,1351;64,1342;63,11;62,1690;61,6562;60,7229;59,7285;58,6264;57,6951;56,6749;55,2941;54,2382;53,5546;52,6824;51,4472;50,2261;49,7269;48,6227;47,2822;46,6464;45,3116;44,6660;43,4803;42,6956;41,7301;40,3288;39,7015;38,3712;37,2226;36,7239;35,2721;34,282;33,6820;32,4351;31,6979;30,4119;29,6876;28,7303;27,820;26,6883;25,3027;24,7202;23,6725;22,7065;21,1767;20,5326;19,1249;18,7039;17,1482;16,7124;15,6875;14,3184;13,752;12,6969;11,3213;10,6715;9,1372;8,3559;7,7212;6,7189;5,7263;4,1857;3,2954;2,6953;1
316,4763;6519;4406;2386;3553;5762;5406;6807;4947;410;2284;403;4856;3262;2025;6273;1556;421;2251;5452;5224;1972;2527;2584;1348;5987;294;3931;4865;380;646;5459;5065;3268;3324;208;6092;4984;3453;2195;5914;4174;5630;4603;893;797;6874;137;7144;5096;320;5539;3835;6187;1180;1176;3008;7;5973;3586;5357;3172;4282;1697;1508;2445;6484;539;450;3075;5790;638;6773,daytime:morning,7155;100,6089;99,3098;98,2886;97,2532;96,1795;95,7199;94,1781;93,7196;92,1328;91,7122;90,3700;89,6210;88,6936;87,1886;86,6811;85,1651;84,7179;83,6950;82,7228;81,4428;80,7151;79,1358;78,6874;77,1957;76,5532;75,1394;74,2106;73,1998;72,822;71,4429;70,322;69,6823;68,5865;67,1351;66,11;65,1342;64,6808;63,6562;62,7229;61,7084;60,1690;59,2261;58,6264;57,6951;56,2941;55,6749;54,5546;53,6824;52,6227;51,4472;50,3116;49,6956;48,2382;47,3288;46,2822;45,6464;44,7301;43,2721;42,7269;41,4803;40,6979;39,820;38,6660;37,7239;36,4351;35,3712;34,7015;33,2226;32,6820;31,6725;30,7202;29,3027;28,1249;27,282;26,4119;25,7124;24,3213;23,6876;22,6883;21,1482;20,5326;19,7065;18,1767;17,752;16,3184;15,6875;14,1372;13,3559;12,1105;11,7039;10,6969;9,1857;8,7212;7,6953;6,7249;5,7268;4,6982;3,2011;2,4096;1
316,4226;43;4934;503;4717;1851;7062;3321;4024;5341;6638;5298;1858;3045;4095;3966;527;5868;2830;2084;6649;3717;1788;1416;6018;1264;6368;4276;1734;133;679;5988;4942;2543;104;5902;4017;2116;423;4263;5608;45;6895;3347;6042;2421;383;3527;6398;1479;3139;407;425;5706;6037;6207;4488;6049;5336,daytime:evening,7155;100,6089;99,3098;98,2886;97,2532;96,1795;95,7199;94,1781;93,7196;92,1328;91,7122;90,3700;89,6210;88,6936;87,1886;86,6811;85,1651;84,7179;83,6950;82,7228;81,4428;80,7151;79,1358;78,6874;77,3563;76,1957;75,5532;74,1394;73,2106;72,1998;71,822;70,4429;69,322;68,6823;67,5865;66,1351;65,11;64,1342;63,6808;62,6562;61,7285;60,7229;59,7084;58,1690;57,2261;56,6264;55,6951;54,2941;53,6749;52,5546;51,6824;50,6227;49,4472;48,3116;47,6956;46,2382;45,3288;44,2822;43,6464;42,7301;41,2721;40,7269;39,4803;38,6979;37,820;36,6660;35,7239;34,4351;33,7303;32,3712;31,7015;30,2226;29,6820;28,6725;27,7202;26,3027;25,1249;24,282;23,4119;22,7124;21,3213;20,6876;19,1482;18,5326;17,7065;16,1767;15,752;14,3184;13,6875;12,1372;11,3559;10,1105;9,6715;8,7039;7,6969;6,1857;5,7212;4,6953;3,7249;2,7268;1
316,975;7273;7043;4363;6517;2598;1993;1084;4598;3191;1733;2499;809;291;2406;1936;2986;785;3311;3120;1019;1410;3230;2781;3234;371;6047;5512;3803;3790;2253;4482;2214;4077;4470;848;2847;6721;2915;2946;148;4080;932;5343;121;1350;5454;3396;560;4731;4347;5777;100;7221;7219;5553;4103;6029;6570;5018;5093;4091;2680;5338;1223;1349;811;5214;3105;1361;5801;3113;742;6973,daytime:afternoon,7155;100,6089;99,3098;98,2886;97,2532;96,1795;95,7199;94,1781;93,7196;92,1328;91,7122;90,3700;89,6210;88,6936;87,1886;86,6811;85,1651;84,7179;83,6950;82,7228;81,4428;80,7151;79,1358;78,6874;77,3563;76,1957;75,5532;74,1394;73,2106;72,1998;71,822;70,4429;69,322;68,6823;67,5865;66,1351;65,11;64,1342;63,6808;62,6562;61,7285;60,7229;59,7084;58,1690;57,2261;56,6264;55,6951;54,2941;53,6749;52,5546;51,6824;50,6227;49,4472;48,3116;47,6956;46,2382;45,3288;44,2822;43,6464;42,7301;41,2721;40,7269;39,4803;38,6979;37,820;36,6660;35,7239;34,4351;33,7303;32,3712;31,7015;30,2226;29,6820;28,6725;27,7202;26,3027;25,1249;24,282;23,4119;22,7124;21,3213;20,6876;19,6883;18,1482;17,5326;16,7065;15,1767;14,752;13,3184;12,6875;11,1372;10,3559;9,1105;8,6715;7,7039;6,6969;5,1857;4,7212;3,6953;2,7249;1
270,3741;5097;389;1171;2245;1095;2440;3214;6498;6382;689;6273;3760;112;510;3138;6001;2406;342;4842;6753;920;7034;3438;2071;4557;1999;400;6551;6368;1962;3480;3494;3299;2973;3561;3387;1203;985;2897;203;2846;4981;5557;6613;4463;5825;4510;6137;2325;811;5706;1515;1699;5801;2144;1623;5118,daytime:afternoon,7155;100,6089;99,3098;98,2886;97,2532;96,1795;95,7199;94,1781;93,7196;92,1328;91,7122;90,6210;89,3700;88,6936;87,1886;86,6811;85,1651;84,7179;83,6950;82,7228;81,4428;80,1358;79,6874;78,7151;77,3563;76,1394;75,1957;74,5532;73,2106;72,822;71,4429;70,1998;69,6823;68,1351;67,322;66,5865;65,6808;64,11;63,6562;62,1342;61,7285;60,7229;59,7084;58,6264;57,1690;56,2261;55,6749;54,6951;53,5546;52,2941;51,6227;50,6824;49,4472;48,2382;47,3116;46,6956;45,2822;44,7301;43,3288;42,2721;41,6464;40,7269;39,6979;38,4803;37,6660;36,820;35,4351;34,7239;33,3712;32,2226;31,7015;30,7303;29,282;28,7202;27,6725;26,6820;25,1249;24,3027;23,4119;22,6883;21,7124;20,1767;19,6876;18,3213;17,5326;16,752;15,7065;14,1482;13,3559;12,3184;11,6875;10,1372;9,6715;8,7039;7,1857;6,6969;5,1105;4,7212;3,7249;2,6953;1
