100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
52,222;3687;2052;344;6246;2584;74;3433;1755;1365;621;4117;3088;168;6134;1533,daytime:morning,7143;100,75;99,3433;98,923;97,1131;96,95;95,1175;94,2003;93,1440;92,6391;91,2595;90,3488;89,854;88,4467;87,932;86,2430;85,2101;84,85;83,129;82,785;81,4711;80,2445;79,100;78,496;77,2591;76,1993;75,2064;74,726;73,1196;72,399;71,2110;70,1139;69,6036;68,4807;67,5517;66,3359;65,3438;64,3736;63,119;62,4784;61,1365;60,184;59,5554;58,4364;57,3083;56,1157;55,167;54,940;53,5138;52,4796;51,742;50,1765;49,1151;48,4638;47,3244;46,3417;45,5946;44,27;43,5205;42,3240;41,2946;40,703;39,893;38,1362;37,1522;36,1037;35,3455;34,2063;33,5972;32,84;31,1335;30,1269;29,2036;28,5973;27,222;26,38;25,1209;24,3714;23,713;22,5688;21,1601;20,148;19,3010;18,3539;17,5457;16,996;15,3423;14,3719;13,1588;12,4097;11,2848;10,7049;9,1895;8,5584;7,3283;6,3044;5,4216;4,3230;3,3767;2,5328;1
52,4167;3523;5466;3103;1169;2894;872;75;900;4585;2430;5584;2505,daytime:evening,7143;100,75;99,3433;98,923;97,1131;96,95;95,1175;94,2003;93,1440;92,6391;91,2595;90,3488;89,854;88,4467;87,457;86,932;85,2430;84,85;83,293;82,129;81,785;80,4711;79,2445;78,100;77,496;76,2591;75,1993;74,2064;73,726;72,1196;71,2110;70,6036;69,4807;68,5517;67,3359;66,3438;65,3736;64,119;63,1365;62,184;61,5554;60,4364;59,3083;58,1157;57,167;56,940;55,5138;54,4796;53,742;52,1765;51,1151;50,4638;49,3244;48,3417;47,5946;46,5205;45,3240;44,2946;43,893;42,1362;41,1522;40,1037;39,3455;38,2063;37,5972;36,84;35,1335;34,1269;33,2036;32,5973;31,222;30,38;29,1209;28,3714;27,713;26,5688;25,1601;24,148;23,3010;22,3539;21,996;20,3423;19,3719;18,1588;17,4097;16,2848;15,7049;14,1895;13,5584;12,3283;11,3044;10,4216;9,3230;8,3767;7,5328;6,1960;5,519;4,568;3,1589;2,6697;1
52,3224;924;2063;4323;5395;5004;382;1920,daytime:afternoon,7143;100,75;99,3433;98,923;97,1131;96,95;95,1175;94,2003;93,1440;92,6391;91,2595;90,3488;89,854;88,457;87,932;86,2430;85,2101;84,85;83,293;82,129;81,785;80,4711;79,2445;78,100;77,496;76,2591;75,1993;74,2064;73,726;72,1196;71,399;70,2110;69,1139;68,6036;67,5517;66,3359;65,3438;64,3736;63,119;62,4784;61,1365;60,184;59,4364;58,1157;57,167;56,940;55,5138;54,4796;53,742;52,1765;51,1151;50,4638;49,3417;48,5946;47,27;46,5205;45,3240;44,2946;43,703;42,893;41,1362;40,1522;39,1037;38,3455;37,2063;36,5972;35,84;34,1335;33,1269;32,2036;31,5973;30,222;29,38;28,1209;27,3714;26,713;25,5688;24,1601;23,148;22,3539;21,5457;20,996;19,3423;18,3719;17,1588;16,4097;15,2848;14,7049;13,1895;12,5584;11,3283;10,3044;9,4216;8,3230;7,5328;6,1960;5,519;4,568;3,1589;2,6697;1
20,4165;4763;1647;4206;5504;6098;2010;5733;7027;5192;3575;3731;2233;2770;5640;467;5011;3831;1597;1771;4918;3206;4957;3803;6140;3790;3042;269;588;211;6313;2019;3302;4852;2614;6259;183;6289;1052;239;2574;4631;293;423;1180;5119;4207;1135;2178;6894;5408;1760;1982;4931;6334;6219;5131;4929;2166;4683;6323;2270;3113;2281;4491;1013,daytime:morning,232;100,3255;99,1148;98,3620;97,189;96,725;95,3975;94,975;93,942;92,95;91,2124;90,270;89,1936;88,1131;87,7;86,3353;85,545;84,6141;83,4404;82,2859;81,406;80,1250;79,679;78,6118;77,222;76,603;75,2164;74,241;73,3028;72,3701;71,1846;70,742;69,269;68,2338;67,60;66,1126;65,4418;64,1914;63,320;62,629;61,1879;60,646;59,168;58,2103;57,1789;56,267;55,421;54,458;53,2196;52,1883;51,811;50,5686;49,3388;48,2732;47,2713;46,84;45,6067;44,5338;43,2408;42,2372;41,1012;40,974;39,1684;38,2444;37,6091;36,2349;35,69;34,3770;33,3445;32,2431;31,4465;30,2477;29,1463;28,420;27,6160;26,1166;25,6639;24,1335;23,1477;22,4996;21,7036;20,5757;19,1341;18,4661;17,239;16,2490;15,4425;14,1693;13,1455;12,303;11,6111;10,2946;9,3143;8,5074;7,1550;6,164;5,6821;4,4641;3,456;2,788;1
20,2665;6517;6199;6797;4462;1099;642;311;3625;5139;2895;3337;4820;3708;5961;4098;1474;1341;5115;2630;6571;3724;1567;6203;1155;4452;6020;95;5268;3417;6321;4187;691;1463;616;5407;2512;4801;2124;4085;5686;1759;5973;6190;3586;5665;4457;4740;1610;5189;3105;4632;6207;6102;5729;4612,daytime:evening,1102;100,232;99,2858;98,3774;97,1148;96,353;95,189;94,725;93,2836;92,86;91,604;90,250;89,3975;88,942;87,95;86,2124;85,270;84,1955;83,7;82,3353;81,6141;80,4404;79,2859;78,1250;77,679;76,6118;75,603;74,2164;73,241;72,3028;71,1846;70,742;69,269;68,2338;67,60;66,1126;65,1914;64,320;63,629;62,2013;61,168;60,2103;59,1789;58,267;57,421;56,458;55,860;54,2196;53,1883;52,811;51,5686;50,3388;49,2732;48,84;47,6067;46,5338;45,2408;44,2372;43,1012;42,974;41,1684;40,2444;39,6091;38,2349;37,69;36,2431;35,4465;34,2477;33,1463;32,420;31,6160;30,1166;29,6639;28,1335;27,1477;26,2622;25,4996;24,7036;23,5757;22,1341;21,4661;20,239;19,2490;18,4425;17,1693;16,1455;15,303;14,6111;13,2946;12,3143;11,5074;10,1550;9,164;8,6821;7,456;6,788;5,720;4,4696;3,235;2,467;1
20,6125;5315;5910;5416;420;1136;2543;2746;2808;3634;3458;5243;3177;1496;2814;7145;1709;3975;2993;2860;168;6685;5412;5935;2797;1172;4062;4565;2015;4560;2163;2688;451;3484;6027;7073;3291;955;290;6542;4284,daytime:night,1102;100,232;99,2858;98,3255;97,3774;96,3620;95,353;94,189;93,725;92,2836;91,86;90,604;89,250;88,3975;87,975;86,942;85,95;84,2124;83,1936;82,1131;81,1955;80,7;79,3353;78,545;77,6141;76,4404;75,2859;74,406;73,1250;72,6118;71,222;70,603;69,2164;68,241;67,3028;66,3701;65,1846;64,269;63,60;62,1126;61,4418;60,1914;59,320;58,629;57,1879;56,2013;55,646;54,168;53,2103;52,1789;51,267;50,421;49,458;48,860;47,2196;46,1883;45,811;44,5686;43,3388;42,2732;41,2713;40,84;39,6067;38,5338;37,2408;36,2372;35,1012;34,974;33,1684;32,2444;31,6091;30,2349;29,69;28,3770;27,3445;26,2431;25,4465;24,2477;23,1463;22,420;21,1166;20,6639;19,1335;18,1477;17,2622;16,4996;15,7036;14,5757;13,1341;12,4661;11,239;10,2490;9,4425;8,1693;7,1455;6,303;5,6111;4,2946;3,3143;2,5074;1
20,3180;5254;4138;504;1953;3165;5316;4007;4469;478;4049;1207;2126;3643;2550;2102;3579;61;4168;5472;2464;6384;3897;5061;6051;4425;635;4309;4237;4694;5807;5086;4300;6250;5488;974;365;4137;471;1917;2349;6233;2916;352;3405;3409;63;174;5621;6520;6613;629;4998;810;6173;4854;4556;4976;3891;3152,daytime:afternoon,1102;100,232;99,2858;98,3255;97,3774;96,1148;95,3620;94,353;93,189;92,725;91,2836;90,86;89,604;88,250;87,3975;86,975;85,95;84,2124;83,270;82,1936;81,1131;80,1955;79,7;78,545;77,6141;76,4404;75,2859;74,406;73,679;72,6118;71,222;70,603;69,2164;68,3701;67,1846;66,742;65,269;64,2338;63,60;62,1126;61,4418;60,1914;59,320;58,629;57,1879;56,2013;55,646;54,168;53,2103;52,1789;51,267;50,421;49,860;48,2196;47,1883;46,811;45,5686;44,2732;43,2713;42,84;41,6067;40,5338;39,2372;38,974;37,1684;36,2444;35,6091;34,2349;33,3770;32,3445;31,4465;30,2477;29,1463;28,420;27,6160;26,1166;25,6639;24,1335;23,1477;22,2622;21,4996;20,7036;19,5757;18,1341;17,4661;16,239;15,2490;14,4425;13,1693;12,1455;11,303;10,6111;9,2946;8,3143;7,5074;6,164;5,6821;4,4641;3,4696;2,235;1
323,1917;5325;4432;223;5319;1514;2154;1405;4104;241;4314;5281;191;2149;1015;486;2085;1563;4527;4005;1126;3415;3897;2059;3341;2781;2501;1923;381;1634;1789;284;670;23;3540;2623;4751;213;3920;6310;3238;6049;593;5966,daytime:morning,406;100,2894;99,742;98,420;97,1131;96,604;95,60;94,2124;93,277;92,6141;91,3521;90,184;89,2558;88,600;87,95;86,1477;85,3620;84,189;83,432;82,456;81,2372;80,785;79,3575;78,981;77,2946;76,1645;75,2991;74,54;73,6675;72,545;71,3770;70,1883;69,5757;68,235;67,942;66,270;65,56;64,267;63,222;62,1148;61,3;60,1276;59,339;58,1158;57,646;56,960;55,3353;54,181;53,131;52,141;51,3068;50,2859;49,1749;48,1622;47,104;46,1097;45,679;44,86;43,6091;42,3975;41,2471;40,2934;39,1948;38,5124;37,516;36,1868;35,1102;34,3088;33,263;32,1955;31,1583;30,2650;29,2160;28,3900;27,1365;26,232;25,8;24,2512;23,6061;22,303;21,3255;20,284;19,1250;18,3561;17,2430;16,3028;15,2649;14,386;13,2338;12,680;11,1683;10,269;9,3701;8,1165;7,2291;6,291;5,1214;4,1936;3,164;2,152;1
323,3601;1734;565;1971;1233;2927;942;797;6675;931;2124;2803;1797;222;6095;740;2778;1097;3111;2263;6043;1847;5501;235;1540;2112;1711;4302;5442,daytime:evening,406;100,2894;99,742;98,420;97,353;96,250;95,2124;94,277;93,3521;92,184;91,2558;90,320;89,600;88,95;87,1477;86,3620;85,189;84,432;83,456;82,173;81,2372;80,785;79,3575;78,981;77,2946;76,1645;75,2991;74,54;73,974;72,6675;71,545;70,3770;69,1883;68,5757;67,27;66,235;65,942;64,270;63,56;62,267;61,222;60,1148;59,3;58,1276;57,1158;56,960;55,1725;54,3353;53,181;52,131;51,178;50,141;49,3068;48,2859;47,1749;46,1854;45,1622;44,104;43,1097;42,679;41,6091;40,3975;39,2471;38,2934;37,1057;36,1948;35,5124;34,516;33,1868;32,1102;31,1417;30,3088;29,263;28,1955;27,1583;26,2650;25,2160;24,1365;23,232;22,8;21,2512;20,6061;19,303;18,102;17,3255;16,284;15,1250;14,657;13,3561;12,2430;11,3028;10,2649;9,386;8,2338;7,680;6,1683;5,269;4,3701;3,1165;2,2291;1
323,5057;2256;1851;1203;3;2209;352;3334;2295;2008;1899;423;270;4442;2842;5849;4228;2986;2425;4218;3401;2173;4685;388;6411;2168,daytime:night,406;100,2894;99,420;98,1131;97,353;96,250;95,604;94,60;93,2124;92,6141;91,3521;90,184;89,2558;88,320;87,600;86,95;85,1477;84,3620;83,189;82,456;81,173;80,2372;79,3575;78,2946;77,1645;76,2991;75,974;74,6675;73,545;72,3770;71,1883;70,5757;69,27;68,235;67,942;66,270;65,56;64,267;63,222;62,1148;61,3;60,339;59,1158;58,646;57,960;56,1725;55,3353;54,181;53,131;52,178;51,141;50,3068;49,2859;48,1854;47,1622;46,104;45,1097;44,679;43,86;42,6091;41,3975;40,2471;39,1057;38,1948;37,5124;36,516;35,1868;34,1102;33,1417;32,3088;31,1955;30,2650;29,2160;28,3900;27,1365;26,2512;25,6061;24,303;23,102;22,3255;21,284;20,1250;19,657;18,3561;17,2430;16,2649;15,386;14,2338;13,680;12,1683;11,269;10,3701;9,1165;8,291;7,1214;6,3588;5,1936;4,164;3,152;2,191;1
