100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
52,4710;5483;992;6188;945;6594;293;6658,daytime:morning,2954;100,7067;99,7008;98,1680;97,1552;96,6178;95,1965;94,1941;93,7157;92,2930;91,2902;90,3732;89,1938;88,3147;87,2404;86,815;85,3084;84,6188;83,7176;82,6713;81,1795;80,7302;79,7229;78,2944;77,6969;76,7280;75,1358;74,7148;73,1651;72,3938;71,6370;70,5440;69,3349;68,1009;67,7297;66,517;65,1871;64,4292;63,3383;62,6930;61,3116;60,6956;59,70;58,1857;57,4705;56,6854;55,2493;54,99;53,2011;52,6413;51,7250;50,6943;49,5532;48,4489;47,2798;46,1981;45,7205;44,6642;43,7200;42,1644;41,3968;40,6953;39,1624;38,7289;37,3974;36,5833;35,1581;34,6823;33,1541;32,6871;31,2294;30,1907;29,831;28,3559;27,1252;26,3027;25,6529;24,7259;23,5244;22,11;21,7236;20,3873;19,1779;18,484;17,7149;16,1379;15,4130;14,7234;13,1081;12,2850;11,7262;10,6737;9,6839;8,2668;7,6858;6,6474;5,7244;4,1438;3,6954;2,1746;1
20,1025;4699;3448;3853;3761;5623;1562;5942;2385;5471;4629;1935;2176;5107;4196;3958;6573;1976;3187;5545;5793;265;380;2150;4010;5682;353;959;236;4481;1329;3953;4341;5785;399;5382;2610;3774;4034;1718;3961;29;2537;2767;253;2884;4715;4654;872;4685;2622;3928;4615;2430;4917;1665;199;3679,daytime:morning,2954;100,7067;99,7008;98,1680;97,1552;96,6178;95,1965;94,1941;93,7157;92,2930;91,2902;90,3732;89,1938;88,3147;87,2404;86,815;85,6188;84,3084;83,7176;82,6713;81,1795;80,2944;79,7302;78,7229;77,7280;76,1651;75,1358;74,6969;73,7148;72,3938;71,5440;70,6370;69,3349;68,3116;67,1009;66,7297;65,4292;64,1871;63,517;62,3383;61,6930;60,6956;59,70;58,1857;57,4705;56,6854;55,2493;54,99;53,7250;52,5532;51,6413;50,6943;49,2011;48,2798;47,7205;46,1981;45,6642;44,3968;43,4489;42,6953;41,7200;40,1624;39,3974;38,5833;37,7289;36,1644;35,1541;34,1907;33,1581;32,6823;31,831;30,2294;29,6871;28,3559;27,11;26,7259;25,1779;24,5244;23,1252;22,7236;21,6529;20,7149;19,484;18,3027;17,3873;16,1379;15,4130;14,6737;13,2850;12,7262;11,1081;10,7244;9,7234;8,6474;7,1438;6,6839;5,2668;4,6858;3,1746;2,4977;1
109,1278;6365;6003;4363;5933;6555;7138;1724;233;3314;5334;7042;1694;4082;4564;6893;7227;269;1948,daytime:morning,2954;100,7067;99,7008;98,1680;97,1552;96,6178;95,1965;94,7157;93,1941;92,2930;91,3732;90,2902;89,1938;88,3147;87,2404;86,815;85,6188;84,3084;83,7176;82,6713;81,1795;80,2944;79,7302;78,7229;77,7280;76,1651;75,6969;74,1358;73,7148;72,3938;71,6370;70,5440;69,3349;68,3116;67,1009;66,1871;65,7297;64,4292;63,517;62,6930;61,3383;60,6956;59,70;58,1857;57,2493;56,99;55,7250;54,4705;53,6854;52,5532;51,6413;50,6943;49,2011;48,7205;47,2798;46,4489;45,3968;44,6642;43,1981;42,1624;41,5833;40,7200;39,6953;38,1644;37,3974;36,7289;35,6823;34,1581;33,1907;32,1541;31,831;30,2294;29,3559;28,6871;27,7259;26,5244;25,1779;24,11;23,484;22,7236;21,1252;20,7149;19,3027;18,6529;17,3873;16,4130;15,1379;14,6737;13,7234;12,7244;11,2850;10,6839;9,6474;8,7262;7,1438;6,1081;5,2668;4,6858;3,4977;2,1746;1
109,1165;1007;2140;4976;2266;2983;5717;1791;6007;4848;5041,daytime:afternoon,2954;100,7067;99,7008;98,1680;97,1552;96,6178;95,1965;94,7157;93,1941;92,2930;91,3732;90,2902;89,1938;88,3147;87,2404;86,815;85,6188;84,3084;83,7176;82,6713;81,1795;80,2944;79,7302;78,7229;77,7280;76,1651;75,6969;74,1358;73,7148;72,3938;71,6370;70,5440;69,3349;68,3116;67,1009;66,1871;65,7297;64,4292;63,517;62,6930;61,3383;60,6956;59,70;58,1857;57,2493;56,99;55,7250;54,4705;53,6854;52,5532;51,6413;50,6943;49,2011;48,7205;47,2798;46,4489;45,3968;44,6642;43,1981;42,1624;41,5833;40,7200;39,6953;38,1644;37,3974;36,7289;35,6823;34,1581;33,1907;32,1541;31,831;30,2294;29,3559;28,6871;27,7259;26,5244;25,1779;24,11;23,484;22,7236;21,1252;20,7149;19,3027;18,6529;17,3873;16,4130;15,1379;14,6737;13,7234;12,7244;11,2850;10,6839;9,6474;8,7262;7,1438;6,1081;5,2668;4,6858;3,4977;2,1746;1
250,1752;552;1177;1590;2932;3910;1706;3068;6638;6838;2359;1466;6645;1980;5805;4464;4048;55;5184;1055;6529;75;2218;1378;27;3776;6513;2861;1226;2946;6587;2259;2213;804;3909;2047;2414;2524;2541;1446;6553;869;1215;1164;5638;4391;5069;5502;618;2980;324;4121;5080;4718;129;2113;284;1666;181;6006;2429;2720;1013;2417,daytime:evening,2954;100,7067;99,7008;98,1680;97,1552;96,6178;95,1965;94,7157;93,1941;92,2930;91,3732;90,2902;89,1938;88,3147;87,2404;86,815;85,6188;84,3084;83,7176;82,6713;81,1795;80,7302;79,2944;78,7229;77,7280;76,6969;75,1651;74,1358;73,7148;72,3938;71,6370;70,5440;69,3349;68,1009;67,3116;66,7297;65,4292;64,1871;63,517;62,6930;61,3383;60,6956;59,70;58,1857;57,2493;56,99;55,4705;54,6854;53,7250;52,5532;51,6413;50,6943;49,2011;48,7205;47,2798;46,6642;45,3968;44,1981;43,4489;42,1624;41,7200;40,6953;39,5833;38,3974;37,1644;36,7289;35,1581;34,6823;33,1907;32,1541;31,831;30,3559;29,2294;28,6871;27,5244;26,7259;25,11;24,1779;23,1252;22,7236;21,484;20,6529;19,7149;18,3027;17,3873;16,4130;15,1379;14,6737;13,7234;12,2850;11,7262;10,7244;9,1081;8,6839;7,6474;6,1438;5,2668;4,6858;3,4977;2,1746;1
285,537;5311;1169;1196;3719;2026;2598;5970;5016;5358;1895;7224;701;384;3327;6964;1584;1316;4056;2102;5415;988;5127;3224;526;4919;1808;2584;306;4405;5093;6684;3433;872;2560;27;4282;5798;1042;6004;6816,daytime:morning,2954;100,7067;99,7008;98,1680;97,1552;96,6178;95,1965;94,1941;93,7157;92,2930;91,2902;90,3732;89,1938;88,3147;87,2404;86,815;85,3084;84,6188;83,7176;82,6713;81,1795;80,2944;79,7229;78,7302;77,6969;76,7280;75,1651;74,1358;73,7148;72,3938;71,6370;70,5440;69,1009;68,3349;67,3116;66,7297;65,517;64,4292;63,1871;62,3383;61,6930;60,70;59,6956;58,1857;57,5532;56,2493;55,6854;54,4705;53,99;52,7250;51,6413;50,6943;49,2011;48,6642;47,3968;46,2798;45,1981;44,7200;43,1624;42,4489;41,3974;40,7205;39,5833;38,7289;37,1644;36,6823;35,6953;34,1907;33,1581;32,2294;31,1541;30,831;29,3559;28,6871;27,1779;26,11;25,1252;24,5244;23,6529;22,7236;21,7259;20,484;19,3027;18,7149;17,4130;16,3873;15,1379;14,7234;13,1081;12,6737;11,1438;10,6474;9,7244;8,6839;7,2850;6,7262;5,4977;4,2668;3,6954;2,6858;1
285,542;5958;4164;2414;1438;3867;2932;2837;5232;3330;317;5314;1100;5605;1636;596;657;4722;3006;5572;14;5078;4842;4979;1227;606;865;5530;2843;4958;2602;802;4322;1277;6309;5004;6590;2979;1089;6704;62,daytime:evening,2954;100,7067;99,7008;98,1680;97,1552;96,6178;95,1965;94,1941;93,7157;92,2930;91,2902;90,3732;89,1938;88,3147;87,2404;86,815;85,3084;84,6188;83,7176;82,6713;81,1795;80,2944;79,7229;78,7302;77,6969;76,7280;75,1651;74,1358;73,7148;72,3938;71,6370;70,5440;69,1009;68,3349;67,3116;66,7297;65,517;64,4292;63,1871;62,3383;61,6930;60,70;59,6956;58,1857;57,5532;56,2493;55,6854;54,4705;53,99;52,7250;51,6413;50,6943;49,2011;48,6642;47,3968;46,2798;45,1981;44,7200;43,1624;42,4489;41,3974;40,7205;39,5833;38,7289;37,1644;36,6823;35,6953;34,1907;33,1581;32,2294;31,1541;30,831;29,3559;28,6871;27,1779;26,11;25,1252;24,5244;23,6529;22,7236;21,7259;20,484;19,3027;18,7149;17,4130;16,3873;15,1379;14,7234;13,1081;12,6737;11,1438;10,6474;9,7244;8,6839;7,2850;6,7262;5,4977;4,2668;3,6954;2,6858;1
285,5090;924;3071;3103;1744;6331;4253;1555;4875;5158;1920;2925;3595;5829;5140;1878;4143;4671;6134;4128;2172;4612;1096,daytime:night,2954;100,7067;99,7008;98,1680;97,1552;96,6178;95,1965;94,1941;93,7157;92,2930;91,2902;90,3732;89,1938;88,3147;87,2404;86,815;85,3084;84,6188;83,7176;82,6713;81,1795;80,2944;79,7229;78,7302;77,6969;76,7280;75,1651;74,1358;73,7148;72,3938;71,6370;70,5440;69,1009;68,3349;67,3116;66,7297;65,517;64,4292;63,1871;62,3383;61,6930;60,70;59,6956;58,1857;57,5532;56,2493;55,6854;54,4705;53,99;52,7250;51,6413;50,6943;49,2011;48,6642;47,3968;46,2798;45,1981;44,7200;43,1624;42,4489;41,3974;40,7205;39,5833;38,7289;37,1644;36,6823;35,6953;34,1907;33,1581;32,2294;31,1541;30,831;29,3559;28,6871;27,1779;26,11;25,1252;24,5244;23,6529;22,7236;21,7259;20,484;19,3027;18,7149;17,4130;16,3873;15,1379;14,7234;13,1081;12,6737;11,1438;10,6474;9,7244;8,6839;7,2850;6,7262;5,4977;4,2668;3,6954;2,6858;1
316,3563;1169;2665;5910;4325;4525;94;2024;1850;5023;5555;1985;1090;5129;1877;844;370;749;3976;518;787;1703;3941;2999;3316;4733;2859;20;5100;3881;1783;298;973;1875;2823;3648;3424;3836;3493;2662;1023;7206;7223;1511;63;988;1801;4688;6139;1921;3647;5759;5264;166;592;3315;4599;7194;2913,daytime:morning,2954;100,7067;99,7008;98,1680;97,1552;96,6178;95,1965;94,1941;93,7157;92,2930;91,3732;90,2902;89,1938;88,3147;87,2404;86,815;85,6188;84,3084;83,7176;82,1795;81,7229;80,2944;79,7302;78,1358;77,7280;76,6969;75,3938;74,1651;73,7148;72,6370;71,1009;70,5440;69,3349;68,7297;67,517;66,3116;65,4292;64,1871;63,6930;62,3383;61,6956;60,70;59,2493;58,1857;57,6854;56,4705;55,99;54,5532;53,6413;52,7250;51,6943;50,2011;49,6642;48,7205;47,2798;46,3974;45,3968;44,1981;43,6953;42,5833;41,4489;40,7200;39,1644;38,1581;37,1541;36,1907;35,6823;34,2294;33,1252;32,831;31,3559;30,6871;29,11;28,7259;27,1779;26,5244;25,7236;24,6529;23,4130;22,3027;21,484;20,7149;19,3873;18,7234;17,7262;16,1379;15,7244;14,6737;13,1081;12,6839;11,2850;10,6474;9,1438;8,6843;7,6858;6,572;5,4977;4,1746;3,7098;2,2016;1
316,396;125;4830;4444;1970;1884;4249;4888;3365;3938;51;3051;6052;3943;128;6395;5605;3875;4910;5846;2942;584;1022;276;4019;1341;6043;1059;3296;3206;312;1528;1856;7085;4737;48;6865;5718;3091;237;2701;3319;1942;1754;5566;2313;5371;1214;7130;3795;3970;1164;5364;2962;4242;2650;2384;2053;4866;1901;1057;4458;5756;6536;2826;343;458;993;5957;1601;1701;1102;3794,daytime:evening,2954;100,7067;99,7008;98,1680;97,1552;96,6178;95,1965;94,1941;93,7157;92,2930;91,3732;90,2902;89,1938;88,3147;87,2404;86,815;85,6188;84,3084;83,7176;82,6713;81,1795;80,7229;79,2944;78,7302;77,1358;76,7280;75,6969;74,3938;73,1651;72,7148;71,6370;70,1009;69,5440;68,3349;67,7297;66,517;65,3116;64,4292;63,1871;62,6930;61,3383;60,6956;59,70;58,2493;57,1857;56,6854;55,4705;54,99;53,5532;52,6413;51,7250;50,6943;49,2011;48,6642;47,7205;46,2798;45,3974;44,3968;43,1624;42,1981;41,6953;40,5833;39,7289;38,4489;37,7200;36,1644;35,1581;34,1541;33,1907;32,6823;31,2294;30,1252;29,831;28,3559;27,6871;26,11;25,7259;24,1779;23,5244;22,7236;21,6529;20,4130;19,3027;18,484;17,7149;16,3873;15,7234;14,7262;13,1379;12,7244;11,6737;10,1081;9,6839;8,2850;7,6474;6,1438;5,6843;4,6858;3,572;2,4977;1
