100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
52,4862;1649;1201;6545;1042;426;3990;4488;457,daytime:morning,184;100,3417;99,6141;98,2831;97,923;96,1164;95,6037;94,1095;93,2505;92,148;91,83;90,27;89,905;88,1158;87,181;86,5054;85,3040;84,6666;83,2347;82,100;81,1030;80,1136;79,2591;78,2940;77,2078;76,104;75,2036;74,942;73,166;72,140;71,399;70,713;69,1196;68,1522;67,3591;66,291;65,763;64,420;63,1877;62,366;61,516;60,209;59,726;58,1147;57,270;56,2366;55,3580;54,1082;53,3370;52,2558;51,3804;50,3191;49,2544;48,506;47,256;46,6838;45,189;44,4071;43,3273;42,3595;41,2020;40,1977;39,5914;38,227;37,542;36,974;35,932;34,3719;33,2422;32,2355;31,4467;30,2986;29,841;28,60;27,956;26,999;25,457;24,2915;23,6059;22,61;21,2595;20,141;19,725;18,4271;17,1591;16,1786;15,2946;14,1139;13,1395;12,3073;11,7036;10,127;9,1179;8,6127;7,4083;6,5280;5,641;4,86;3,802;2,6801;1
52,2193;2996;2101;3569;420;4006;3419;5158;5032;61;939,daytime:evening,184;100,3417;99,6141;98,2831;97,923;96,1164;95,6037;94,1095;93,148;92,83;91,905;90,1158;89,181;88,5054;87,3040;86,3088;85,6666;84,2347;83,100;82,1030;81,1136;80,2591;79,2940;78,2078;77,104;76,2036;75,6134;74,942;73,2528;72,166;71,140;70,713;69,1196;68,1522;67,3591;66,291;65,763;64,420;63,366;62,516;61,1533;60,209;59,726;58,1147;57,270;56,222;55,2366;54,3580;53,1082;52,3370;51,2558;50,3804;49,3191;48,2544;47,506;46,256;45,6838;44,189;43,4071;42,3273;41,2020;40,1977;39,5914;38,227;37,542;36,974;35,932;34,3719;33,2422;32,2355;31,4467;30,2986;29,841;28,60;27,956;26,3433;25,457;24,6059;23,61;22,2595;21,141;20,725;19,4271;18,1591;17,1786;16,2946;15,1395;14,3073;13,7036;12,127;11,1179;10,6127;9,4083;8,5280;7,641;6,86;5,802;4,6801;3,2888;2,7143;1
52,3539;2837;6922;2120;1131;5996;989;813;1403,daytime:night,184;100,6141;99,2831;98,923;97,1164;96,6037;95,1095;94,2505;93,148;92,27;91,905;90,1158;89,181;88,5054;87,3040;86,3088;85,6666;84,2347;83,100;82,1030;81,1136;80,2591;79,2940;78,2078;77,104;76,2036;75,6134;74,942;73,2528;72,166;71,140;70,399;69,713;68,1196;67,1522;66,3591;65,291;64,763;63,420;62,1877;61,366;60,516;59,1533;58,209;57,726;56,1147;55,270;54,222;53,2366;52,3580;51,1082;50,3370;49,2558;48,3804;47,3191;46,2544;45,506;44,256;43,6838;42,189;41,4071;40,3273;39,3595;38,2020;37,1977;36,5914;35,227;34,542;33,974;32,932;31,3719;30,2422;29,2355;28,4467;27,2986;26,841;25,60;24,956;23,999;22,3433;21,457;20,2915;19,6059;18,61;17,2595;16,141;15,725;14,4271;13,1591;12,1786;11,2946;10,1139;9,1395;8,3073;7,7036;6,127;5,1179;4,6127;3,4083;2,5280;1
52,3998;4063;2655;3763;5694;327;3126;2678;1067;6189;1412,daytime:afternoon,184;100,3417;99,6141;98,2831;97,923;96,1164;95,6037;94,1095;93,2505;92,148;91,83;90,27;89,905;88,1158;87,181;86,5054;85,3040;84,3088;83,6666;82,2347;81,100;80,1030;79,1136;78,2591;77,2940;76,2078;75,104;74,2036;73,6134;72,942;71,2528;70,166;69,140;68,399;67,713;66,1196;65,1522;64,3591;63,291;62,763;61,420;60,1877;59,366;58,516;57,1533;56,209;55,726;54,1147;53,270;52,222;51,2366;50,3580;49,1082;48,3370;47,2558;46,3804;45,3191;44,2544;43,506;42,256;41,6838;40,189;39,4071;38,3273;37,3595;36,2020;35,1977;34,5914;33,227;32,542;31,974;30,932;29,3719;28,2422;27,2355;26,2986;25,841;24,60;23,956;22,999;21,3433;20,457;19,2915;18,6059;17,61;16,2595;15,141;14,725;13,4271;12,1591;11,1786;10,2946;9,1139;8,1395;7,3073;6,7036;5,127;4,1179;3,6127;2,4083;1
20,4709;6305;6236;4962;4762;6784;2346;701;1983;112;1547;1080;6095;2400;86;5515;1656;3515;1979;3762;1287;1498;1945;1856;5270;5082;5746;5004;4470;2861;851;3601;5110;5193;2855;2195;2973;310;5373;4655;2448;3806;5203;1032;5651;182;3460;3883;5893;2645;2905;4913;3479;1102;2966;1294;6360;876,daytime:morning,1645;100,95;99,1131;98,54;97,1006;96,386;95,104;94,621;93,189;92,3444;91,2338;90,799;89,344;88,5973;87,3;86,2347;85,7023;84,981;83,51;82,63;81,2853;80,207;79,3770;78,284;77,27;76,420;75,974;74,270;73,5100;72,222;71,333;70,657;69,6675;68,603;67,975;66,533;65,1752;64,5946;63,996;62,832;61,280;60,518;59,321;58,2501;57,235;56,3717;55,60;54,1057;53,4903;52,2885;51,1417;50,7036;49,3317;48,3179;47,2355;46,5971;45,2630;44,1148;43,168;42,1883;41,441;40,788;39,742;38,1786;37,33;36,3388;35,277;34,1304;33,229;32,6801;31,1321;30,797;29,1947;28,4671;27,4404;26,3894;25,184;24,679;23,458;22,3484;21,2401;20,848;19,1099;18,4063;17,2979;16,4772;15,4789;14,2446;13,4636;12,905;11,1750;10,785;9,406;8,366;7,1514;6,5184;5,2078;4,4965;3,69;2,7013;1
20,396;6527;1970;4406;1030;1262;3488;7041;1275;51;4713;113;2894;6385;4886;2108;3615;6273;3612;2433;5641;1817;3132;1936;5601;512;4800;6663;3778;5705;7024;4619;2336;6840;2143;3592;5693;2621;4191;4805;536;326;1715;3695;5303;2922;2854;3829;2405;1725;867;3770;6261;6154;2142;4427;2846;3766;5170;5237;6901;493;6776;6583;306;4860;6917;335;4120;6100;3990,daytime:evening,2649;100,1645;99,353;98,3575;97,54;96,3415;95,1006;94,386;93,104;92,621;91,189;90,3444;89,2338;88,799;87,344;86,3;85,2347;84,7023;83,981;82,51;81,63;80,2853;79,207;78,3770;77,284;76,420;75,604;74,974;73,270;72,5100;71,333;70,657;69,6675;68,603;67,533;66,1752;65,5946;64,996;63,832;62,280;61,518;60,321;59,2501;58,235;57,3717;56,60;55,1057;54,4903;53,2885;52,1417;51,7036;50,3317;49,3179;48,2355;47,5971;46,1148;45,168;44,1883;43,441;42,788;41,742;40,1786;39,33;38,3388;37,277;36,423;35,1304;34,229;33,6801;32,1321;31,797;30,1947;29,4671;28,4404;27,3894;26,184;25,679;24,458;23,3484;22,2401;21,848;20,4063;19,2979;18,4772;17,2446;16,4636;15,269;14,905;13,1750;12,785;11,366;10,1514;9,5184;8,2078;7,4965;6,69;5,7013;4,2836;3,291;2,1275;1
20,6599;5402;4558;2332;4413;4967;5745;2583;4025;1063;626;5487;771;855;1401;6201;785;2705;5387;2724;7136;5900;5915;1277;3674;5718;813;6621,daytime:night,2649;100,1645;99,95;98,353;97,1131;96,3575;95,54;94,3415;93,386;92,104;91,621;90,189;89,3444;88,799;87,344;86,5973;85,3;84,2347;83,7023;82,981;81,51;80,63;79,2853;78,207;77,3770;76,284;75,27;74,604;73,974;72,5100;71,222;70,333;69,657;68,6675;67,603;66,975;65,533;64,1752;63,5946;62,996;61,832;60,280;59,518;58,321;57,2501;56,235;55,3717;54,60;53,1057;52,4903;51,2885;50,1417;49,7036;48,3317;47,3179;46,2355;45,5971;44,2630;43,1883;42,441;41,788;40,1786;39,33;38,3388;37,277;36,423;35,1304;34,229;33,6801;32,1321;31,797;30,1947;29,4671;28,4404;27,3894;26,184;25,458;24,2401;23,848;22,1099;21,4063;20,2979;19,4772;18,4789;17,2446;16,4636;15,269;14,905;13,1750;12,785;11,406;10,366;9,1514;8,5184;7,2078;6,4965;5,69;4,7013;3,2836;2,291;1
20,3005;5962;5560;4651;5121;4439;6159;6655;445;1946;3753;2677;821;1813;3138;2872;551;3788;4567;4399;4919;2303;5443;1475;2057;2431;5457;3088;348;3192;5578;3932;3605;2412;6345;2948;5699;3424;506;4111;6216;6700;3600;2708;4374;241;1694;4708;300;4850;826;2596;4981;4670;100;5557;4798;4688;788;2840;4878;5759;6205;2147;3610;1673;5658;2307;1948;1811;76;2979;1533;5994,daytime:afternoon,2649;100,1645;99,95;98,353;97,1131;96,3575;95,54;94,3415;93,1006;92,386;91,104;90,621;89,189;88,3444;87,2338;86,799;85,344;84,5973;83,3;82,2347;81,7023;80,981;79,51;78,2853;77,207;76,3770;75,284;74,27;73,420;72,604;71,270;70,222;69,333;68,657;67,6675;66,603;65,975;64,533;63,1752;62,5946;61,996;60,832;59,280;58,518;57,321;56,2501;55,235;54,60;53,1057;52,4903;51,2885;50,1417;49,7036;48,3179;47,2355;46,5971;45,2630;44,1148;43,168;42,1883;41,441;40,788;39,742;38,1786;37,33;36,277;35,423;34,1304;33,229;32,6801;31,1321;30,797;29,1947;28,4671;27,4404;26,3894;25,184;24,679;23,3484;22,2401;21,848;20,1099;19,4063;18,2979;17,4772;16,4789;15,2446;14,4636;13,269;12,905;11,1750;10,785;9,406;8,366;7,1514;6,5184;5,2078;4,4965;3,7013;2,2836;1
323,2041;84;4522;1196;3553;862;2848;4876;3951;320;1617;4403;5552;1571;5147;5427;657;1614;55;280;5576;2355;2387;3018;5296;1335;7024;6292;6778;4997;2604;1206;5360;3588;2556;1378;603;173;974;2693;1146;1999,daytime:morning,184;100,604;99,140;98,291;97,54;96,3;95,2649;94,270;93,232;92,95;91,2338;90,63;89,2347;88,56;87,458;86,542;85,742;84,447;83,3575;82,420;81,1477;80,189;79,104;78,2859;77,2101;76,3770;75,3774;74,6801;73,788;72,109;71,256;70,2595;69,1407;68,1977;67,6141;66,2078;65,2401;64,657;63,222;62,4206;61,3894;60,2870;59,2713;58,533;57,500;56,725;55,1147;54,1131;53,48;52,4740;51,280;50,3388;49,386;48,2512;47,168;46,679;45,1135;44,629;43,3975;42,294;41,5971;40,5946;39,2104;38,799;37,1750;36,2422;35,520;34,399;33,4840;32,600;31,1188;30,2355;29,8;28,1550;27,166;26,333;25,960;24,7;23,1006;22,3891;21,1849;20,60;19,646;18,552;17,975;16,3217;15,7036;14,5496;13,86;12,6666;11,603;10,3179;9,2348;8,75;7,3498;6,207;5,51;4,750;3,5973;2,173;1
323,4984;6157;33;7078;5470;1786;5323;502;4587;4898;706;3856;4923;2997;3943;6693;3579;1763;4932;4200;3810;1936;86;1739;629;6634;6591;1005;2955;604;5765;407;3172;908;4640;363;1231;696,daytime:evening,27;100,184;99,604;98,140;97,291;96,353;95,54;94,3;93,2649;92,270;91,232;90,95;89,2338;88,63;87,2347;86,56;85,458;84,542;83,742;82,447;81,3575;80,420;79,2501;78,1477;77,2817;76,189;75,104;74,2859;73,2101;72,3770;71,3774;70,6801;69,109;68,256;67,2595;66,1407;65,1977;64,1401;63,2078;62,2401;61,657;60,4206;59,2870;58,2713;57,500;56,5100;55,1147;54,48;53,4740;52,280;51,3388;50,386;49,2512;48,168;47,679;46,1135;45,629;44,3975;43,284;42,294;41,5971;40,5946;39,1057;38,1514;37,2104;36,799;35,1750;34,2422;33,520;32,399;31,4840;30,102;29,600;28,2355;27,8;26,166;25,333;24,960;23,7;22,1006;21,3891;20,1849;19,552;18,975;17,3217;16,1305;15,7036;14,5496;13,86;12,6666;11,603;10,3179;9,2348;8,75;7,3498;6,1417;5,207;4,366;3,51;2,750;1
