100
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
52,2610;6705;1877;844;4784;6814;3091;4155;4560,daytime:evening,1006;100,3484;99,1131;98,1225;97,281;96,5004;95,4072;94,4474;93,6134;92,3346;91,1450;90,2649;89,2678;88,4679;87,2694;86,3433;85,2591;84,5973;83,4143;82,83;81,432;80,4636;79,2063;78,1025;77,368;76,14;75,2897;74,2708;73,4500;72,4928;71,1095;70,168;69,3488;68,1512;67,6041;66,222;65,5694;64,4282;63,1151;62,2166;61,5343;60,2595;59,4382;58,100;57,2003;56,95;55,4364;54,1497;53,136;52,2655;51,3333;50,4323;49,69;48,267;47,344;46,932;45,591;44,1665;43,3575;42,2031;41,6241;40,2832;39,4965;38,940;37,4919;36,6352;35,4903;34,4739;33,1614;32,2840;31,854;30,5971;29,3444;28,51;27,6704;26,144;25,6158;24,3245;23,2078;22,2630;21,6166;20,290;19,429;18,4977;17,181;16,3166;15,897;14,6779;13,395;12,3000;11,5517;10,2385;9,4467;8,4091;7,2148;6,663;5,2937;4,5295;3,798;2,3396;1
52,3704;3577;5554;1377;1972;2651;5591;4807;355;368;3767;4882,daytime:afternoon,1006;100,3484;99,1131;98,1225;97,281;96,75;95,4072;94,4474;93,6134;92,3346;91,1450;90,2649;89,4679;88,2694;87,3433;86,2591;85,5973;84,4143;83,83;82,432;81,4636;80,1025;79,368;78,14;77,2897;76,2708;75,2372;74,4500;73,420;72,4928;71,1095;70,3239;69,168;68,3488;67,1512;66,6041;65,222;64,4282;63,1151;62,2166;61,5343;60,2595;59,2505;58,4382;57,100;56,2003;55,95;54,4364;53,1497;52,136;51,3333;50,69;49,267;48,344;47,932;46,591;45,1665;44,3575;43,2430;42,2031;41,6241;40,2832;39,4965;38,940;37,4919;36,6352;35,4903;34,4739;33,1614;32,2840;31,854;30,5971;29,3444;28,51;27,6704;26,144;25,6158;24,3245;23,2078;22,2630;21,1139;20,6166;19,290;18,429;17,4977;16,181;15,3166;14,897;13,6779;12,395;11,3000;10,5517;9,2385;8,4091;7,2148;6,663;5,2937;4,5295;3,798;2,3396;1
20,1025;4699;3448;3853;3761;5623;1562;5942;2385;5471;4629;1935;2176;5107;4196;3958;6573;1976;3187;5545;5793;265;380;2150;4010;5682;353;959;236;4481;1329;3953;4341;5785;399;5382;2610;3774;4034;1718;3961;29;2537;2767;253;2884;4715;4654;872;4685;2622;3928;4615;2430;4917;1665;199;3679,daytime:morning,95;100,2372;99,51;98,1131;97,4091;96,2946;95,3770;94,6134;93,14;92,3763;91,621;90,420;89,1725;88,1917;87,1181;86,1148;85,4469;84,974;83,1037;82,4499;81,1038;80,457;79,27;78,368;77,950;76,3438;75,708;74,2204;73,6202;72,3695;71,679;70,1614;69,3579;68,1607;67,4632;66,3613;65,2894;64,5973;63,563;62,1030;61,1708;60,280;59,2338;58,274;57,1550;56,5457;55,3353;54,3370;53,227;52,3488;51,4087;50,458;49,1914;48,284;47,1645;46,1666;45,5521;44,757;43,3643;42,5520;41,4444;40,787;39,5586;38,7;37,603;36,3017;35,2444;34,3807;33,5946;32,2873;31,104;30,3095;29,3588;28,263;27,1874;26,1919;25,2735;24,2630;23,439;22,4364;21,1205;20,2007;19,333;18,353;17,190;16,270;15,942;14,2388;13,2703;12,380;11,3433;10,5060;9,821;8,1157;7,3165;6,4548;5,2708;4,3405;3,1250;2,1650;1
20,817;545;1744;5999;2220;2375;1332;4839;5993;1337;4611;3639;4128;5135;580;1205;6771;3466;2248;1788;2713;3701;97;1783;2021;3924;2088;5447;6387;4122;3218;3445;3202;378;3283;3137;3505;4013;5949;4553;4230;5936;4802;3620;3185;3886;4837;1676;5607;1346;3588;1008;1578;1131;4961;3796;2913;2343,daytime:evening,2372;100,1131;99,4091;98,2946;97,2649;96,6134;95,3763;94,621;93,420;92,1917;91,1181;90,1148;89,4469;88,974;87,1037;86,4499;85,1038;84,457;83,604;82,368;81,950;80,3438;79,708;78,2204;77,1425;76,6202;75,679;74,1614;73,250;72,3579;71,1607;70,3613;69,563;68,1708;67,280;66,2338;65,274;64,1550;63,5457;62,3118;61,3353;60,3370;59,227;58,3601;57,4087;56,458;55,1914;54,284;53,1645;52,1666;51,5521;50,757;49,3643;48,5520;47,4444;46,787;45,5586;44,7;43,603;42,3017;41,2444;40,3807;39,2148;38,5946;37,2873;36,104;35,3095;34,3588;33,263;32,1874;31,1831;30,1919;29,2735;28,439;27,4364;26,1205;25,2007;24,333;23,353;22,190;21,270;20,942;19,2388;18,2703;17,380;16,3433;15,5060;14,821;13,1157;12,3165;11,4548;10,860;9,2708;8,112;7,3405;6,1250;5,1650;4,209;3,4567;2,4052;1
20,5148;535;5912;5676;1569;1458;1607;6757;658;1148;3775;449;3716;820;6160;5671;564;1462;3357;6239;793;4380;3350;6503;4751;4496;2217;1490;6127,daytime:night,95;100,2372;99,51;98,1131;97,4091;96,2946;95,2649;94,3770;93,6134;92,14;91,3763;90,621;89,1725;88,1917;87,1181;86,1148;85,4469;84,974;83,1037;82,4499;81,1038;80,457;79,27;78,604;77,368;76,950;75,3438;74,708;73,2204;72,1425;71,6202;70,3695;69,1614;68,250;67,3579;66,1607;65,4632;64,3613;63,2894;62,5973;61,563;60,1030;59,1708;58,280;57,274;56,1550;55,5457;54,3118;53,3353;52,3370;51,227;50,3488;49,3601;48,4087;47,458;46,1914;45,284;44,1645;43,1666;42,5521;41,757;40,3643;39,5520;38,4444;37,787;36,5586;35,7;34,603;33,3017;32,2444;31,3807;30,2148;29,5946;28,2873;27,104;26,3095;25,3588;24,263;23,1874;22,1831;21,1919;20,2735;19,2630;18,439;17,4364;16,1205;15,2007;14,333;13,353;12,190;11,942;10,2388;9,2703;8,380;7,3433;6,5060;5,821;4,1157;3,3165;2,4548;1
20,1250;4978;4204;2007;255;2790;833;368;440;3800;3517;3536;1246;1044;936;4600;3988;5589;2273;3782;692;2517;3162;5541;1004;3317;5094;4291;5100;3717;5132;4076;1128;5028;6630;3469;4361;3010;4411;62;3872;3648;3787;1961;2785;4881;5258;2603;676;2832;2759;652;47;2384;69;350;4102;2845;4824;3651;3388;5206;5020;3525;2173;720;4586;4513;5694;1539;3129,daytime:afternoon,95;100,2372;99,51;98,1131;97,4091;96,2946;95,2649;94,3770;93,6134;92,14;91,3763;90,621;89,420;88,1725;87,1181;86,1148;85,1037;84,4499;83,1038;82,457;81,27;80,604;79,368;78,950;77,3438;76,708;75,2204;74,1425;73,6202;72,3695;71,679;70,250;69,1607;68,4632;67,3613;66,2894;65,5973;64,563;63,1030;62,1708;61,280;60,2338;59,274;58,3118;57,3370;56,227;55,3488;54,3601;53,4087;52,1914;51,284;50,1645;49,1666;48,5521;47,757;46,5520;45,4444;44,787;43,5586;42,7;41,603;40,3017;39,2444;38,3807;37,2148;36,5946;35,2873;34,104;33,3095;32,3588;31,263;30,1874;29,1831;28,1919;27,2735;26,2630;25,439;24,4364;23,1205;22,2007;21,333;20,353;19,190;18,270;17,2388;16,2703;15,380;14,3433;13,5060;12,1157;11,4548;10,860;9,112;8,1250;7,1650;6,209;5,4052;4,4965;3,1790;2,3587;1
323,102;6999;3127;2885;7102;4631;1305;377;1621;107;4017;178;5144;4841;4407;385;2660;5379;1801;1982;4090;2327;5987;3296;3607;5100;6223;993;3666;1515;4068;1465;5262,daytime:morning,420;100,6141;99,270;98,2160;97,2347;96,604;95,95;94,222;93,8;92,181;91,140;90,2078;89,2784;88,386;87,1550;86,184;85,1131;84,545;83,646;82,1276;81,942;80,2740;79,291;78,71;77,1164;76,10;75,104;74,232;73,432;72,2430;71,269;70,708;69,51;68,189;67,2053;66,3;65,60;64,1023;63,518;62,516;61,7;60,1666;59,2512;58,1977;57,1948;56,1622;55,6675;54,207;53,1254;52,6067;51,1796;50,4675;49,4740;48,3701;47,407;46,993;45,2495;44,86;43,3196;42,2444;41,5013;40,439;39,2031;38,849;37,339;36,2164;35,209;34,141;33,3601;32,785;31,3717;30,3681;29,48;28,399;27,1170;26,361;25,406;24,1914;23,6112;22,500;21,3620;20,105;19,370;18,725;17,263;16,256;15,2946;14,168;13,333;12,1477;11,368;10,169;9,960;8,54;7,956;6,303;5,4115;4,742;3,1694;2,148;1
323,2508;719;1023;7261;533;1167;3625;424;6109;2267;1281;4190;2296;2947;749;448;1205;4920;6495;427;2888;2580;5665;1121;1321;725;5084;1183,daytime:evening,420;100,270;99,974;98,2160;97,353;96,2347;95,95;94,8;93,173;92,181;91,140;90,2078;89,2784;88,3069;87,386;86,184;85,545;84,1276;83,2740;82,291;81,71;80,1164;79,10;78,104;77,232;76,432;75,2430;74,269;73,708;72,51;71,284;70,280;69,189;68,2053;67,3;66,1023;65,518;64,516;63,7;62,1666;61,2512;60,1977;59,1948;58,1622;57,207;56,1254;55,6067;54,1796;53,4675;52,1417;51,4740;50,3701;49,2355;48,993;47,2495;46,3196;45,2444;44,5013;43,439;42,2031;41,849;40,2164;39,209;38,141;37,785;36,3717;35,3681;34,48;33,399;32,27;31,666;30,1170;29,361;28,406;27,1914;26,1725;25,500;24,3620;23,105;22,370;21,725;20,263;19,256;18,2946;17,168;16,333;15,1477;14,1789;13,368;12,657;11,169;10,960;9,54;8,956;7,303;6,4115;5,742;4,1694;3,148;2,63;1
323,1279;1302;6404;5874;245;6259;3135;5806;1898;118;4695;2241;701;6911;2291;4889;766;370;2550;1704;5777;7053;3788;1400;25;3496;6367;5194;54;5572;2378;6013;2645;3408;4082;67;3149;501;1319;153;1154,daytime:night,420;100,6141;99,974;98,2160;97,353;96,2347;95,604;94,95;93,222;92,173;91,181;90,140;89,2078;88,2784;87,3069;86,386;85,1550;84,184;83,1131;82,545;81,646;80,942;79,2740;78,291;77,71;76,1164;75,10;74,104;73,2430;72,269;71,708;70,51;69,284;68,280;67,189;66,60;65,1023;64,518;63,516;62,7;61,1666;60,2512;59,1977;58,1948;57,1622;56,6675;55,1254;54,6067;53,1796;52,4675;51,1417;50,4740;49,3701;48,407;47,2355;46,993;45,2495;44,86;43,3196;42,2444;41,5013;40,439;39,849;38,339;37,209;36,141;35,3601;34,3717;33,3681;32,48;31,399;30,27;29,666;28,1170;27,361;26,406;25,1914;24,1725;23,6112;22,500;21,3620;20,105;19,370;18,725;17,256;16,2946;15,168;14,333;13,1477;12,1789;11,657;10,960;9,54;8,303;7,4115;6,1694;5,148;4,63;3,1883;2,3653;1
323,3839;131;3872;2649;930;406;912;3359;4469;1164;516;5639;2650;4776;559;144;285;4365;3451;2740;3799;5463;2023;290;1685,daytime:afternoon,420;100,6141;99,270;98,974;97,353;96,604;95,95;94,222;93,8;92,173;91,181;90,140;89,2078;88,2784;87,3069;86,386;85,1550;84,1131;83,545;82,646;81,1276;80,942;79,2740;78,71;77,1164;76,10;75,104;74,232;73,432;72,2430;71,269;70,708;69,51;68,284;67,280;66,189;65,2053;64,3;63,60;62,1023;61,518;60,516;59,7;58,1666;57,2512;56,1977;55,1948;54,6675;53,207;52,1254;51,6067;50,1796;49,4675;48,1417;47,4740;46,3701;45,407;44,2355;43,993;42,2495;41,86;40,3196;39,2444;38,5013;37,2031;36,849;35,339;34,2164;33,209;32,141;31,3601;30,785;29,3717;28,3681;27,48;26,399;25,27;24,666;23,1170;22,361;21,406;20,1914;19,1725;18,6112;17,105;16,370;15,725;14,263;13,256;12,2946;11,168;10,1477;9,1789;8,368;7,657;6,169;5,54;4,956;3,303;2,4115;1
