50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
20,975;4679;406;3430;2473;3862;5956;2094;713;5563;428;3906;1911;591;4508;3934;1445;5896;4770;5989;453;5026;6890;2817;2059;2378;6138;3273;2611;5168;1766;27;2037;4316;646;21;5663;4641;5913;715;5856;5810;5771;1879;5483;6352;2676;4417;1305;6079;4659;2700;165;1087;3503;222;4418;1757;4630;2387;5071;5811;3939;2604;2536;6615;6319;5742;5926;1070;5084;4711;2030,daytime:evening,6854;50,6992;49,7127;48,7157;47,643;46,2886;45,2892;44,5744;43,693;42,4493;41,7250;40,3555;39,6204;38,7067;37,3064;36,6820;35,6785;34,7209;33,5145;32,7199;31,3116;30,778;29,800;28,2493;27,6843;26,6962;25,1440;24,3211;23,484;22,879;21,903;20,6876;19,5998;18,4786;17,6419;16,7297;15,6941;14,5005;13,1297;12,1516;11,2945;10,99;9,6936;8,3572;7,3697;6,7277;5,3096;4,1855;3,462;2,7287;1
20,6999;1069;1095;1093;1550;3340;5048;6200;2024;6073;2811;3658;5497;1687;791;1630;2483;5523;444;3363;5034;2760;3455;1129;4956;4681;6697;2671;3134;2028;874;6383;5349;3208;1012;2408;2968;3967;3992;1106;5549;6075;4628;5853;5566;3977;1023;5679;4353;1269;137;3028;530;3622;2086;3783;5823;5211;3537;6661;1426;129;5642;5891;4107;3344;456;2379;5864;1821,daytime:afternoon,6854;50,6992;49,7127;48,7157;47,643;46,2886;45,2892;44,5744;43,693;42,4493;41,7250;40,3555;39,6204;38,7067;37,3064;36,6820;35,6785;34,7209;33,5145;32,7199;31,3116;30,778;29,800;28,2493;27,6843;26,6962;25,1440;24,3211;23,484;22,879;21,903;20,6876;19,5998;18,4786;17,6419;16,7297;15,6941;14,5005;13,1297;12,1516;11,2945;10,99;9,6936;8,3572;7,3697;6,7277;5,3096;4,1855;3,462;2,7287;1
109,6356;6818;1298;4512;7172;5351;3726;6882;2317,daytime:evening,6854;50,6992;49,7127;48,7157;47,643;46,2886;45,2892;44,5744;43,693;42,4493;41,7250;40,6204;39,3555;38,3064;37,7067;36,6785;35,6820;34,7209;33,5145;32,7199;31,3116;30,778;29,800;28,2493;27,6843;26,6962;25,3211;24,1440;23,903;22,6876;21,484;20,5998;19,879;18,4786;17,6419;16,6941;15,7297;14,5005;13,2945;12,1297;11,99;10,1516;9,6936;8,3572;7,3697;6,7277;5,3096;4,1855;3,6979;2,462;1
128,3544;666;6015;6841;1786;4762;5835;3910;384;5027;6253;1955;3731;3612;4581;1609;2406;6628;86;3187;3119;3931;2965;1537;3042;269;3533;2408;2289;2861;2136;974;6127;593;4561;1381;2373;4985;2300;1023;942;1113;6154;3474;2241;142;3049;3161;320;2782;1148;2539;2797;343;5008;4823;1082;3654;1622;2949;3543;937;4961;68;3574,daytime:morning,6854;50,6992;49,7127;48,7157;47,643;46,2886;45,2892;44,5744;43,693;42,7250;41,4493;40,6204;39,3555;38,7067;37,3064;36,6785;35,6820;34,7209;33,5145;32,7199;31,778;30,3116;29,2493;28,800;27,6843;26,6962;25,3211;24,1440;23,903;22,484;21,6876;20,879;19,5998;18,4786;17,7297;16,6941;15,6419;14,5005;13,99;12,2945;11,1516;10,1297;9,3572;8,6936;7,3697;6,7277;5,3096;4,1855;3,462;2,6731;1
128,4167;6599;5368;2831;2064;2484;5284;6797;1947;2260;3488;3165;977;2683;3321;4477;3960;5095;1014;6693;3502;1137;4937;1877;3454;85;3579;2465;5420;2640;3757;5904;5347;1927;180;2940;4619;2526;3929;4640;1064;605;4583;4361;387;4479;6049;4742,daytime:afternoon,6854;50,6992;49,7127;48,7157;47,643;46,2886;45,2892;44,5744;43,693;42,7250;41,4493;40,6204;39,3555;38,7067;37,3064;36,6785;35,6820;34,7209;33,5145;32,7199;31,778;30,3116;29,2493;28,800;27,6843;26,6962;25,3211;24,1440;23,903;22,484;21,6876;20,879;19,5998;18,4786;17,7297;16,6941;15,6419;14,5005;13,99;12,2945;11,1516;10,1297;9,3572;8,6936;7,3697;6,7277;5,3096;4,1855;3,462;2,6731;1
185,5962;5145;262;3591;4967;1589;4371;977;4708;2467;4602;5654;1614;4527;4062;3059;73;1760;3423;6137;1849;5086;1508;4068,daytime:morning,6854;50,6992;49,7127;48,7157;47,643;46,2886;45,2892;44,5744;43,693;42,4493;41,7250;40,6204;39,3555;38,3064;37,5145;36,6785;35,7067;34,6820;33,7209;32,800;31,778;30,7199;29,3116;28,2493;27,6962;26,3211;25,6843;24,1440;23,484;22,903;21,4786;20,5998;19,6876;18,879;17,5005;16,6419;15,7297;14,6941;13,2945;12,1297;11,99;10,6936;9,3572;8,1516;7,7277;6,3697;5,3096;4,7287;3,6164;2,1855;1
185,6368;396;2192;3389;2836;6909;4778;2372;2799;203;5366;496;5936;2882;6487;4597;361;2622;6723;3269;748;2204;6550;5700;6752;1623,daytime:evening,6854;50,6992;49,7127;48,7157;47,643;46,2886;45,2892;44,5744;43,693;42,4493;41,7250;40,6204;39,3555;38,3064;37,5145;36,6785;35,7067;34,6820;33,7209;32,800;31,778;30,7199;29,3116;28,2493;27,6962;26,3211;25,6843;24,1440;23,484;22,903;21,4786;20,5998;19,6876;18,879;17,5005;16,6419;15,7297;14,6941;13,2945;12,1297;11,99;10,6936;9,3572;8,1516;7,7277;6,3697;5,3096;4,7287;3,6164;2,1855;1
316,1278;5315;1196;292;2510;1895;5126;5139;2308;1246;1682;1617;4346;2597;7290;4223;3738;2582;6713;3039;4983;55;6663;332;4812;767;7116;1469;2105;3701;82;1128;6867;152;2072;808;5699;5430;1971;498;399;3561;5899;4671;1624;1076;4527;5250;1700;2337;3240;4953;1638;4935;13;2865;1568;686,daytime:morning,6854;50,6992;49,7127;48,7157;47,643;46,2886;45,2892;44,5744;43,693;42,4493;41,7250;40,6204;39,3555;38,7067;37,6785;36,3064;35,6820;34,7209;33,5145;32,7199;31,3116;30,778;29,2493;28,800;27,6843;26,6962;25,1440;24,3211;23,6876;22,903;21,484;20,4786;19,6419;18,7297;17,5998;16,6941;15,879;14,5005;13,99;12,1297;11,2945;10,1516;9,6936;8,3572;7,3697;6,7277;5,3096;4,1855;3,6731;2,6979;1
316,4245;776;3079;5429;1433;6885;6141;3677;1648;6707;1051;1497;431;1067;716;1066;4562;2442;250;6400;3606;379;1974;7177;7237;3655;2734;2513;3438;2968;4452;190;1714;5743;956;781;5816;101;1006;4073;6913;1320;6619;3227;6233;2768;5870;7295;1137;2702;3689;7298;4837;6875;884;4;2325;4107;5659;2444;1802;2815;4145;153;4306;10,daytime:night,6854;50,6992;49,7127;48,7157;47,643;46,2886;45,2892;44,5744;43,693;42,4493;41,7250;40,6204;39,3555;38,7067;37,6785;36,3064;35,6820;34,7209;33,7199;32,3116;31,778;30,2493;29,800;28,6843;27,6962;26,1440;25,3211;24,6876;23,903;22,4786;21,6419;20,7297;19,5998;18,6941;17,879;16,5005;15,99;14,1297;13,2945;12,1516;11,6936;10,3572;9,3697;8,7277;7,3096;6,1855;5,6731;4,6979;3,6164;2,7287;1
316,1572;5321;56;3427;6346;712;6718;1750;3483;2346;3450;460;1626;1975;6822;3476;1935;4710;5263;2288;6668;1771;3672;952;5437;3902;3012;3466;1227;209;4112;5807;2037;6798;195;1064;3578;4224;1732;3935;248;974;6127;913;4595;4613;5060;4215;964;5573;6314;1052;1564;1591;142;3663;203;479;168;6134;3620;3432;85;5843;6505;6270;5344;2422;1310;4998;6279;309;6205;3423;5894;2682;6337;677;1460;363;897;1643;4089,daytime:afternoon,6854;50,6992;49,7127;48,7157;47,643;46,2886;45,2892;44,5744;43,693;42,4493;41,7250;40,6204;39,3555;38,7067;37,6785;36,3064;35,6820;34,7209;33,5145;32,7199;31,3116;30,778;29,2493;28,800;27,6843;26,6962;25,1440;24,3211;23,6876;22,903;21,484;20,4786;19,6419;18,7297;17,5998;16,6941;15,879;14,5005;13,99;12,1297;11,2945;10,1516;9,6936;8,3572;7,3697;6,7277;5,3096;4,1855;3,6731;2,6979;1
