50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
52,4862;1649;1201;6545;1042;426;3990;4488;457,daytime:morning,184;50,3417;49,6141;48,2831;47,923;46,1164;45,6037;44,1095;43,2505;42,148;41,83;40,27;39,905;38,1158;37,181;36,5054;35,3040;34,6666;33,2347;32,100;31,1030;30,1136;29,2591;28,2940;27,2078;26,104;25,2036;24,942;23,166;22,140;21,399;20,713;19,1196;18,1522;17,3591;16,291;15,763;14,420;13,1877;12,366;11,516;10,209;9,726;8,1147;7,270;6,2366;5,3580;4,1082;3,3370;2,2558;1
52,2193;2996;2101;3569;420;4006;3419;5158;5032;61;939,daytime:evening,184;50,3417;49,6141;48,2831;47,923;46,1164;45,6037;44,1095;43,148;42,83;41,905;40,1158;39,181;38,5054;37,3040;36,3088;35,6666;34,2347;33,100;32,1030;31,1136;30,2591;29,2940;28,2078;27,104;26,2036;25,6134;24,942;23,2528;22,166;21,140;20,713;19,1196;18,1522;17,3591;16,291;15,763;14,420;13,366;12,516;11,1533;10,209;9,726;8,1147;7,270;6,222;5,2366;4,3580;3,1082;2,3370;1
52,3539;2837;6922;2120;1131;5996;989;813;1403,daytime:night,184;50,6141;49,2831;48,923;47,1164;46,6037;45,1095;44,2505;43,148;42,27;41,905;40,1158;39,181;38,5054;37,3040;36,3088;35,6666;34,2347;33,100;32,1030;31,1136;30,2591;29,2940;28,2078;27,104;26,2036;25,6134;24,942;23,2528;22,166;21,140;20,399;19,713;18,1196;17,1522;16,3591;15,291;14,763;13,420;12,1877;11,366;10,516;9,1533;8,209;7,726;6,1147;5,270;4,222;3,2366;2,3580;1
52,3998;4063;2655;3763;5694;327;3126;2678;1067;6189;1412,daytime:afternoon,184;50,3417;49,6141;48,2831;47,923;46,1164;45,6037;44,1095;43,2505;42,148;41,83;40,27;39,905;38,1158;37,181;36,5054;35,3040;34,3088;33,6666;32,2347;31,100;30,1030;29,1136;28,2591;27,2940;26,2078;25,104;24,2036;23,6134;22,942;21,2528;20,166;19,140;18,399;17,713;16,1196;15,1522;14,3591;13,291;12,763;11,420;10,1877;9,366;8,516;7,1533;6,209;5,726;4,1147;3,270;2,222;1
20,4709;6305;6236;4962;4762;6784;2346;701;1983;112;1547;1080;6095;2400;86;5515;1656;3515;1979;3762;1287;1498;1945;1856;5270;5082;5746;5004;4470;2861;851;3601;5110;5193;2855;2195;2973;310;5373;4655;2448;3806;5203;1032;5651;182;3460;3883;5893;2645;2905;4913;3479;1102;2966;1294;6360;876,daytime:morning,1645;50,95;49,1131;48,54;47,1006;46,386;45,104;44,621;43,189;42,3444;41,2338;40,799;39,344;38,5973;37,3;36,2347;35,7023;34,981;33,51;32,63;31,2853;30,207;29,3770;28,284;27,27;26,420;25,974;24,270;23,5100;22,222;21,333;20,657;19,6675;18,603;17,975;16,533;15,1752;14,5946;13,996;12,832;11,280;10,518;9,321;8,2501;7,235;6,3717;5,60;4,1057;3,4903;2,2885;1
20,396;6527;1970;4406;1030;1262;3488;7041;1275;51;4713;113;2894;6385;4886;2108;3615;6273;3612;2433;5641;1817;3132;1936;5601;512;4800;6663;3778;5705;7024;4619;2336;6840;2143;3592;5693;2621;4191;4805;536;326;1715;3695;5303;2922;2854;3829;2405;1725;867;3770;6261;6154;2142;4427;2846;3766;5170;5237;6901;493;6776;6583;306;4860;6917;335;4120;6100;3990,daytime:evening,2649;50,1645;49,353;48,3575;47,54;46,3415;45,1006;44,386;43,104;42,621;41,189;40,3444;39,2338;38,799;37,344;36,3;35,2347;34,7023;33,981;32,51;31,63;30,2853;29,207;28,3770;27,284;26,420;25,604;24,974;23,270;22,5100;21,333;20,657;19,6675;18,603;17,533;16,1752;15,5946;14,996;13,832;12,280;11,518;10,321;9,2501;8,235;7,3717;6,60;5,1057;4,4903;3,2885;2,1417;1
20,6599;5402;4558;2332;4413;4967;5745;2583;4025;1063;626;5487;771;855;1401;6201;785;2705;5387;2724;7136;5900;5915;1277;3674;5718;813;6621,daytime:night,2649;50,1645;49,95;48,353;47,1131;46,3575;45,54;44,3415;43,386;42,104;41,621;40,189;39,3444;38,799;37,344;36,5973;35,3;34,2347;33,7023;32,981;31,51;30,63;29,2853;28,207;27,3770;26,284;25,27;24,604;23,974;22,5100;21,222;20,333;19,657;18,6675;17,603;16,975;15,533;14,1752;13,5946;12,996;11,832;10,280;9,518;8,321;7,2501;6,235;5,3717;4,60;3,1057;2,4903;1
20,3005;5962;5560;4651;5121;4439;6159;6655;445;1946;3753;2677;821;1813;3138;2872;551;3788;4567;4399;4919;2303;5443;1475;2057;2431;5457;3088;348;3192;5578;3932;3605;2412;6345;2948;5699;3424;506;4111;6216;6700;3600;2708;4374;241;1694;4708;300;4850;826;2596;4981;4670;100;5557;4798;4688;788;2840;4878;5759;6205;2147;3610;1673;5658;2307;1948;1811;76;2979;1533;5994,daytime:afternoon,2649;50,1645;49,95;48,353;47,1131;46,3575;45,54;44,3415;43,1006;42,386;41,104;40,621;39,189;38,3444;37,2338;36,799;35,344;34,5973;33,3;32,2347;31,7023;30,981;29,51;28,2853;27,207;26,3770;25,284;24,27;23,420;22,604;21,270;20,222;19,333;18,657;17,6675;16,603;15,975;14,533;13,1752;12,5946;11,996;10,832;9,280;8,518;7,321;6,2501;5,235;4,60;3,1057;2,4903;1
323,2041;84;4522;1196;3553;862;2848;4876;3951;320;1617;4403;5552;1571;5147;5427;657;1614;55;280;5576;2355;2387;3018;5296;1335;7024;6292;6778;4997;2604;1206;5360;3588;2556;1378;603;173;974;2693;1146;1999,daytime:morning,184;50,604;49,140;48,291;47,54;46,3;45,2649;44,270;43,232;42,95;41,2338;40,63;39,2347;38,56;37,458;36,542;35,742;34,447;33,3575;32,420;31,1477;30,189;29,104;28,2859;27,2101;26,3770;25,3774;24,6801;23,788;22,109;21,256;20,2595;19,1407;18,1977;17,6141;16,2078;15,2401;14,657;13,222;12,4206;11,3894;10,2870;9,2713;8,533;7,500;6,725;5,1147;4,1131;3,48;2,4740;1
323,4984;6157;33;7078;5470;1786;5323;502;4587;4898;706;3856;4923;2997;3943;6693;3579;1763;4932;4200;3810;1936;86;1739;629;6634;6591;1005;2955;604;5765;407;3172;908;4640;363;1231;696,daytime:evening,27;50,184;49,604;48,140;47,291;46,353;45,54;44,3;43,2649;42,270;41,232;40,95;39,2338;38,63;37,2347;36,56;35,458;34,542;33,742;32,447;31,3575;30,420;29,2501;28,1477;27,2817;26,189;25,104;24,2859;23,2101;22,3770;21,3774;20,6801;19,109;18,256;17,2595;16,1407;15,1977;14,1401;13,2078;12,2401;11,657;10,4206;9,2870;8,2713;7,500;6,5100;5,1147;4,48;3,4740;2,280;1
323,2869;1240;967;4210;460;128;5283;4909;569;2290;2791;1176;5844;4238;2031;432;5514;841;5973;1846;5712;4642;5380;1670;1583;2452;1749;1919;2306;4484;1276;1623,daytime:night,27;50,184;49,604;48,140;47,291;46,353;45,2649;44,95;43,2338;42,63;41,2347;40,56;39,458;38,542;37,3575;36,420;35,2501;34,1477;33,2817;32,189;31,104;30,2859;29,2101;28,3770;27,6801;26,788;25,109;24,256;23,2595;22,1407;21,1977;20,6141;19,1401;18,2078;17,2401;16,657;15,222;14,4206;13,3894;12,2713;11,533;10,500;9,5100;8,725;7,1147;6,1131;5,48;4,4740;3,280;2,3388;1
323,3544;2221;5690;3214;5884;3844;4074;271;2782;6695;4540;2160;1935;1748;4410;3219;1542;3823;2422;3814;6570;2630;6129;1622;3123;240;3929;811;2135;1459;456;2103;3533;5265;806;7000,daytime:afternoon,27;50,604;49,140;48,353;47,54;46,3;45,270;44,232;43,95;42,2338;41,63;40,542;39,742;38,447;37,420;36,2501;35,1477;34,2817;33,189;32,104;31,2859;30,2101;29,3770;28,3774;27,6801;26,788;25,109;24,256;23,2595;22,1407;21,1977;20,6141;19,1401;18,2078;17,2401;16,657;15,222;14,4206;13,3894;12,2870;11,533;10,5100;9,725;8,1147;7,1131;6,48;5,4740;4,280;3,3388;2,386;1
182,280,daytime:morning,184;50,641;49,2355;48,742;47,1231;46,849;45,284;44,1082;43,27;42,3770;41,287;40,3338;39,6141;38,1006;37,256;36,270;35,679;34,104;33,750;32,6675;31,553;30,1424;29,291;28,2430;27,5973;26,3943;25,386;24,1401;23,6029;22,4080;21,7143;20,618;19,26;18,3;17,51;16,102;15,1477;14,1170;13,1589;12,3191;11,4830;10,646;9,144;8,1269;7,96;6,542;5,5946;4,3853;3,2595;2,5496;1
182,141;6086;1588;2036,daytime:evening,641;50,2355;49,54;48,1231;47,849;46,284;45,1082;44,27;43,3770;42,287;41,3338;40,6150;39,6141;38,1006;37,256;36,270;35,679;34,104;33,750;32,6675;31,553;30,1424;29,6679;28,291;27,2430;26,5973;25,3943;24,386;23,1401;22,6029;21,4080;20,7143;19,618;18,26;17,3;16,51;15,102;14,1477;13,1170;12,89;11,1589;10,3191;9,4830;8,646;7,144;6,1269;5,740;4,96;3,3971;2,542;1
182,5546;403;4188;5973;270;456,daytime:night,184;50,641;49,2355;48,54;47,742;46,1231;45,849;44,1082;43,27;42,3770;41,3338;40,6150;39,1006;38,270;37,679;36,104;35,1424;34,6679;33,291;32,2430;31,5973;30,3943;29,386;28,1401;27,6029;26,4080;25,618;24,26;23,3;22,51;21,102;20,1477;19,1170;18,89;17,1589;16,4830;15,1269;14,740;13,96;12,3971;11,542;10,5946;9,3853;8,2595;7,441;6,5496;5,179;4,1196;3,225;2,457;1
182,516,daytime:afternoon,184;50,641;49,2355;48,54;47,742;46,1231;45,849;44,284;43,1082;42,27;41,3770;40,287;39,3338;38,6150;37,6141;36,1006;35,256;34,270;33,679;32,750;31,6675;30,553;29,1424;28,6679;27,2430;26,5973;25,3943;24,386;23,1401;22,4080;21,7143;20,618;19,26;18,3;17,51;16,1477;15,89;14,1589;13,3191;12,4830;11,646;10,144;9,1269;8,740;7,96;6,3971;5,542;4,5946;3,3853;2,2595;1
183,2948;5121;679;2007;1518;4024;3102;3536;1839;4820;2799;1051;2550;5645;570;3775;2539;4062;5033;4930;5823;3265;4720;2336;4120;3929;272;5968;2001;5682;4375,daytime:morning,95;50,996;49,4796;48,1947;47,397;46,2074;45,3460;44,4620;43,2742;42,1131;41,3983;40,333;39,3388;38,1235;37,5184;36,3955;35,2979;34,229;33,1360;32,1936;31,2836;30,4061;29,4886;28,2512;27,1275;26,788;25,27;24,2124;23,1305;22,4411;21,545;20,624;19,1982;18,1756;17,1006;16,420;15,1935;14,2539;13,2431;12,4063;11,4535;10,3897;9,4840;8,269;7,4019;6,4852;5,7058;4,2078;3,1219;2,8;1
183,4941;4537;5601;5193;5673;758;5655;5912;4765;6910;6651;3762;3658;3105;4131;6764;3163;2324,daytime:evening,95;50,996;49,4796;48,3357;47,1947;46,1126;45,2074;44,3460;43,4620;42,2742;41,3983;40,333;39,3388;38,1235;37,5184;36,1750;35,3955;34,2979;33,229;32,1360;31,1936;30,2836;29,2378;28,4886;27,2512;26,788;25,27;24,2124;23,1305;22,4411;21,545;20,624;19,1756;18,1006;17,420;16,1935;15,2539;14,4063;13,4535;12,3897;11,4840;10,269;9,4019;8,4852;7,7058;6,2078;5,1219;4,8;3,2649;2,811;1
183,5315;4398;3761;4634;5951;6757;3326;1740;2446;1936;5808;6111;3931;5305;1852;3701;6609;3728;3479;2289;1490;4621;4144;2913;4911,daytime:night,95;50,996;49,4796;48,3357;47,1947;46,1126;45,397;44,2074;43,3460;42,4620;41,2742;40,1131;39,3983;38,333;37,3388;36,1235;35,5184;34,1750;33,3955;32,2979;31,229;30,1360;29,1936;28,2836;27,2378;26,4061;25,4886;24,2512;23,1275;22,788;21,1305;20,545;19,624;18,1982;17,1756;16,1006;15,420;14,1935;13,2539;12,2431;11,4063;10,4535;9,3897;8,4840;7,269;6,4019;5,4852;4,7058;3,2078;2,1219;1
183,2647;4527;3145;6592;1620;5515;4539;3392;5665;5264;2814;2512;1437;4156;467;6269,daytime:afternoon,95;50,996;49,4796;48,3357;47,1947;46,1126;45,397;44,2074;43,3460;42,4620;41,2742;40,1131;39,3983;38,3388;37,1235;36,5184;35,1750;34,3955;33,2979;32,229;31,1360;30,1936;29,2836;28,2378;27,4061;26,4886;25,2512;24,1275;23,788;22,27;21,2124;20,1305;19,4411;18,624;17,1982;16,1756;15,1006;14,420;13,1935;12,2539;11,2431;10,4063;9,4535;8,4840;7,269;6,4019;5,4852;4,7058;3,2078;2,1219;1
154,808;705;406;184;295;4025;1618;3975;6666;5882;2149;6251;4861;98;6061;198;1341;280;2859;2556;1775;447;5860;6865;1012;1276;3816,daytime:morning,54;50,104;49,3;48,6150;47,2338;46,2649;45,458;44,447;43,63;42,280;41,3415;40,641;39,457;38,1097;37,6675;36,353;35,1401;34,2853;33,657;32,284;31,2795;30,184;29,51;28,542;27,975;26,742;25,235;24,432;23,3601;22,1407;21,110;20,6679;19,6250;18,423;17,1883;16,256;15,344;14,500;13,469;12,2495;11,1006;10,6801;9,533;8,974;7,386;6,1042;5,6029;4,3028;3,7143;2,518;1
154,574;2347;227;3498;2031;6201;3836;3101;6495;5255;256;2604;2575;3898;5404;1125;3597;1858;6250;103;5748;1806;63;3023,daytime:evening,3;50,6150;49,679;48,2338;47,270;46,2649;45,458;44,447;43,63;42,280;41,641;40,457;39,1097;38,6675;37,353;36,1401;35,189;34,2853;33,657;32,284;31,2795;30,184;29,51;28,542;27,975;26,235;25,6141;24,432;23,3601;22,1407;21,981;20,6679;19,6250;18,423;17,1883;16,256;15,646;14,5100;13,344;12,500;11,469;10,2495;9,1006;8,6801;7,533;6,386;5,1042;4,6029;3,4080;2,3028;1
154,5362;5424;1077;1734;42;1188;180;502;1346;6835;2960;2684;5086;2523;4041;4321;2136,daytime:night,54;50,104;49,3;48,6150;47,679;46,2338;45,270;44,2649;43,447;42,63;41,280;40,3415;39,641;38,457;37,1097;36,6675;35,353;34,1401;33,189;32,2853;31,657;30,2795;29,184;28,51;27,542;26,975;25,742;24,235;23,6141;22,3601;21,1407;20,110;19,981;18,6679;17,6250;16,423;15,1883;14,256;13,646;12,5100;11,344;10,500;9,469;8,2495;7,1006;6,6801;5,533;4,974;3,386;2,1042;1
154,3741;3735;4613;5271;358;2662;1427;942;3521;7261;4545;127;1109;2814;2401;26;128;5821;5153;2882;5625;243;4270;2162;3342;3583;1540;1923;1912;3031;23;173;5457;6921;4904;6376;3058,daytime:afternoon,54;50,104;49,6150;48,679;47,2338;46,270;45,2649;44,458;43,447;42,63;41,280;40,3415;39,641;38,457;37,1097;36,353;35,1401;34,189;33,2853;32,657;31,284;30,2795;29,184;28,51;27,542;26,975;25,742;24,235;23,6141;22,432;21,3601;20,1407;19,110;18,981;17,6679;16,6250;15,1883;14,256;13,646;12,5100;11,344;10,500;9,2495;8,1006;7,6801;6,533;5,974;4,386;3,1042;2,6029;1
210,2156;6131;42;6237;1196;245;4858;628;2331;1024;384;6838;1511;1175;2453;3651;827;4050;3415;3346;810;978;5528;1064;3709;5024;487,daytime:morning,184;50,6029;49,6141;48,54;47,256;46,3;45,291;44,104;43,148;42,641;41,7143;40,553;39,6666;38,457;37,458;36,173;35,1977;34,6679;33,742;32,140;31,447;30,6150;29,3601;28,179;27,102;26,5757;25,500;24,1773;23,189;22,740;21,2558;20,516;19,6037;18,6134;17,3359;16,60;15,27;14,2347;13,1589;12,679;11,51;10,3191;9,280;8,750;7,3498;6,3580;5,1014;4,4889;3,144;2,2595;1
210,1962;4443;2562;6112;2761;694;1839;5324;2196;2512;1051;7083;5797;5072;4139;3767;2426;1936;3271;6328;1181;4733;361;2451;5905;2183;334;5463;2164;4585;4045;3281;3320;1796,daytime:evening,184;50,6029;49,6141;48,54;47,256;46,3;45,270;44,291;43,104;42,148;41,641;40,7143;39,553;38,6666;37,646;36,457;35,458;34,173;33,1977;32,6679;31,742;30,140;29,447;28,6150;27,3601;26,179;25,102;24,5757;23,1424;22,500;21,1773;20,63;19,189;18,740;17,2558;16,516;15,6037;14,284;13,1407;12,3359;11,60;10,27;9,2347;8,2355;7,1589;6,2422;5,679;4,51;3,3191;2,280;1
