50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
52,4862;1649;1201;6545;1042;426;3990;4488;457,daytime:morning,1714;50,420;49,994;48,923;47,3859;46,3417;45,999;44,3636;43,821;42,2979;41,3972;40,673;39,3166;38,3591;37,4071;36,134;35,4288;34,5054;33,558;32,4830;31,3040;30,1373;29,4467;28,4531;27,2946;26,300;25,1131;24,1877;23,4462;22,2105;21,349;20,711;19,4215;18,2166;17,5267;16,6150;15,2074;14,374;13,1158;12,4147;11,3971;10,3396;9,4772;8,767;7,3664;6,3719;5,1920;4,3856;3,3017;2,4517;1
52,2193;2996;2101;3569;420;4006;3419;5158;5032;61;939,daytime:evening,1714;50,420;49,994;48,923;47,3859;46,3417;45,3636;44,821;43,2979;42,3433;41,3972;40,673;39,3166;38,3591;37,4071;36,134;35,5054;34,558;33,4830;32,3040;31,1373;30,4467;29,4531;28,2946;27,300;26,1131;25,4462;24,2105;23,349;22,711;21,2166;20,5267;19,6150;18,2074;17,374;16,1158;15,4147;14,3971;13,3396;12,4772;11,767;10,3664;9,3719;8,1920;7,3856;6,3017;5,4517;4,2182;3,1136;2,168;1
52,3539;2837;6922;2120;1131;5996;989;813;1403,daytime:night,1714;50,420;49,994;48,923;47,3859;46,999;45,3636;44,821;43,2979;42,3433;41,3972;40,673;39,3166;38,3591;37,4071;36,134;35,4288;34,5054;33,558;32,4830;31,3040;30,1373;29,4467;28,4531;27,2946;26,300;25,1131;24,1877;23,4462;22,2105;21,349;20,4215;19,5267;18,6150;17,2074;16,374;15,1158;14,4147;13,3971;12,3396;11,4772;10,767;9,3664;8,3719;7,1920;6,3856;5,3017;4,4517;3,2182;2,1136;1
52,3998;4063;2655;3763;5694;327;3126;2678;1067;6189;1412,daytime:afternoon,1714;50,420;49,994;48,923;47,3859;46,3417;45,999;44,3636;43,821;42,2979;41,3433;40,3972;39,673;38,3166;37,3591;36,4071;35,134;34,4288;33,5054;32,558;31,4830;30,3040;29,1373;28,4531;27,2946;26,300;25,1131;24,1877;23,4462;22,2105;21,349;20,711;19,4215;18,2166;17,5267;16,6150;15,2074;14,374;13,1158;12,4147;11,3971;10,3396;9,4772;8,767;7,3664;6,3719;5,3856;4,3017;3,4517;2,2182;1
20,4709;6305;6236;4962;4762;6784;2346;701;1983;112;1547;1080;6095;2400;86;5515;1656;3515;1979;3762;1287;1498;1945;1856;5270;5082;5746;5004;4470;2861;851;3601;5110;5193;2855;2195;2973;310;5373;4655;2448;3806;5203;1032;5651;182;3460;3883;5893;2645;2905;4913;3479;1102;2966;1294;6360;876,daytime:morning,1750;50,4080;49,207;48,6250;47,270;46,2501;45,27;44,86;43,6037;42,63;41,725;40,2817;39,1057;38,1131;37,603;36,1148;35,679;34,2859;33,3131;32,1305;31,189;30,2078;29,222;28,5973;27,974;26,3620;25,4247;24,439;23,1385;22,2662;21,386;20,3770;19,3069;18,3595;17,7036;16,1496;15,3975;14,2940;13,1919;12,173;11,137;10,181;9,584;8,1539;7,1773;6,4740;5,848;4,6141;3,1879;2,54;1
20,396;6527;1970;4406;1030;1262;3488;7041;1275;51;4713;113;2894;6385;4886;2108;3615;6273;3612;2433;5641;1817;3132;1936;5601;512;4800;6663;3778;5705;7024;4619;2336;6840;2143;3592;5693;2621;4191;4805;536;326;1715;3695;5303;2922;2854;3829;2405;1725;867;3770;6261;6154;2142;4427;2846;3766;5170;5237;6901;493;6776;6583;306;4860;6917;335;4120;6100;3990,daytime:evening,353;50,1750;49,604;48,207;47,6250;46,270;45,2501;44,86;43,6037;42,63;41,423;40,725;39,1057;38,603;37,1148;36,679;35,2859;34,3131;33,189;32,2078;31,974;30,4247;29,439;28,1385;27,2662;26,386;25,3770;24,2649;23,3069;22,3595;21,7036;20,1496;19,3975;18,2940;17,1919;16,173;15,754;14,137;13,181;12,467;11,584;10,1539;9,1773;8,848;7,6141;6,54;5,1166;4,6073;3,3891;2,4715;1
20,6599;5402;4558;2332;4413;4967;5745;2583;4025;1063;626;5487;771;855;1401;6201;785;2705;5387;2724;7136;5900;5915;1277;3674;5718;813;6621,daytime:night,353;50,1750;49,4080;48,604;47,207;46,6250;45,2501;44,27;43,86;42,6037;41,63;40,423;39,725;38,2817;37,1057;36,1131;35,603;34,2859;33,3131;32,1305;31,189;30,2078;29,222;28,5973;27,974;26,3620;25,4247;24,439;23,1385;22,2662;21,386;20,3770;19,2649;18,3595;17,7036;16,2940;15,1919;14,173;13,754;12,137;11,181;10,467;9,584;8,1539;7,1773;6,4740;5,848;4,6141;3,1879;2,54;1
20,3005;5962;5560;4651;5121;4439;6159;6655;445;1946;3753;2677;821;1813;3138;2872;551;3788;4567;4399;4919;2303;5443;1475;2057;2431;5457;3088;348;3192;5578;3932;3605;2412;6345;2948;5699;3424;506;4111;6216;6700;3600;2708;4374;241;1694;4708;300;4850;826;2596;4981;4670;100;5557;4798;4688;788;2840;4878;5759;6205;2147;3610;1673;5658;2307;1948;1811;76;2979;1533;5994,daytime:afternoon,353;50,1750;49,4080;48,604;47,207;46,270;45,2501;44,27;43,86;42,6037;41,423;40,725;39,2817;38,1057;37,1131;36,603;35,1148;34,679;33,2859;32,3131;31,1305;30,189;29,2078;28,222;27,5973;26,3620;25,4247;24,439;23,1385;22,2662;21,386;20,3770;19,2649;18,3069;17,3595;16,7036;15,1496;14,3975;13,2940;12,1919;11,173;10,754;9,181;8,467;7,584;6,1773;5,4740;4,848;3,6141;2,1879;1
323,2041;84;4522;1196;3553;862;2848;4876;3951;320;1617;4403;5552;1571;5147;5427;657;1614;55;280;5576;2355;2387;3018;5296;1335;7024;6292;6778;4997;2604;1206;5360;3588;2556;1378;603;173;974;2693;1146;1999,daytime:morning,54;50,63;49,291;48,1477;47,184;46,2355;45,3028;44,280;43,333;42,60;41,189;40,270;39,95;38,646;37,742;36,104;35,6141;34,7036;33,769;32,56;31,6549;30,4080;29,86;28,3131;27,447;26,6675;25,725;24,6666;23,166;22,2347;21,2649;20,679;19,277;18,3498;17,458;16,657;15,222;14,232;13,2630;12,1786;11,3;10,3191;9,3983;8,1164;7,140;6,1231;5,1135;4,6059;3,604;2,3770;1
323,4984;6157;33;7078;5470;1786;5323;502;4587;4898;706;3856;4923;2997;3943;6693;3579;1763;4932;4200;3810;1936;86;1739;629;6634;6591;1005;2955;604;5765;407;3172;908;4640;363;1231;696,daytime:evening,54;50,63;49,291;48,353;47,1477;46,184;45,2355;44,3028;43,280;42,333;41,189;40,270;39,95;38,742;37,104;36,7036;35,769;34,27;33,2501;32,56;31,6549;30,4080;29,86;28,3415;27,3131;26,447;25,6666;24,166;23,2347;22,2649;21,679;20,284;19,277;18,3498;17,458;16,657;15,2817;14,232;13,2630;12,1786;11,3;10,3191;9,3983;8,1164;7,140;6,1231;5,1135;4,6059;3,1057;2,604;1
