50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
52,2528;2574;3610;3698;4282;6414;2815;3696;1489,daytime:morning,3539;50,4970;49,2101;48,420;47,4467;46,3005;45,3274;44,3785;43,3419;42,849;41,6189;40,2678;39,3190;38,854;37,4720;36,4945;35,671;34,905;33,3407;32,1095;31,2064;30,1030;29,2366;28,956;27,2595;26,2222;25,441;24,5358;23,410;22,3071;21,3714;20,6779;19,5198;18,4345;17,4875;16,3804;15,38;14,5521;13,1412;12,75;11,4430;10,3917;9,2837;8,1486;7,5032;6,1996;5,347;4,1368;3,1037;2,1744;1
52,6805;5109;703;3239;4970;1139;1845;3595;27;5457;999;348;2915;812,daytime:evening,3539;50,4970;49,4467;48,3005;47,3274;46,849;45,3433;44,6189;43,2678;42,3190;41,854;40,4720;39,4945;38,671;37,905;36,3407;35,1095;34,2064;33,1030;32,2366;31,956;30,2595;29,2222;28,441;27,5358;26,3071;25,3714;24,6779;23,5198;22,992;21,4345;20,1042;19,1365;18,4875;17,3804;16,38;15,5521;14,1412;13,4430;12,3917;11,2837;10,1486;9,1996;8,347;7,1368;6,1037;5,1744;4,5040;3,3719;2,4282;1
52,3144;1969;3870;7181;1421;3417;3720;4017;7266;51,daytime:night,4970;50,2101;49,420;48,4467;47,3005;46,3274;45,3785;44,3419;43,849;42,3433;41,6189;40,2678;39,3190;38,854;37,4720;36,4945;35,671;34,905;33,3407;32,1095;31,2064;30,1030;29,2366;28,956;27,2595;26,2222;25,441;24,5358;23,410;22,3071;21,3714;20,5198;19,992;18,4345;17,1042;16,1365;15,4875;14,3804;13,38;12,5521;11,1412;10,75;9,4430;8,3917;7,1486;6,5032;5,1996;4,347;3,1368;2,1037;1
52,3083;3142;2415;3202;4523;6568;3244;5319;3505;4467,daytime:afternoon,3539;50,4970;49,2101;48,420;47,4467;46,3005;45,3274;44,3785;43,3419;42,849;41,3433;40,3190;39,854;38,4720;37,4945;36,671;35,905;34,3407;33,1095;32,2064;31,1030;30,2366;29,956;28,2595;27,2222;26,441;25,5358;24,410;23,3071;22,3714;21,6779;20,5198;19,992;18,4345;17,1042;16,1365;15,4875;14,3804;13,38;12,5521;11,75;10,4430;9,3917;8,2837;7,1486;6,5032;5,1996;4,347;3,1368;2,1037;1
20,3839;4925;5760;4539;5480;28;2005;3321;1955;3118;3032;5013;268;2063;2538;6349;5275;3415;3057;233;4954;2841;2880;5508;250;3254;6862;957;3391;2148;854;3231;5925;2432;4911;3866;5249;2649;4939;101;2836;5231;4109;6795;4990;4236;5839;5031;524;468;2480;3689;1176;3557;5845;1639;5620;782;3390;3395;1165;5955;272;4183;681,daytime:morning,1550;50,2652;49,2124;48,4782;47,3770;46,891;45,6104;44,3929;43,3975;42,1790;41,2755;40,624;39,545;38,4013;37,1936;36,1955;35,2968;34,1948;33,3615;32,1694;31,3069;30,2859;29,6091;28,1724;27,1911;26,277;25,788;24,1490;23,2724;22,848;21,164;20,1879;19,7058;18,4418;17,4877;16,6141;15,4567;14,4740;13,5557;12,5823;11,2940;10,5954;9,1276;8,4348;7,2094;6,975;5,2349;4,3135;3,3717;2,4425;1
20,2280;5977;5629;2749;3719;5354;1461;795;3580;2982;3972;6878;5473;5903;4438;5974;4590;3854;5199;1187;2690;2425;2435;4789;1664;6002;4693;2020;2266;6984;5724;4080;6410;6092;2104;223;2128;1731;2699;151;3396;4639;554;2395;5163;5485;3434;3224;4817;6347;5850;14;343;6910;3707;2183;5894;3240;3372;3255;3531;4530;5860;5830;88;5103;3058;5612,daytime:evening,1550;50,2652;49,4782;48,891;47,6104;46,353;45,3929;44,3975;43,1790;42,2755;41,624;40,1955;39,4196;38,2968;37,1948;36,1935;35,1694;34,3069;33,2859;32,29;31,6091;30,1724;29,277;28,788;27,1490;26,2724;25,848;24,1613;23,164;22,3892;21,912;20,3762;19,7058;18,4877;17,6141;16,4567;15,5557;14,5823;13,2940;12,5954;11,1276;10,4348;9,2349;8,3135;7,269;6,3717;5,5515;4,4425;3,629;2,63;1
20,3164;4071;1428;3244;4765;1672;4653;1161;4083;431;1636;4581;2505;3876;4890;1484;1614;5099;5050;4597;2584;1710;6694;2117;4278;5872;3908;3353;2602;4323;3031;6938;3567;5529;1734;4970;5185;1555;2313;942;5770;1235;5383;6608;5996;4554;2539;5600;3278;2137;6475;5657;3589;2451;2816;458;2556;3597;381;5073;5077;4980;1968;4514;2595;3485,daytime:afternoon,2652;50,2124;49,4782;48,3770;47,891;46,6104;45,353;44,3929;43,3975;42,1790;41,2755;40,624;39,545;38,4013;37,1936;36,1955;35,4196;34,3615;33,1935;32,3069;31,2859;30,29;29,6091;28,1724;27,1911;26,277;25,1490;24,2724;23,848;22,1613;21,164;20,3892;19,912;18,1879;17,3762;16,7058;15,4418;14,4877;13,6141;12,4740;11,2940;10,5954;9,1276;8,4348;7,2094;6,975;5,3135;4,269;3,5515;2,5889;1
323,774;6350;3719;4142;4633;6314;2662;1725;2511;194;736;4264;4201;508;1618;1045;3143;3875;2505;1057;595;1022;1364;2672;5670;1417;6111;2817;3069;5451;682;1055;1778;4120;27;4107;6865;3709;824;2613;6561;353,daytime:morning,270;50,95;49,725;48,456;47,1240;46,60;45,51;44,353;43,6141;42,141;41,785;40,1550;39,222;38,1883;37,1622;36,232;35,4404;34,333;33,1057;32,1765;31,86;30,1275;29,681;28,8;27,5757;26,269;25,3191;24,54;23,1131;22,399;21,4418;20,500;19,277;18,2811;17,6067;16,4444;15,4050;14,457;13,291;12,56;11,2336;10,3;9,189;8,7;7,6867;6,4740;5,2103;4,27;3,1879;2,960;1
323,5070;4245;2823;5592;6670;1550;6112;6566;2375;6141;1214;7069;3664;3102;5055;4369;3487;2692;2000;227;788;3277;1188;5273;3043;2605;920;4044;491;973;646;3404,daytime:evening,270;50,95;49,456;48,1240;47,51;46,353;45,6141;44,141;43,785;42,1550;41,1883;40,1622;39,232;38,4404;37,333;36,1057;35,1765;34,366;33,250;32,1275;31,681;30,8;29,5757;28,269;27,3191;26,54;25,399;24,4418;23,603;22,974;21,500;20,277;19,2811;18,1789;17,6067;16,4444;15,2501;14,4050;13,457;12,291;11,56;10,2336;9,3;8,189;7,5100;6,7;5,6867;4,4740;3,2103;2,27;1
323,3073;956;340;3000;3253;3526;1750;2603;4703;5105;1607;3587;1655;2870;2;1255;2053;2348;3854;4607;4775;618;4050;3721;785;4571;614;5602;3183;677;447;3344;2513;588;3935;237;742;2714,daytime:night,95;50,725;49,456;48,60;47,51;46,353;45,6141;44,141;43,785;42,1550;41,222;40,1883;39,1622;38,4404;37,333;36,1057;35,1765;34,366;33,250;32,86;31,1275;30,681;29,5757;28,269;27,1131;26,399;25,4418;24,603;23,974;22,500;21,2811;20,1789;19,6067;18,4444;17,2501;16,4050;15,457;14,291;13,56;12,2336;11,189;10,5100;9,7;8,6867;7,4740;6,2103;5,27;4,1879;3,960;2,424;1
