50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
52,222;3687;2052;344;6246;2584;74;3433;1755;1365;621;4117;3088;168;6134;1533,daytime:morning,1131;50,923;49,726;48,2699;47,6549;46,5584;45,1688;44,5241;43,1227;42,3679;41,3575;40,703;39,1727;38,4071;37,1139;36,5032;35,4467;34,1269;33,1219;32,3419;31,657;30,2678;29,270;28,799;27,368;26,1477;25,1136;24,4807;23,6636;22,51;21,2243;20,3767;19,3322;18,2064;17,4742;16,2595;15,1703;14,5176;13,420;12,344;11,3417;10,5688;9,1976;8,1450;7,4091;6,399;5,2655;4,54;3,6831;2,6590;1
52,4167;3523;5466;3103;1169;2894;872;75;900;4585;2430;5584;2505,daytime:evening,1131;50,923;49,726;48,2699;47,6549;46,5584;45,1688;44,5241;43,1227;42,3679;41,3575;40,1727;39,4071;38,4467;37,1269;36,1219;35,657;34,2678;33,270;32,799;31,368;30,1477;29,1136;28,4807;27,6636;26,51;25,2243;24,3767;23,3322;22,2064;21,4742;20,2595;19,1703;18,5176;17,344;16,3417;15,5688;14,1976;13,1450;12,4091;11,2655;10,54;9,6831;8,6590;7,3169;6,3423;5,1403;4,3926;3,492;2,441;1
52,3224;924;2063;4323;5395;5004;382;1920,daytime:afternoon,1131;50,923;49,726;48,2699;47,6549;46,5584;45,1688;44,5241;43,1227;42,3679;41,3575;40,703;39,1727;38,4071;37,1139;36,5032;35,1269;34,1219;33,3419;32,657;31,270;30,1477;29,1136;28,6636;27,51;26,2243;25,3322;24,2064;23,4742;22,2595;21,1703;20,5176;19,420;18,344;17,3417;16,5688;15,1976;14,1450;13,4091;12,399;11,54;10,6831;9,6590;8,3169;7,3423;6,1403;5,3926;4,492;3,441;2,252;1
20,4165;4763;1647;4206;5504;6098;2010;5733;7027;5192;3575;3731;2233;2770;5640;467;5011;3831;1597;1771;4918;3206;4957;3803;6140;3790;3042;269;588;211;6313;2019;3302;4852;2614;6259;183;6289;1052;239;2574;4631;293;423;1180;5119;4207;1135;2178;6894;5408;1760;1982;4931;6334;6219;5131;4929;2166;4683;6323;2270;3113;2281;4491;1013,daytime:morning,2894;50,3620;49,386;48,1936;47,5973;46,3770;45,2859;44,1960;43,5741;42,7143;41,3975;40,4854;39,252;38,2792;37,84;36,1457;35,136;34,2451;33,545;32,456;31,6091;30,3561;29,173;28,974;27,5730;26,3417;25,905;24,3255;23,270;22,339;21,632;20,406;19,1136;18,95;17,3445;16,629;15,1879;14,2934;13,2338;12,232;11,1004;10,1131;9,607;8,1645;7,184;6,447;5,6312;4,1335;3,679;2,83;1
20,2665;6517;6199;6797;4462;1099;642;311;3625;5139;2895;3337;4820;3708;5961;4098;1474;1341;5115;2630;6571;3724;1567;6203;1155;4452;6020;95;5268;3417;6321;4187;691;1463;616;5407;2512;4801;2124;4085;5686;1759;5973;6190;3586;5665;4457;4740;1610;5189;3105;4632;6207;6102;5729;4612,daytime:evening,386;50,2836;49,3892;48,604;47,5973;46,1102;45,2859;44,1960;43,5741;42,7143;41,86;40,112;39,3975;38,4854;37,3953;36,252;35,2792;34,84;33,1457;32,136;31,2451;30,5013;29,456;28,6091;27,7100;26,3561;25,2649;24,173;23,974;22,5730;21,3417;20,905;19,250;18,270;17,339;16,632;15,1136;14,95;13,629;12,2934;11,2338;10,232;9,1004;8,607;7,1645;6,184;5,447;4,6312;3,1335;2,679;1
20,6125;5315;5910;5416;420;1136;2543;2746;2808;3634;3458;5243;3177;1496;2814;7145;1709;3975;2993;2860;168;6685;5412;5935;2797;1172;4062;4565;2015;4560;2163;2688;451;3484;6027;7073;3291;955;290;6542;4284,daytime:night,2894;50,3620;49,386;48,2836;47,3892;46,604;45,1936;44,5973;43,3770;42,1102;41,2859;40,1960;39,5741;38,7143;37,86;36,112;35,3975;34,4854;33,3953;32,252;31,2792;30,84;29,1457;28,136;27,2451;26,5013;25,545;24,456;23,6091;22,7100;21,3561;20,2649;19,173;18,974;17,5730;16,3417;15,905;14,250;13,3255;12,339;11,632;10,406;9,1136;8,95;7,3445;6,629;5,1879;4,2934;3,232;2,1004;1
20,3180;5254;4138;504;1953;3165;5316;4007;4469;478;4049;1207;2126;3643;2550;2102;3579;61;4168;5472;2464;6384;3897;5061;6051;4425;635;4309;4237;4694;5807;5086;4300;6250;5488;974;365;4137;471;1917;2349;6233;2916;352;3405;3409;63;174;5621;6520;6613;629;4998;810;6173;4854;4556;4976;3891;3152,daytime:afternoon,2894;50,3620;49,386;48,2836;47,3892;46,604;45,1936;44,5973;43,3770;42,1102;41,2859;40,1960;39,5741;38,7143;37,86;36,112;35,3975;34,4854;33,3953;32,252;31,2792;30,84;29,1457;28,136;27,5013;26,545;25,6091;24,7100;23,3561;22,2649;21,173;20,974;19,5730;18,3417;17,905;16,250;15,3255;14,270;13,339;12,632;11,406;10,1136;9,95;8,3445;7,629;6,1879;5,2934;4,2338;3,232;2,1131;1
323,1917;5325;4432;223;5319;1514;2154;1405;4104;241;4314;5281;191;2149;1015;486;2085;1563;4527;4005;1126;3415;3897;2059;3341;2781;2501;1923;381;1634;1789;284;670;23;3540;2623;4751;213;3920;6310;3238;6049;593;5966,daytime:morning,95;50,270;49,3620;48,184;47,60;46,1131;45,6141;44,742;43,406;42,2372;41,7143;40,232;39,2894;38,86;37,457;36,960;35,1645;34,339;33,646;32,54;31,136;30,14;29,456;28,1240;27,785;26,3;25,1102;24,604;23,2268;22,6545;21,189;20,2650;19,905;18,1749;17,1883;16,284;15,3770;14,128;13,45;12,2124;11,1158;10,277;9,63;8,1166;7,168;6,222;5,2859;4,214;3,1365;2,1862;1
323,3601;1734;565;1971;1233;2927;942;797;6675;931;2124;2803;1797;222;6095;740;2778;1097;3111;2263;6043;1847;5501;235;1540;2112;1711;4302;5442,daytime:evening,95;50,974;49,270;48,3620;47,184;46,742;45,406;44,2372;43,7143;42,84;41,232;40,2894;39,457;38,173;37,960;36,1645;35,1057;34,353;33,54;32,136;31,14;30,456;29,1240;28,785;27,3;26,1102;25,2268;24,6545;23,189;22,2650;21,905;20,250;19,1749;18,1883;17,1335;16,284;15,1196;14,3770;13,128;12,45;11,2124;10,1158;9,277;8,63;7,1166;6,168;5,222;4,2859;3,214;2,1365;1
323,5057;2256;1851;1203;3;2209;352;3334;2295;2008;1899;423;270;4442;2842;5849;4228;2986;2425;4218;3401;2173;4685;388;6411;2168,daytime:night,95;50,974;49,270;48,3620;47,184;46,60;45,1131;44,6141;43,406;42,2372;41,7143;40,84;39,2894;38,86;37,457;36,173;35,960;34,1645;33,1057;32,339;31,353;30,646;29,136;28,14;27,456;26,3;25,1102;24,604;23,2268;22,6545;21,189;20,2650;19,905;18,250;17,1883;16,1335;15,284;14,1196;13,3770;12,45;11,2124;10,1158;9,63;8,1166;7,168;6,222;5,2859;4,1365;3,1862;2,1148;1
