50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
52,2610;6705;1877;844;4784;6814;3091;4155;4560,daytime:evening,1006;50,3484;49,1131;48,1225;47,281;46,5004;45,4072;44,4474;43,6134;42,3346;41,1450;40,2649;39,2678;38,4679;37,2694;36,3433;35,2591;34,5973;33,4143;32,83;31,432;30,4636;29,2063;28,1025;27,368;26,14;25,2897;24,2708;23,4500;22,4928;21,1095;20,168;19,3488;18,1512;17,6041;16,222;15,5694;14,4282;13,1151;12,2166;11,5343;10,2595;9,4382;8,100;7,2003;6,95;5,4364;4,1497;3,136;2,2655;1
52,3704;3577;5554;1377;1972;2651;5591;4807;355;368;3767;4882,daytime:afternoon,1006;50,3484;49,1131;48,1225;47,281;46,75;45,4072;44,4474;43,6134;42,3346;41,1450;40,2649;39,4679;38,2694;37,3433;36,2591;35,5973;34,4143;33,83;32,432;31,4636;30,1025;29,368;28,14;27,2897;26,2708;25,2372;24,4500;23,420;22,4928;21,1095;20,3239;19,168;18,3488;17,1512;16,6041;15,222;14,4282;13,1151;12,2166;11,5343;10,2595;9,2505;8,4382;7,100;6,2003;5,95;4,4364;3,1497;2,136;1
20,1025;4699;3448;3853;3761;5623;1562;5942;2385;5471;4629;1935;2176;5107;4196;3958;6573;1976;3187;5545;5793;265;380;2150;4010;5682;353;959;236;4481;1329;3953;4341;5785;399;5382;2610;3774;4034;1718;3961;29;2537;2767;253;2884;4715;4654;872;4685;2622;3928;4615;2430;4917;1665;199;3679,daytime:morning,95;50,2372;49,51;48,1131;47,4091;46,2946;45,3770;44,6134;43,14;42,3763;41,621;40,420;39,1725;38,1917;37,1181;36,1148;35,4469;34,974;33,1037;32,4499;31,1038;30,457;29,27;28,368;27,950;26,3438;25,708;24,2204;23,6202;22,3695;21,679;20,1614;19,3579;18,1607;17,4632;16,3613;15,2894;14,5973;13,563;12,1030;11,1708;10,280;9,2338;8,274;7,1550;6,5457;5,3353;4,3370;3,227;2,3488;1
20,817;545;1744;5999;2220;2375;1332;4839;5993;1337;4611;3639;4128;5135;580;1205;6771;3466;2248;1788;2713;3701;97;1783;2021;3924;2088;5447;6387;4122;3218;3445;3202;378;3283;3137;3505;4013;5949;4553;4230;5936;4802;3620;3185;3886;4837;1676;5607;1346;3588;1008;1578;1131;4961;3796;2913;2343,daytime:evening,2372;50,1131;49,4091;48,2946;47,2649;46,6134;45,3763;44,621;43,420;42,1917;41,1181;40,1148;39,4469;38,974;37,1037;36,4499;35,1038;34,457;33,604;32,368;31,950;30,3438;29,708;28,2204;27,1425;26,6202;25,679;24,1614;23,250;22,3579;21,1607;20,3613;19,563;18,1708;17,280;16,2338;15,274;14,1550;13,5457;12,3118;11,3353;10,3370;9,227;8,3601;7,4087;6,458;5,1914;4,284;3,1645;2,1666;1
20,5148;535;5912;5676;1569;1458;1607;6757;658;1148;3775;449;3716;820;6160;5671;564;1462;3357;6239;793;4380;3350;6503;4751;4496;2217;1490;6127,daytime:night,95;50,2372;49,51;48,1131;47,4091;46,2946;45,2649;44,3770;43,6134;42,14;41,3763;40,621;39,1725;38,1917;37,1181;36,1148;35,4469;34,974;33,1037;32,4499;31,1038;30,457;29,27;28,604;27,368;26,950;25,3438;24,708;23,2204;22,1425;21,6202;20,3695;19,1614;18,250;17,3579;16,1607;15,4632;14,3613;13,2894;12,5973;11,563;10,1030;9,1708;8,280;7,274;6,1550;5,5457;4,3118;3,3353;2,3370;1
20,1250;4978;4204;2007;255;2790;833;368;440;3800;3517;3536;1246;1044;936;4600;3988;5589;2273;3782;692;2517;3162;5541;1004;3317;5094;4291;5100;3717;5132;4076;1128;5028;6630;3469;4361;3010;4411;62;3872;3648;3787;1961;2785;4881;5258;2603;676;2832;2759;652;47;2384;69;350;4102;2845;4824;3651;3388;5206;5020;3525;2173;720;4586;4513;5694;1539;3129,daytime:afternoon,95;50,2372;49,51;48,1131;47,4091;46,2946;45,2649;44,3770;43,6134;42,14;41,3763;40,621;39,420;38,1725;37,1181;36,1148;35,1037;34,4499;33,1038;32,457;31,27;30,604;29,368;28,950;27,3438;26,708;25,2204;24,1425;23,6202;22,3695;21,679;20,250;19,1607;18,4632;17,3613;16,2894;15,5973;14,563;13,1030;12,1708;11,280;10,2338;9,274;8,3118;7,3370;6,227;5,3488;4,3601;3,4087;2,1914;1
323,102;6999;3127;2885;7102;4631;1305;377;1621;107;4017;178;5144;4841;4407;385;2660;5379;1801;1982;4090;2327;5987;3296;3607;5100;6223;993;3666;1515;4068;1465;5262,daytime:morning,420;50,6141;49,270;48,2160;47,2347;46,604;45,95;44,222;43,8;42,181;41,140;40,2078;39,2784;38,386;37,1550;36,184;35,1131;34,545;33,646;32,1276;31,942;30,2740;29,291;28,71;27,1164;26,10;25,104;24,232;23,432;22,2430;21,269;20,708;19,51;18,189;17,2053;16,3;15,60;14,1023;13,518;12,516;11,7;10,1666;9,2512;8,1977;7,1948;6,1622;5,6675;4,207;3,1254;2,6067;1
323,2508;719;1023;7261;533;1167;3625;424;6109;2267;1281;4190;2296;2947;749;448;1205;4920;6495;427;2888;2580;5665;1121;1321;725;5084;1183,daytime:evening,420;50,270;49,974;48,2160;47,353;46,2347;45,95;44,8;43,173;42,181;41,140;40,2078;39,2784;38,3069;37,386;36,184;35,545;34,1276;33,2740;32,291;31,71;30,1164;29,10;28,104;27,232;26,432;25,2430;24,269;23,708;22,51;21,284;20,280;19,189;18,2053;17,3;16,1023;15,518;14,516;13,7;12,1666;11,2512;10,1977;9,1948;8,1622;7,207;6,1254;5,6067;4,1796;3,4675;2,1417;1
323,1279;1302;6404;5874;245;6259;3135;5806;1898;118;4695;2241;701;6911;2291;4889;766;370;2550;1704;5777;7053;3788;1400;25;3496;6367;5194;54;5572;2378;6013;2645;3408;4082;67;3149;501;1319;153;1154,daytime:night,420;50,6141;49,974;48,2160;47,353;46,2347;45,604;44,95;43,222;42,173;41,181;40,140;39,2078;38,2784;37,3069;36,386;35,1550;34,184;33,1131;32,545;31,646;30,942;29,2740;28,291;27,71;26,1164;25,10;24,104;23,2430;22,269;21,708;20,51;19,284;18,280;17,189;16,60;15,1023;14,518;13,516;12,7;11,1666;10,2512;9,1977;8,1948;7,1622;6,6675;5,1254;4,6067;3,1796;2,4675;1
323,3839;131;3872;2649;930;406;912;3359;4469;1164;516;5639;2650;4776;559;144;285;4365;3451;2740;3799;5463;2023;290;1685,daytime:afternoon,420;50,6141;49,270;48,974;47,353;46,604;45,95;44,222;43,8;42,173;41,181;40,140;39,2078;38,2784;37,3069;36,386;35,1550;34,1131;33,545;32,646;31,1276;30,942;29,2740;28,71;27,1164;26,10;25,104;24,232;23,432;22,2430;21,269;20,708;19,51;18,284;17,280;16,189;15,2053;14,3;13,60;12,1023;11,518;10,516;9,7;8,1666;7,2512;6,1977;5,1948;4,6675;3,207;2,1254;1
