50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
52,4862;1649;1201;6545;1042;426;3990;4488;457,daytime:morning,7155;50,6089;49,3098;48,2886;47,2532;46,1795;45,7199;44,1781;43,7122;42,7196;41,1328;40,6210;39,3700;38,6936;37,1886;36,6811;35,7179;34,1651;33,6950;32,7228;31,4428;30,6874;29,1358;28,7151;27,1394;26,3563;25,822;24,1957;23,5532;22,4429;21,2106;20,1351;19,1998;18,6823;17,6808;16,322;15,7285;14,5865;13,6562;12,6264;11,11;10,7229;9,7084;8,6749;7,2261;6,1690;5,1342;4,6227;3,6951;2,2941;1
20,6599;5402;4558;2332;4413;4967;5745;2583;4025;1063;626;5487;771;855;1401;6201;785;2705;5387;2724;7136;5900;5915;1277;3674;5718;813;6621,daytime:night,7155;50,6089;49,2886;48,3098;47,2532;46,1795;45,7199;44,7196;43,1781;42,1328;41,7122;40,6210;39,3700;38,6936;37,1886;36,6811;35,7179;34,1651;33,6950;32,7228;31,4428;30,6874;29,1358;28,7151;27,3563;26,1394;25,1957;24,5532;23,2106;22,822;21,4429;20,1998;19,6823;18,1351;17,322;16,5865;15,6808;14,11;13,1342;12,7285;11,6562;10,7229;9,6264;8,7084;7,1690;6,6749;5,6951;4,2261;3,5546;2,2941;1
182,5546;403;4188;5973;270;456,daytime:night,7155;50,6089;49,1795;48,2532;47,3098;46,2886;45,1328;44,7199;43,1781;42,7196;41,7122;40,3700;39,6936;38,6210;37,6811;36,1651;35,7179;34,1886;33,7228;32,6950;31,1358;30,4428;29,1957;28,2106;27,5532;26,7151;25,3563;24,1998;23,1394;22,6874;21,4429;20,6823;19,322;18,5865;17,822;16,6562;15,1342;14,1351;13,11;12,2261;11,6951;10,4472;9,7229;8,3116;7,7084;6,6824;5,7285;4,6264;3,2822;2,2382;1
154,5362;5424;1077;1734;42;1188;180;502;1346;6835;2960;2684;5086;2523;4041;4321;2136,daytime:night,7155;50,6089;49,3098;48,2886;47,2532;46,1795;45,7199;44,7196;43,1781;42,1328;41,7122;40,6210;39,3700;38,6936;37,1886;36,6811;35,7179;34,1651;33,6950;32,7228;31,4428;30,1358;29,6874;28,7151;27,3563;26,1394;25,1957;24,5532;23,2106;22,822;21,4429;20,1998;19,6823;18,1351;17,322;16,5865;15,6808;14,11;13,1342;12,6562;11,7285;10,7229;9,1690;8,6264;7,7084;6,2261;5,6951;4,6749;3,5546;2,2941;1
154,3741;3735;4613;5271;358;2662;1427;942;3521;7261;4545;127;1109;2814;2401;26;128;5821;5153;2882;5625;243;4270;2162;3342;3583;1540;1923;1912;3031;23;173;5457;6921;4904;6376;3058,daytime:afternoon,7155;50,6089;49,3098;48,2886;47,2532;46,1795;45,7199;44,7196;43,1781;42,1328;41,7122;40,6210;39,3700;38,6936;37,1886;36,6811;35,7179;34,1651;33,6950;32,7228;31,4428;30,1358;29,6874;28,7151;27,3563;26,1394;25,1957;24,5532;23,2106;22,822;21,4429;20,1998;19,6823;18,1351;17,322;16,5865;15,6808;14,11;13,1342;12,6562;11,7285;10,7229;9,1690;8,6264;7,7084;6,2261;5,6951;4,6749;3,5546;2,2941;1
128,3164;882;1874;327;1099;6524;4703;1149;5755;2423;5139;4435;4043;2977;6333;6011;300;4807;453;3487;2369;6604;3508;4005;3280;3692;5550;1923;1525;6547;6140;2166;1425;1761;854;2443;3221;761;2214;2103;6207;261;4251,daytime:evening,7155;50,6089;49,3098;48,2886;47,2532;46,1795;45,7199;44,1781;43,7196;42,7122;41,1328;40,6210;39,3700;38,6936;37,1886;36,1651;35,6811;34,7179;33,6950;32,7228;31,4428;30,7151;29,6874;28,1358;27,1394;26,1957;25,3563;24,822;23,2106;22,5532;21,1351;20,4429;19,6823;18,1998;17,322;16,5865;15,6562;14,7285;13,11;12,7229;11,1342;10,2261;9,6808;8,6264;7,6749;6,4472;5,2941;4,5546;3,1690;2,7084;1
185,3734;340;6014;4353;1269;1109;4024;4707;1159;4937;1432;3503;6541;4920;1066;2059;4560;4891;2442;3790;811;1729;2865;1131;937;5059;6143,daytime:evening,7155;50,6089;49,2886;48,2532;47,3098;46,1795;45,7199;44,7196;43,7122;42,1781;41,1328;40,3700;39,6210;38,6936;37,6811;36,1886;35,7179;34,1651;33,6950;32,4428;31,7228;30,3563;29,1358;28,6874;27,7151;26,1394;25,5532;24,1957;23,2106;22,6823;21,822;20,4429;19,1998;18,5865;17,322;16,6808;15,1351;14,1342;13,11;12,1690;11,6562;10,7229;9,7285;8,6264;7,6951;6,6749;5,2941;4,2382;3,5546;2,6824;1
316,4763;6519;4406;2386;3553;5762;5406;6807;4947;410;2284;403;4856;3262;2025;6273;1556;421;2251;5452;5224;1972;2527;2584;1348;5987;294;3931;4865;380;646;5459;5065;3268;3324;208;6092;4984;3453;2195;5914;4174;5630;4603;893;797;6874;137;7144;5096;320;5539;3835;6187;1180;1176;3008;7;5973;3586;5357;3172;4282;1697;1508;2445;6484;539;450;3075;5790;638;6773,daytime:morning,7155;50,6089;49,3098;48,2886;47,2532;46,1795;45,7199;44,1781;43,7196;42,1328;41,7122;40,3700;39,6210;38,6936;37,1886;36,6811;35,1651;34,7179;33,6950;32,7228;31,4428;30,7151;29,1358;28,6874;27,1957;26,5532;25,1394;24,2106;23,1998;22,822;21,4429;20,322;19,6823;18,5865;17,1351;16,11;15,1342;14,6808;13,6562;12,7229;11,7084;10,1690;9,2261;8,6264;7,6951;6,2941;5,6749;4,5546;3,6824;2,6227;1
316,4226;43;4934;503;4717;1851;7062;3321;4024;5341;6638;5298;1858;3045;4095;3966;527;5868;2830;2084;6649;3717;1788;1416;6018;1264;6368;4276;1734;133;679;5988;4942;2543;104;5902;4017;2116;423;4263;5608;45;6895;3347;6042;2421;383;3527;6398;1479;3139;407;425;5706;6037;6207;4488;6049;5336,daytime:evening,7155;50,6089;49,3098;48,2886;47,2532;46,1795;45,7199;44,1781;43,7196;42,1328;41,7122;40,3700;39,6210;38,6936;37,1886;36,6811;35,1651;34,7179;33,6950;32,7228;31,4428;30,7151;29,1358;28,6874;27,3563;26,1957;25,5532;24,1394;23,2106;22,1998;21,822;20,4429;19,322;18,6823;17,5865;16,1351;15,11;14,1342;13,6808;12,6562;11,7285;10,7229;9,7084;8,1690;7,2261;6,6264;5,6951;4,2941;3,6749;2,5546;1
316,975;7273;7043;4363;6517;2598;1993;1084;4598;3191;1733;2499;809;291;2406;1936;2986;785;3311;3120;1019;1410;3230;2781;3234;371;6047;5512;3803;3790;2253;4482;2214;4077;4470;848;2847;6721;2915;2946;148;4080;932;5343;121;1350;5454;3396;560;4731;4347;5777;100;7221;7219;5553;4103;6029;6570;5018;5093;4091;2680;5338;1223;1349;811;5214;3105;1361;5801;3113;742;6973,daytime:afternoon,7155;50,6089;49,3098;48,2886;47,2532;46,1795;45,7199;44,1781;43,7196;42,1328;41,7122;40,3700;39,6210;38,6936;37,1886;36,6811;35,1651;34,7179;33,6950;32,7228;31,4428;30,7151;29,1358;28,6874;27,3563;26,1957;25,5532;24,1394;23,2106;22,1998;21,822;20,4429;19,322;18,6823;17,5865;16,1351;15,11;14,1342;13,6808;12,6562;11,7285;10,7229;9,7084;8,1690;7,2261;6,6264;5,6951;4,2941;3,6749;2,5546;1
270,3741;5097;389;1171;2245;1095;2440;3214;6498;6382;689;6273;3760;112;510;3138;6001;2406;342;4842;6753;920;7034;3438;2071;4557;1999;400;6551;6368;1962;3480;3494;3299;2973;3561;3387;1203;985;2897;203;2846;4981;5557;6613;4463;5825;4510;6137;2325;811;5706;1515;1699;5801;2144;1623;5118,daytime:afternoon,7155;50,6089;49,3098;48,2886;47,2532;46,1795;45,7199;44,1781;43,7196;42,1328;41,7122;40,6210;39,3700;38,6936;37,1886;36,6811;35,1651;34,7179;33,6950;32,7228;31,4428;30,1358;29,6874;28,7151;27,3563;26,1394;25,1957;24,5532;23,2106;22,822;21,4429;20,1998;19,6823;18,1351;17,322;16,5865;15,6808;14,11;13,6562;12,1342;11,7285;10,7229;9,7084;8,6264;7,1690;6,2261;5,6749;4,6951;3,5546;2,2941;1
130,408;5704;3554;268;3203;6174;3316;2492;4883;1124;1538;578;2646;597;6117;1691;1576;5125;4761,daytime:afternoon,7155;50,6089;49,2886;48,2532;47,3098;46,1795;45,7199;44,7196;43,1781;42,1328;41,7122;40,6210;39,3700;38,6936;37,1886;36,6811;35,1651;34,7179;33,6950;32,7228;31,4428;30,1358;29,3563;28,1957;27,6874;26,7151;25,1394;24,5532;23,2106;22,822;21,1998;20,4429;19,6823;18,322;17,1351;16,5865;15,1342;14,6562;13,6808;12,11;11,1690;10,7285;9,7229;8,6264;7,7084;6,6951;5,2261;4,6824;3,2941;2,6749;1
263,2436;56;5598;5912;5710;1234;4745;1433;2848;4703;3177;2894;5668;4043;919;263;7029;2976;1997;2124;5332;1259;859;6192;5928;3275;672;7211;1922;6694;3209;3744;7082;2218;1775;2430;3042;5059;6102;339,daytime:morning,7155;50,6089;49,2886;48,3098;47,2532;46,1795;45,7199;44,7196;43,1781;42,1328;41,7122;40,6210;39,3700;38,6936;37,6811;36,1886;35,7179;34,1651;33,6950;32,7228;31,4428;30,1358;29,6874;28,3563;27,7151;26,1394;25,5532;24,1957;23,2106;22,822;21,4429;20,1998;19,6823;18,1351;17,322;16,6808;15,5865;14,11;13,7285;12,6562;11,7229;10,1342;9,6264;8,1690;7,7084;6,6951;5,6749;4,5546;3,2261;2,2382;1
