50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
52,4710;5483;992;6188;945;6594;293;6658,daytime:morning,2954;50,7067;49,7008;48,1680;47,1552;46,6178;45,1965;44,1941;43,7157;42,2930;41,2902;40,3732;39,1938;38,3147;37,2404;36,815;35,3084;34,6188;33,7176;32,6713;31,1795;30,7302;29,7229;28,2944;27,6969;26,7280;25,1358;24,7148;23,1651;22,3938;21,6370;20,5440;19,3349;18,1009;17,7297;16,517;15,1871;14,4292;13,3383;12,6930;11,3116;10,6956;9,70;8,1857;7,4705;6,6854;5,2493;4,99;3,2011;2,6413;1
20,1025;4699;3448;3853;3761;5623;1562;5942;2385;5471;4629;1935;2176;5107;4196;3958;6573;1976;3187;5545;5793;265;380;2150;4010;5682;353;959;236;4481;1329;3953;4341;5785;399;5382;2610;3774;4034;1718;3961;29;2537;2767;253;2884;4715;4654;872;4685;2622;3928;4615;2430;4917;1665;199;3679,daytime:morning,2954;50,7067;49,7008;48,1680;47,1552;46,6178;45,1965;44,1941;43,7157;42,2930;41,2902;40,3732;39,1938;38,3147;37,2404;36,815;35,6188;34,3084;33,7176;32,6713;31,1795;30,2944;29,7302;28,7229;27,7280;26,1651;25,1358;24,6969;23,7148;22,3938;21,5440;20,6370;19,3349;18,3116;17,1009;16,7297;15,4292;14,1871;13,517;12,3383;11,6930;10,6956;9,70;8,1857;7,4705;6,6854;5,2493;4,99;3,7250;2,5532;1
109,1278;6365;6003;4363;5933;6555;7138;1724;233;3314;5334;7042;1694;4082;4564;6893;7227;269;1948,daytime:morning,2954;50,7067;49,7008;48,1680;47,1552;46,6178;45,1965;44,7157;43,1941;42,2930;41,3732;40,2902;39,1938;38,3147;37,2404;36,815;35,6188;34,3084;33,7176;32,6713;31,1795;30,2944;29,7302;28,7229;27,7280;26,1651;25,6969;24,1358;23,7148;22,3938;21,6370;20,5440;19,3349;18,3116;17,1009;16,1871;15,7297;14,4292;13,517;12,6930;11,3383;10,6956;9,70;8,1857;7,2493;6,99;5,7250;4,4705;3,6854;2,5532;1
109,1165;1007;2140;4976;2266;2983;5717;1791;6007;4848;5041,daytime:afternoon,2954;50,7067;49,7008;48,1680;47,1552;46,6178;45,1965;44,7157;43,1941;42,2930;41,3732;40,2902;39,1938;38,3147;37,2404;36,815;35,6188;34,3084;33,7176;32,6713;31,1795;30,2944;29,7302;28,7229;27,7280;26,1651;25,6969;24,1358;23,7148;22,3938;21,6370;20,5440;19,3349;18,3116;17,1009;16,1871;15,7297;14,4292;13,517;12,6930;11,3383;10,6956;9,70;8,1857;7,2493;6,99;5,7250;4,4705;3,6854;2,5532;1
250,1752;552;1177;1590;2932;3910;1706;3068;6638;6838;2359;1466;6645;1980;5805;4464;4048;55;5184;1055;6529;75;2218;1378;27;3776;6513;2861;1226;2946;6587;2259;2213;804;3909;2047;2414;2524;2541;1446;6553;869;1215;1164;5638;4391;5069;5502;618;2980;324;4121;5080;4718;129;2113;284;1666;181;6006;2429;2720;1013;2417,daytime:evening,2954;50,7067;49,7008;48,1680;47,1552;46,6178;45,1965;44,7157;43,1941;42,2930;41,3732;40,2902;39,1938;38,3147;37,2404;36,815;35,6188;34,3084;33,7176;32,6713;31,1795;30,7302;29,2944;28,7229;27,7280;26,6969;25,1651;24,1358;23,7148;22,3938;21,6370;20,5440;19,3349;18,1009;17,3116;16,7297;15,4292;14,1871;13,517;12,6930;11,3383;10,6956;9,70;8,1857;7,2493;6,99;5,4705;4,6854;3,7250;2,5532;1
285,537;5311;1169;1196;3719;2026;2598;5970;5016;5358;1895;7224;701;384;3327;6964;1584;1316;4056;2102;5415;988;5127;3224;526;4919;1808;2584;306;4405;5093;6684;3433;872;2560;27;4282;5798;1042;6004;6816,daytime:morning,2954;50,7067;49,7008;48,1680;47,1552;46,6178;45,1965;44,1941;43,7157;42,2930;41,2902;40,3732;39,1938;38,3147;37,2404;36,815;35,3084;34,6188;33,7176;32,6713;31,1795;30,2944;29,7229;28,7302;27,6969;26,7280;25,1651;24,1358;23,7148;22,3938;21,6370;20,5440;19,1009;18,3349;17,3116;16,7297;15,517;14,4292;13,1871;12,3383;11,6930;10,70;9,6956;8,1857;7,5532;6,2493;5,6854;4,4705;3,99;2,7250;1
285,542;5958;4164;2414;1438;3867;2932;2837;5232;3330;317;5314;1100;5605;1636;596;657;4722;3006;5572;14;5078;4842;4979;1227;606;865;5530;2843;4958;2602;802;4322;1277;6309;5004;6590;2979;1089;6704;62,daytime:evening,2954;50,7067;49,7008;48,1680;47,1552;46,6178;45,1965;44,1941;43,7157;42,2930;41,2902;40,3732;39,1938;38,3147;37,2404;36,815;35,3084;34,6188;33,7176;32,6713;31,1795;30,2944;29,7229;28,7302;27,6969;26,7280;25,1651;24,1358;23,7148;22,3938;21,6370;20,5440;19,1009;18,3349;17,3116;16,7297;15,517;14,4292;13,1871;12,3383;11,6930;10,70;9,6956;8,1857;7,5532;6,2493;5,6854;4,4705;3,99;2,7250;1
285,5090;924;3071;3103;1744;6331;4253;1555;4875;5158;1920;2925;3595;5829;5140;1878;4143;4671;6134;4128;2172;4612;1096,daytime:night,2954;50,7067;49,7008;48,1680;47,1552;46,6178;45,1965;44,1941;43,7157;42,2930;41,2902;40,3732;39,1938;38,3147;37,2404;36,815;35,3084;34,6188;33,7176;32,6713;31,1795;30,2944;29,7229;28,7302;27,6969;26,7280;25,1651;24,1358;23,7148;22,3938;21,6370;20,5440;19,1009;18,3349;17,3116;16,7297;15,517;14,4292;13,1871;12,3383;11,6930;10,70;9,6956;8,1857;7,5532;6,2493;5,6854;4,4705;3,99;2,7250;1
316,3563;1169;2665;5910;4325;4525;94;2024;1850;5023;5555;1985;1090;5129;1877;844;370;749;3976;518;787;1703;3941;2999;3316;4733;2859;20;5100;3881;1783;298;973;1875;2823;3648;3424;3836;3493;2662;1023;7206;7223;1511;63;988;1801;4688;6139;1921;3647;5759;5264;166;592;3315;4599;7194;2913,daytime:morning,2954;50,7067;49,7008;48,1680;47,1552;46,6178;45,1965;44,1941;43,7157;42,2930;41,3732;40,2902;39,1938;38,3147;37,2404;36,815;35,6188;34,3084;33,7176;32,1795;31,7229;30,2944;29,7302;28,1358;27,7280;26,6969;25,3938;24,1651;23,7148;22,6370;21,1009;20,5440;19,3349;18,7297;17,517;16,3116;15,4292;14,1871;13,6930;12,3383;11,6956;10,70;9,2493;8,1857;7,6854;6,4705;5,99;4,5532;3,6413;2,7250;1
316,396;125;4830;4444;1970;1884;4249;4888;3365;3938;51;3051;6052;3943;128;6395;5605;3875;4910;5846;2942;584;1022;276;4019;1341;6043;1059;3296;3206;312;1528;1856;7085;4737;48;6865;5718;3091;237;2701;3319;1942;1754;5566;2313;5371;1214;7130;3795;3970;1164;5364;2962;4242;2650;2384;2053;4866;1901;1057;4458;5756;6536;2826;343;458;993;5957;1601;1701;1102;3794,daytime:evening,2954;50,7067;49,7008;48,1680;47,1552;46,6178;45,1965;44,1941;43,7157;42,2930;41,3732;40,2902;39,1938;38,3147;37,2404;36,815;35,6188;34,3084;33,7176;32,6713;31,1795;30,7229;29,2944;28,7302;27,1358;26,7280;25,6969;24,3938;23,1651;22,7148;21,6370;20,1009;19,5440;18,3349;17,7297;16,517;15,3116;14,4292;13,1871;12,6930;11,3383;10,6956;9,70;8,2493;7,1857;6,6854;5,4705;4,99;3,5532;2,6413;1
