50
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50
52,2610;6705;1877;844;4784;6814;3091;4155;4560,daytime:evening,923;50,14;49,849;48,51;47,180;46,6059;45,3926;44,1450;43,270;42,6134;41,184;40,141;39,4091;38,2946;37,474;36,284;35,2078;34,95;33,4282;32,1151;31,1712;30,83;29,5314;28,1010;27,1250;26,6158;25,338;24,7143;23,3804;22,1181;21,2516;20,679;19,222;18,386;17,2243;16,1131;15,1522;14,2908;13,4676;12,350;11,2003;10,1684;9,708;8,3341;7,5517;6,2678;5,3538;4,80;3,641;2,2536;1
52,2113;711;7082;13;5266;4128;3240;2331,daytime:night,923;50,14;49,849;48,180;47,6059;46,3926;45,1450;44,270;43,6134;42,184;41,141;40,4091;39,2946;38,420;37,474;36,284;35,2078;34,95;33,4282;32,1151;31,1712;30,5314;29,1139;28,1010;27,1250;26,6158;25,338;24,7143;23,3804;22,2430;21,1181;20,2516;19,679;18,222;17,386;16,2243;15,1522;14,2908;13,4676;12,350;11,2003;10,1684;9,708;8,3341;7,5517;6,2678;5,3538;4,80;3,641;2,2536;1
52,3704;3577;5554;1377;1972;2651;5591;4807;355;368;3767;4882,daytime:afternoon,923;50,14;49,849;48,51;47,180;46,6059;45,3926;44,1450;43,270;42,6134;41,184;40,141;39,4091;38,2946;37,420;36,474;35,284;34,2078;33,95;32,4282;31,1151;30,1712;29,83;28,5314;27,1139;26,1010;25,1250;24,6158;23,338;22,7143;21,3804;20,2430;19,1181;18,2516;17,679;16,222;15,386;14,2243;13,1131;12,1522;11,2908;10,4676;9,350;8,2003;7,1684;6,708;5,3341;4,5517;3,3538;2,80;1
20,1025;4699;3448;3853;3761;5623;1562;5942;2385;5471;4629;1935;2176;5107;4196;3958;6573;1976;3187;5545;5793;265;380;2150;4010;5682;353;959;236;4481;1329;3953;4341;5785;399;5382;2610;3774;4034;1718;3961;29;2537;2767;253;2884;4715;4654;872;4685;2622;3928;4615;2430;4917;1665;199;3679,daytime:morning,353;50,3717;49,458;48,545;47,2338;46,2094;45,1725;44,396;43,7;42,1734;41,173;40,1694;39,280;38,1131;37,2007;36,1550;35,2784;34,4740;33,3182;32,6250;31,3770;30,603;29,942;28,5586;27,232;26,3929;25,2239;24,4137;23,3;22,184;21,2251;20,27;19,10;18,54;17,3579;16,2512;15,1614;14,1936;13,333;12,3774;11,4469;10,4418;9,3293;8,48;7,1276;6,439;5,4685;4,5091;3,1401;2,1989;1
20,817;545;1744;5999;2220;2375;1332;4839;5993;1337;4611;3639;4128;5135;580;1205;6771;3466;2248;1788;2713;3701;97;1783;2021;3924;2088;5447;6387;4122;3218;3445;3202;378;3283;3137;3505;4013;5949;4553;4230;5936;4802;3620;3185;3886;4837;1676;5607;1346;3588;1008;1578;1131;4961;3796;2913;2343,daytime:evening,353;50,3717;49,458;48,545;47,2338;46,250;45,604;44,423;43,7;42,524;41,1734;40,173;39,1694;38,280;37,1131;36,2007;35,1550;34,2784;33,5193;32,3182;31,6250;30,603;29,942;28,5586;27,232;26,3929;25,2239;24,86;23,4137;22,3;21,184;20,2251;19,10;18,54;17,3579;16,1614;15,333;14,3774;13,4469;12,4954;11,3293;10,48;9,1276;8,439;7,4685;6,2649;5,5091;4,1401;3,1989;2,3620;1
20,5148;535;5912;5676;1569;1458;1607;6757;658;1148;3775;449;3716;820;6160;5671;564;1462;3357;6239;793;4380;3350;6503;4751;4496;2217;1490;6127,daytime:night,353;50,3717;49,458;48,545;47,2094;46,250;45,604;44,1725;43,423;42,396;41,7;40,524;39,1734;38,173;37,1694;36,280;35,1131;34,2007;33,1550;32,4740;31,5193;30,6250;29,3770;28,603;27,942;26,5586;25,232;24,2239;23,86;22,4137;21,3;20,184;19,2251;18,27;17,10;16,54;15,3579;14,2512;13,1614;12,1936;11,333;10,3774;9,4469;8,4954;7,4418;6,3293;5,48;4,1276;3,439;2,4685;1
20,1250;4978;4204;2007;255;2790;833;368;440;3800;3517;3536;1246;1044;936;4600;3988;5589;2273;3782;692;2517;3162;5541;1004;3317;5094;4291;5100;3717;5132;4076;1128;5028;6630;3469;4361;3010;4411;62;3872;3648;3787;1961;2785;4881;5258;2603;676;2832;2759;652;47;2384;69;350;4102;2845;4824;3651;3388;5206;5020;3525;2173;720;4586;4513;5694;1539;3129,daytime:afternoon,353;50,3717;49,545;48,2338;47,2094;46,250;45,604;44,1725;43,423;42,396;41,7;40,524;39,173;38,280;37,1131;36,2007;35,2784;34,4740;33,5193;32,3182;31,3770;30,603;29,5586;28,232;27,3929;26,2239;25,86;24,3;23,184;22,2251;21,27;20,10;19,54;18,2512;17,1936;16,333;15,3774;14,4954;13,4418;12,3293;11,48;10,1276;9,439;8,4685;7,2649;6,5091;5,1401;4,1989;3,3620;2,3415;1
323,102;6999;3127;2885;7102;4631;1305;377;1621;107;4017;178;5144;4841;4407;385;2660;5379;1801;1982;4090;2327;5987;3296;3607;5100;6223;993;3666;1515;4068;1465;5262,daytime:morning,270;50,420;49,1607;48,942;47,95;46,1148;45,8;44,10;43,6141;42,456;41,2703;40,184;39,291;38,60;37,1097;36,232;35,1914;34,1550;33,207;32,1666;31,71;30,2164;29,222;28,6368;27,2946;26,189;25,1645;24,3;23,3028;22,604;21,368;20,1453;19,269;18,1786;17,86;16,5004;15,2160;14,545;13,2784;12,1023;11,1622;10,2446;9,54;8,679;7,2094;6,2347;5,5584;4,849;3,3601;2,2630;1
323,2508;719;1023;7261;533;1167;3625;424;6109;2267;1281;4190;2296;2947;749;448;1205;4920;6495;427;2888;2580;5665;1121;1321;725;5084;1183,daytime:evening,270;50,420;49,1607;48,95;47,1148;46,8;45,10;44,456;43,1854;42,2703;41,184;40,27;39,291;38,232;37,1914;36,207;35,974;34,1666;33,71;32,280;31,2164;30,6368;29,2946;28,189;27,1645;26,3;25,3028;24,173;23,368;22,1453;21,269;20,5004;19,2160;18,545;17,2784;16,1023;15,1622;14,2446;13,54;12,3553;11,679;10,2094;9,2347;8,5584;7,849;6,353;5,2630;4,2430;3,6067;2,140;1
323,1279;1302;6404;5874;245;6259;3135;5806;1898;118;4695;2241;701;6911;2291;4889;766;370;2550;1704;5777;7053;3788;1400;25;3496;6367;5194;54;5572;2378;6013;2645;3408;4082;67;3149;501;1319;153;1154,daytime:night,420;50,942;49,95;48,1148;47,10;46,6141;45,456;44,1854;43,2703;42,184;41,27;40,291;39,60;38,1097;37,1914;36,1550;35,974;34,1666;33,71;32,280;31,222;30,6368;29,2946;28,189;27,1645;26,604;25,173;24,1453;23,269;22,1786;21,86;20,5004;19,2160;18,545;17,2784;16,1023;15,1622;14,2446;13,54;12,3553;11,679;10,2094;9,2347;8,5584;7,849;6,3601;5,353;4,2630;3,2430;2,6067;1
