lambda,MAP_10_initial,MAP_10_rerank,MAP_25_initial,MAP_25_rerank,MAP_all_initial,MAP_all_rerank
0.00000,0.01125,0.01122,0.01000,0.00996,0.01082,0.01079
0.10000,0.01125,0.01064,0.01000,0.00959,0.01082,0.01042
0.20000,0.01125,0.00956,0.01000,0.00873,0.01082,0.00964
0.30000,0.01125,0.00882,0.01000,0.00815,0.01082,0.00918
0.40000,0.01125,0.00814,0.01000,0.00747,0.01082,0.00860
0.50000,0.01125,0.00771,0.01000,0.00713,0.01082,0.00834
0.60000,0.01125,0.00744,0.01000,0.00689,0.01082,0.00818
0.70000,0.01125,0.00732,0.01000,0.00679,0.01082,0.00808
0.80000,0.01125,0.00697,0.01000,0.00657,0.01082,0.00787
0.90000,0.01125,0.00690,0.01000,0.00652,0.01082,0.00784
1.00000,0.01125,0.00690,0.01000,0.00652,0.01082,0.00785
