lambda,MAP_10_initial,MAP_10_rerank,MAP_25_initial,MAP_25_rerank,MAP_all_initial,MAP_all_rerank
0.00000,0.01160,0.01160,0.01036,0.01036,0.01470,0.01470
0.10000,0.01160,0.01116,0.01036,0.01011,0.01470,0.01449
0.20000,0.01160,0.01058,0.01036,0.00962,0.01470,0.01407
0.30000,0.01160,0.00958,0.01036,0.00910,0.01470,0.01360
0.40000,0.01160,0.00912,0.01036,0.00874,0.01470,0.01328
0.50000,0.01160,0.00853,0.01036,0.00823,0.01470,0.01284
0.60000,0.01160,0.00770,0.01036,0.00751,0.01470,0.01223
0.70000,0.01160,0.00728,0.01036,0.00689,0.01470,0.01167
0.80000,0.01160,0.00661,0.01036,0.00613,0.01470,0.01093
0.90000,0.01160,0.00597,0.01036,0.00558,0.01470,0.01028
1.00000,0.01160,0.00536,0.01036,0.00519,0.01470,0.00974
