lambda,MAP_10_initial,MAP_10_rerank,MAP_25_initial,MAP_25_rerank,MAP_all_initial,MAP_all_rerank
0.00000,0.01160,0.01160,0.01036,0.01036,0.01276,0.01277
0.10000,0.01160,0.01211,0.01036,0.01076,0.01276,0.01320
0.20000,0.01160,0.01229,0.01036,0.01102,0.01276,0.01338
0.30000,0.01160,0.01246,0.01036,0.01114,0.01276,0.01345
0.40000,0.01160,0.01230,0.01036,0.01106,0.01276,0.01333
0.50000,0.01160,0.01222,0.01036,0.01113,0.01276,0.01346
0.60000,0.01160,0.01196,0.01036,0.01097,0.01276,0.01329
0.70000,0.01160,0.01206,0.01036,0.01107,0.01276,0.01339
0.80000,0.01160,0.01196,0.01036,0.01096,0.01276,0.01331
0.90000,0.01160,0.01175,0.01036,0.01062,0.01276,0.01305
1.00000,0.01160,0.01150,0.01036,0.01031,0.01276,0.01284
