lambda,MAP_10_initial,MAP_10_rerank,MAP_25_initial,MAP_25_rerank,MAP_all_initial,MAP_all_rerank
0.00000,0.01125,0.01122,0.01000,0.00996,0.01234,0.01231
0.10000,0.01125,0.01164,0.01000,0.01038,0.01234,0.01272
0.20000,0.01125,0.01198,0.01000,0.01080,0.01234,0.01313
0.30000,0.01125,0.01211,0.01000,0.01088,0.01234,0.01327
0.40000,0.01125,0.01244,0.01000,0.01125,0.01234,0.01363
0.50000,0.01125,0.01244,0.01000,0.01132,0.01234,0.01366
0.60000,0.01125,0.01255,0.01000,0.01130,0.01234,0.01364
0.70000,0.01125,0.01265,0.01000,0.01138,0.01234,0.01371
0.80000,0.01125,0.01268,0.01000,0.01139,0.01234,0.01369
0.90000,0.01125,0.01221,0.01000,0.01101,0.01234,0.01332
1.00000,0.01125,0.01120,0.01000,0.01026,0.01234,0.01263
