200
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200
52,4862;1649;1201;6545;1042;426;3990;4488;457,daytime:morning,7155;200,6089;199,3098;198,2886;197,2532;196,1795;195,7199;194,1781;193,7122;192,7196;191,1328;190,6210;189,3700;188,6936;187,1886;186,6811;185,7179;184,1651;183,6950;182,7228;181,4428;180,6874;179,1358;178,7151;177,1394;176,3563;175,822;174,1957;173,5532;172,4429;171,2106;170,1351;169,1998;168,6823;167,6808;166,322;165,7285;164,5865;163,6562;162,6264;161,11;160,7229;159,7084;158,6749;157,2261;156,1690;155,1342;154,6227;153,6951;152,2941;151,5546;150,6956;149,2382;148,6824;147,2721;146,7301;145,4472;144,3116;143,2822;142,3288;141,6979;140,3712;139,6464;138,820;137,6660;136,7239;135,4351;134,7303;133,2226;132,7269;131,282;130,4803;129,7015;128,7202;127,1249;126,6883;125,1767;124,752;123,3027;122,6820;121,4119;120,6725;119,7124;118,6876;117,5326;116,3213;115,7065;114,3559;113,1372;112,1482;111,6715;110,1857;109,6875;108,7212;107,7008;106,3184;105,6969;104,6953;103,7039;102,1105;101,2011;100,7249;99,6728;98,4096;97,6657;96,7189;95,2237;94,7268;93,6982;92,1787;91,6524;90,5851;89,2954;88,1907;87,7263;86,1871;85,7277;84,5674;83,3777;82,6122;81,2813;80,6907;79,6782;78,5350;77,7106;76,1516;75,6425;74,3067;73,6721;72,3335;71,2981;70,6508;69,573;68,6176;67,1159;66,1343;65,5217;64,896;63,5915;62,3156;61,5424;60,853;59,1964;58,7211;57,2065;56,1379;55,3147;54,2565;53,3292;52,158;51,2223;50,7016;49,2659;48,2294;47,463;46,6827;45,4488;44,6753;43,7040;42,484;41,3397;40,6964;39,3583;38,7182;37,5858;36,6941;35,6871;34,6935;33,7297;32,2936;31,3030;30,831;29,273;28,6479;27,7262;26,7281;25,3882;24,4475;23,1488;22,1331;21,1746;20,4584;19,4883;18,3578;17,6244;16,4279;15,3319;14,6945;13,7208;12,1268;11,6803;10,6497;9,7299;8,6743;7,6932;6,6039;5,765;4,7170;3,1192;2,4292;1
20,6599;5402;4558;2332;4413;4967;5745;2583;4025;1063;626;5487;771;855;1401;6201;785;2705;5387;2724;7136;5900;5915;1277;3674;5718;813;6621,daytime:night,7155;200,6089;199,2886;198,3098;197,2532;196,1795;195,7199;194,7196;193,1781;192,1328;191,7122;190,6210;189,3700;188,6936;187,1886;186,6811;185,7179;184,1651;183,6950;182,7228;181,4428;180,6874;179,1358;178,7151;177,3563;176,1394;175,1957;174,5532;173,2106;172,822;171,4429;170,1998;169,6823;168,1351;167,322;166,5865;165,6808;164,11;163,1342;162,7285;161,6562;160,7229;159,6264;158,7084;157,1690;156,6749;155,6951;154,2261;153,5546;152,2941;151,4472;150,6227;149,2382;148,6824;147,3116;146,2822;145,6956;144,7301;143,6464;142,2721;141,3288;140,7269;139,4803;138,6660;137,2226;136,7015;135,6979;134,3712;133,4351;132,7239;131,7303;130,282;129,6820;128,7202;127,1249;126,6725;125,4119;124,6883;123,3027;122,7124;121,1767;120,6876;119,5326;118,3213;117,1482;116,752;115,7065;114,3559;113,3184;112,6875;111,1372;110,6715;109,1857;108,7039;107,6969;106,1105;105,7212;104,6953;103,7008;102,7268;101,7249;100,4096;99,6657;98,7189;97,2011;96,6982;95,7263;94,6728;93,1787;92,5851;91,2237;90,2954;89,1871;88,3777;87,6524;86,6122;85,6425;84,5674;83,573;82,6782;81,3067;80,5350;79,1907;78,6907;77,5915;76,2813;75,7106;74,6508;73,1516;72,1964;71,2981;70,7277;69,3335;68,1343;67,1159;66,5424;65,6176;64,6721;63,7211;62,3156;61,2223;60,896;59,3292;58,5217;57,158;56,6827;55,7016;54,2565;53,463;52,853;51,2065;50,3147;49,1379;48,6871;47,3397;46,4488;45,2294;44,7040;43,6244;42,2659;41,1746;40,7182;39,5858;38,831;37,4475;36,3319;35,6753;34,273;33,484;32,7281;31,1488;30,6964;29,6246;28,3882;27,3583;26,7297;25,7262;24,1331;23,2271;22,3030;21,7208;20,6941;19,6935;18,2936;17,4883;16,6479;15,3286;14,7184;13,6803;12,7170;11,3668;10,6743;9,6932;8,3578;7,6680;6,6945;5,7048;4,998;3,6039;2,7081;1
182,5546;403;4188;5973;270;456,daytime:night,7155;200,6089;199,1795;198,2532;197,3098;196,2886;195,1328;194,7199;193,1781;192,7196;191,7122;190,3700;189,6936;188,6210;187,6811;186,1651;185,7179;184,1886;183,7228;182,6950;181,1358;180,4428;179,1957;178,2106;177,5532;176,7151;175,3563;174,1998;173,1394;172,6874;171,4429;170,6823;169,322;168,5865;167,822;166,6562;165,1342;164,1351;163,11;162,2261;161,6951;160,4472;159,7229;158,3116;157,7084;156,6824;155,7285;154,6264;153,2822;152,2382;151,1690;150,5546;149,6749;148,6808;147,3288;146,7301;145,6956;144,6725;143,2941;142,6227;141,6464;140,4351;139,2721;138,820;137,6979;136,3027;135,4803;134,6660;133,7124;132,7239;131,3213;130,7202;129,7269;128,7065;127,7015;126,3184;125,7303;124,3712;123,3559;122,1767;121,1482;120,2226;119,1249;118,7039;117,4119;116,7268;115,6820;114,1105;113,6876;112,6883;111,6875;110,752;109,1372;108,6969;107,5326;106,6715;105,2237;104,282;103,6508;102,6425;101,7249;100,5350;99,3777;98,1787;97,2011;96,3067;95,6982;94,6122;93,6953;92,6907;91,7008;90,1159;89,1907;88,1871;87,4096;86,5851;85,5674;84,1343;83,2981;82,1857;81,5915;80,7189;79,2223;78,6524;77,3397;76,2813;75,573;74,6479;73,1964;72,7263;71,7212;70,6657;69,6176;68,1516;67,1379;66,7211;65,6728;64,484;63,5424;62,2065;61,896;60,5217;59,2954;58,4488;57,7277;56,2659;55,998;54,6753;53,3156;52,2936;51,6433;50,7282;49,1272;48,1488;47,3292;46,6934;45,158;44,7040;43,3882;42,7081;41,7281;40,3506;39,7188;38,3147;37,5858;36,4883;35,765;34,4475;33,6782;32,2565;31,6945;30,1746;29,3669;28,7262;27,2271;26,664;25,3335;24,6941;23,3583;22,6964;21,7016;20,463;19,413;18,6447;17,2294;16,4605;15,6827;14,7184;13,7205;12,4130;11,831;10,3668;9,3235;8,6039;7,7119;6,7106;5,3030;4,7107;3,6783;2,6406;1
154,5362;5424;1077;1734;42;1188;180;502;1346;6835;2960;2684;5086;2523;4041;4321;2136,daytime:night,7155;200,6089;199,3098;198,2886;197,2532;196,1795;195,7199;194,7196;193,1781;192,1328;191,7122;190,6210;189,3700;188,6936;187,1886;186,6811;185,7179;184,1651;183,6950;182,7228;181,4428;180,1358;179,6874;178,7151;177,3563;176,1394;175,1957;174,5532;173,2106;172,822;171,4429;170,1998;169,6823;168,1351;167,322;166,5865;165,6808;164,11;163,1342;162,6562;161,7285;160,7229;159,1690;158,6264;157,7084;156,2261;155,6951;154,6749;153,5546;152,2941;151,6824;150,6227;149,4472;148,2382;147,3116;146,6956;145,2822;144,7301;143,2721;142,6464;141,3288;140,7269;139,4803;138,6660;137,6979;136,3712;135,2226;134,7015;133,7239;132,820;131,4351;130,7303;129,282;128,6820;127,7202;126,1249;125,4119;124,6725;123,6883;122,3027;121,7124;120,6876;119,1767;118,5326;117,3213;116,1482;115,752;114,7065;113,3559;112,3184;111,6875;110,1372;109,6715;108,7039;107,1857;106,6969;105,7212;104,1105;103,7249;102,7008;101,6953;100,7268;99,2011;98,7189;97,4096;96,6982;95,6657;94,7263;93,5851;92,6728;91,1787;90,2237;89,1871;88,2954;87,6524;86,3777;85,6122;84,6425;83,5674;82,5350;81,6782;80,573;79,3067;78,6907;77,1907;76,2813;75,7106;74,5915;73,6508;72,1343;71,1516;70,2981;69,1964;68,1159;67,3335;66,7277;65,5424;64,6176;63,6721;62,3156;61,7211;60,5217;59,3292;58,158;57,2223;56,896;55,853;54,7016;53,6827;52,3147;51,2065;50,2565;49,463;48,1379;47,6871;46,3397;45,4488;44,1746;43,6753;42,2659;41,484;40,2294;39,6244;38,7040;37,7281;36,831;35,5858;34,6964;33,4475;32,273;31,3319;30,3882;29,6246;28,1488;27,7182;26,1331;25,7297;24,3583;23,6479;22,7262;21,2936;20,4883;19,3030;18,7184;17,6941;16,7208;15,2271;14,3668;13,3286;12,6935;11,3578;10,7170;9,6803;8,6932;7,6743;6,6039;5,7081;4,6680;3,3669;2,1272;1
154,3741;3735;4613;5271;358;2662;1427;942;3521;7261;4545;127;1109;2814;2401;26;128;5821;5153;2882;5625;243;4270;2162;3342;3583;1540;1923;1912;3031;23;173;5457;6921;4904;6376;3058,daytime:afternoon,7155;200,6089;199,3098;198,2886;197,2532;196,1795;195,7199;194,7196;193,1781;192,1328;191,7122;190,6210;189,3700;188,6936;187,1886;186,6811;185,7179;184,1651;183,6950;182,7228;181,4428;180,1358;179,6874;178,7151;177,3563;176,1394;175,1957;174,5532;173,2106;172,822;171,4429;170,1998;169,6823;168,1351;167,322;166,5865;165,6808;164,11;163,1342;162,6562;161,7285;160,7229;159,1690;158,6264;157,7084;156,2261;155,6951;154,6749;153,5546;152,2941;151,6824;150,6227;149,4472;148,2382;147,3116;146,6956;145,2822;144,7301;143,2721;142,6464;141,3288;140,7269;139,4803;138,6660;137,6979;136,3712;135,2226;134,7015;133,7239;132,820;131,4351;130,7303;129,282;128,6820;127,7202;126,1249;125,4119;124,6725;123,6883;122,3027;121,7124;120,6876;119,1767;118,5326;117,3213;116,1482;115,752;114,7065;113,3559;112,3184;111,6875;110,1372;109,6715;108,7039;107,1857;106,6969;105,7212;104,1105;103,7249;102,7008;101,6953;100,7268;99,2011;98,7189;97,4096;96,6982;95,6657;94,7263;93,5851;92,6728;91,1787;90,2237;89,1871;88,2954;87,6524;86,3777;85,6122;84,6425;83,5674;82,5350;81,6782;80,573;79,3067;78,6907;77,1907;76,2813;75,7106;74,5915;73,6508;72,1343;71,1516;70,2981;69,1964;68,1159;67,3335;66,7277;65,5424;64,6176;63,6721;62,3156;61,7211;60,5217;59,3292;58,158;57,2223;56,896;55,853;54,7016;53,6827;52,3147;51,2065;50,2565;49,463;48,1379;47,6871;46,3397;45,4488;44,1746;43,6753;42,2659;41,484;40,2294;39,6244;38,7040;37,7281;36,831;35,5858;34,6964;33,4475;32,273;31,3319;30,3882;29,6246;28,1488;27,7182;26,1331;25,7297;24,3583;23,6479;22,7262;21,2936;20,4883;19,3030;18,7184;17,6941;16,7208;15,2271;14,3668;13,3286;12,6935;11,3578;10,7170;9,6803;8,6932;7,6743;6,6039;5,7081;4,6680;3,3669;2,1272;1
128,3164;882;1874;327;1099;6524;4703;1149;5755;2423;5139;4435;4043;2977;6333;6011;300;4807;453;3487;2369;6604;3508;4005;3280;3692;5550;1923;1525;6547;6140;2166;1425;1761;854;2443;3221;761;2214;2103;6207;261;4251,daytime:evening,7155;200,6089;199,3098;198,2886;197,2532;196,1795;195,7199;194,1781;193,7196;192,7122;191,1328;190,6210;189,3700;188,6936;187,1886;186,1651;185,6811;184,7179;183,6950;182,7228;181,4428;180,7151;179,6874;178,1358;177,1394;176,1957;175,3563;174,822;173,2106;172,5532;171,1351;170,4429;169,6823;168,1998;167,322;166,5865;165,6562;164,7285;163,11;162,7229;161,1342;160,2261;159,6808;158,6264;157,6749;156,4472;155,2941;154,5546;153,1690;152,7084;151,2382;150,6951;149,6227;148,3116;147,7301;146,2721;145,6824;144,2822;143,3288;142,6956;141,7303;140,6464;139,7239;138,7015;137,2226;136,6660;135,7269;134,4351;133,6979;132,3712;131,6725;130,820;129,7124;128,4803;127,6820;126,3027;125,1249;124,282;123,1767;122,6883;121,752;120,3213;119,7202;118,1372;117,4119;116,1482;115,6876;114,3559;113,3184;112,6715;111,7065;110,7039;109,6875;108,5326;107,7212;106,1105;105,7189;104,7008;103,6969;102,1857;101,6982;100,2237;99,6953;98,2011;97,1787;96,3777;95,7268;94,4096;93,7249;92,6728;91,3067;90,1907;89,5350;88,7263;87,5674;86,1871;85,6508;84,2954;83,6907;82,5851;81,573;80,6524;79,6122;78,1343;77,6657;76,6425;75,6782;74,5424;73,7277;72,2813;71,5915;70,3335;69,1159;68,6721;67,158;66,1516;65,1964;64,7016;63,2223;62,6176;61,3156;60,2981;59,7211;58,853;57,6753;56,7106;55,3292;54,463;53,5217;52,4488;51,2065;50,6827;49,7040;48,896;47,484;46,1379;45,2294;44,2565;43,6244;42,3397;41,5858;40,1746;39,3319;38,6479;37,3147;36,6246;35,7208;34,273;33,7182;32,1331;31,7297;30,4475;29,2936;28,2659;27,2271;26,1488;25,1272;24,3668;23,6964;22,6039;21,6149;20,6941;19,4883;18,4279;17,7184;16,7262;15,5937;14,3286;13,6945;12,6935;11,4584;10,765;9,6871;8,6316;7,6971;6,7281;5,7170;4,7282;3,3882;2,3506;1
185,3734;340;6014;4353;1269;1109;4024;4707;1159;4937;1432;3503;6541;4920;1066;2059;4560;4891;2442;3790;811;1729;2865;1131;937;5059;6143,daytime:evening,7155;200,6089;199,2886;198,2532;197,3098;196,1795;195,7199;194,7196;193,7122;192,1781;191,1328;190,3700;189,6210;188,6936;187,6811;186,1886;185,7179;184,1651;183,6950;182,4428;181,7228;180,3563;179,1358;178,6874;177,7151;176,1394;175,5532;174,1957;173,2106;172,6823;171,822;170,4429;169,1998;168,5865;167,322;166,6808;165,1351;164,1342;163,11;162,1690;161,6562;160,7229;159,7285;158,6264;157,6951;156,6749;155,2941;154,2382;153,5546;152,6824;151,4472;150,2261;149,7269;148,6227;147,2822;146,6464;145,3116;144,6660;143,4803;142,6956;141,7301;140,3288;139,7015;138,3712;137,2226;136,7239;135,2721;134,282;133,6820;132,4351;131,6979;130,4119;129,6876;128,7303;127,820;126,6883;125,3027;124,7202;123,6725;122,7065;121,1767;120,5326;119,1249;118,7039;117,1482;116,7124;115,6875;114,3184;113,752;112,6969;111,3213;110,6715;109,1372;108,3559;107,7212;106,7189;105,7263;104,1857;103,2954;102,6953;101,4096;100,1105;99,6657;98,7249;97,5851;96,7268;95,6982;94,1871;93,7008;92,6782;91,6728;90,1787;89,1964;88,573;87,6524;86,6122;85,2011;84,5674;83,6425;82,2237;81,5350;80,3777;79,7106;78,3067;77,5915;76,6907;75,6827;74,2813;73,1907;72,6721;71,7016;70,6508;69,1343;68,7211;67,6176;66,896;65,2223;64,7277;63,853;62,1516;61,3292;60,158;59,6871;58,1159;57,3156;56,5424;55,2565;54,2981;53,3335;52,273;51,3319;50,463;49,1746;48,2294;47,6244;46,7040;45,6246;44,5217;43,831;42,5858;41,7281;40,3882;39,7182;38,7208;37,3668;36,4475;35,3397;34,3147;33,1379;32,484;31,3583;30,1331;29,2065;28,1488;27,7184;26,3030;25,4488;24,6964;23,7297;22,7282;21,6753;20,2659;19,6743;18,7081;17,7170;16,3286;15,589;14,6803;13,6945;12,7299;11,3669;10,3841;9,4431;8,413;7,7048;6,4883;5,6680;4,6149;3,5474;2,6509;1
316,4763;6519;4406;2386;3553;5762;5406;6807;4947;410;2284;403;4856;3262;2025;6273;1556;421;2251;5452;5224;1972;2527;2584;1348;5987;294;3931;4865;380;646;5459;5065;3268;3324;208;6092;4984;3453;2195;5914;4174;5630;4603;893;797;6874;137;7144;5096;320;5539;3835;6187;1180;1176;3008;7;5973;3586;5357;3172;4282;1697;1508;2445;6484;539;450;3075;5790;638;6773,daytime:morning,7155;200,6089;199,3098;198,2886;197,2532;196,1795;195,7199;194,1781;193,7196;192,1328;191,7122;190,3700;189,6210;188,6936;187,1886;186,6811;185,1651;184,7179;183,6950;182,7228;181,4428;180,7151;179,1358;178,6874;177,1957;176,5532;175,1394;174,2106;173,1998;172,822;171,4429;170,322;169,6823;168,5865;167,1351;166,11;165,1342;164,6808;163,6562;162,7229;161,7084;160,1690;159,2261;158,6264;157,6951;156,2941;155,6749;154,5546;153,6824;152,6227;151,4472;150,3116;149,6956;148,2382;147,3288;146,2822;145,6464;144,7301;143,2721;142,7269;141,4803;140,6979;139,820;138,6660;137,7239;136,4351;135,3712;134,7015;133,2226;132,6820;131,6725;130,7202;129,3027;128,1249;127,282;126,4119;125,7124;124,3213;123,6876;122,6883;121,1482;120,5326;119,7065;118,1767;117,752;116,3184;115,6875;114,1372;113,3559;112,1105;111,7039;110,6969;109,1857;108,7212;107,6953;106,7249;105,7268;104,6982;103,2011;102,4096;101,7263;100,2237;99,7008;98,5851;97,7189;96,6657;95,1787;94,1871;93,6728;92,2954;91,6524;90,6122;89,6425;88,3777;87,5350;86,573;85,5674;84,6907;83,6782;82,6508;81,3067;80,1907;79,2981;78,5915;77,2813;76,5424;75,1516;74,6176;73,1343;72,7106;71,3335;70,3156;69,1964;68,7277;67,1159;66,7211;65,5217;64,2223;63,3292;62,6721;61,158;60,2065;59,2565;58,896;57,4488;56,1746;55,7016;54,2659;53,1379;52,463;51,6753;50,6827;49,3397;48,6871;47,3147;46,484;45,6479;44,3882;43,1488;42,853;41,1331;40,7281;39,3030;38,831;37,6244;36,7040;35,4475;34,7297;33,6246;32,3583;31,2294;30,6941;29,5858;28,6964;27,7262;26,2936;25,2271;24,7184;23,6932;22,1272;21,7170;20,4883;19,7182;18,6039;17,3668;16,273;15,998;14,3319;13,765;12,6935;11,3841;10,7048;9,3669;8,7081;7,6680;6,6743;5,6149;4,6934;3,3286;2,7208;1
316,4226;43;4934;503;4717;1851;7062;3321;4024;5341;6638;5298;1858;3045;4095;3966;527;5868;2830;2084;6649;3717;1788;1416;6018;1264;6368;4276;1734;133;679;5988;4942;2543;104;5902;4017;2116;423;4263;5608;45;6895;3347;6042;2421;383;3527;6398;1479;3139;407;425;5706;6037;6207;4488;6049;5336,daytime:evening,7155;200,6089;199,3098;198,2886;197,2532;196,1795;195,7199;194,1781;193,7196;192,1328;191,7122;190,3700;189,6210;188,6936;187,1886;186,6811;185,1651;184,7179;183,6950;182,7228;181,4428;180,7151;179,1358;178,6874;177,3563;176,1957;175,5532;174,1394;173,2106;172,1998;171,822;170,4429;169,322;168,6823;167,5865;166,1351;165,11;164,1342;163,6808;162,6562;161,7285;160,7229;159,7084;158,1690;157,2261;156,6264;155,6951;154,2941;153,6749;152,5546;151,6824;150,6227;149,4472;148,3116;147,6956;146,2382;145,3288;144,2822;143,6464;142,7301;141,2721;140,7269;139,4803;138,6979;137,820;136,6660;135,7239;134,4351;133,7303;132,3712;131,7015;130,2226;129,6820;128,6725;127,7202;126,3027;125,1249;124,282;123,4119;122,7124;121,3213;120,6876;119,1482;118,5326;117,7065;116,1767;115,752;114,3184;113,6875;112,1372;111,3559;110,1105;109,6715;108,7039;107,6969;106,1857;105,7212;104,6953;103,7249;102,7268;101,6982;100,2011;99,4096;98,7263;97,2237;96,7008;95,5851;94,7189;93,6657;92,1787;91,1871;90,6728;89,2954;88,6524;87,6122;86,6425;85,3777;84,5350;83,5674;82,6907;81,6782;80,6508;79,3067;78,1907;77,2981;76,5915;75,2813;74,5424;73,1516;72,6176;71,1343;70,7106;69,3335;68,3156;67,1964;66,7277;65,1159;64,7211;63,5217;62,2223;61,3292;60,6721;59,158;58,2065;57,2565;56,896;55,4488;54,1746;53,7016;52,2659;51,1379;50,463;49,6753;48,6827;47,3397;46,6871;45,3147;44,484;43,6479;42,3882;41,1488;40,853;39,1331;38,7281;37,3030;36,831;35,6244;34,7040;33,4475;32,7297;31,6246;30,3583;29,2294;28,6941;27,5858;26,6964;25,7262;24,2936;23,2271;22,7184;21,6932;20,1272;19,4883;18,7182;17,6039;16,3668;15,273;14,998;13,765;12,6935;11,3841;10,7048;9,3669;8,7081;7,6680;6,6743;5,6149;4,6934;3,3286;2,6803;1
316,975;7273;7043;4363;6517;2598;1993;1084;4598;3191;1733;2499;809;291;2406;1936;2986;785;3311;3120;1019;1410;3230;2781;3234;371;6047;5512;3803;3790;2253;4482;2214;4077;4470;848;2847;6721;2915;2946;148;4080;932;5343;121;1350;5454;3396;560;4731;4347;5777;100;7221;7219;5553;4103;6029;6570;5018;5093;4091;2680;5338;1223;1349;811;5214;3105;1361;5801;3113;742;6973,daytime:afternoon,7155;200,6089;199,3098;198,2886;197,2532;196,1795;195,7199;194,1781;193,7196;192,1328;191,7122;190,3700;189,6210;188,6936;187,1886;186,6811;185,1651;184,7179;183,6950;182,7228;181,4428;180,7151;179,1358;178,6874;177,3563;176,1957;175,5532;174,1394;173,2106;172,1998;171,822;170,4429;169,322;168,6823;167,5865;166,1351;165,11;164,1342;163,6808;162,6562;161,7285;160,7229;159,7084;158,1690;157,2261;156,6264;155,6951;154,2941;153,6749;152,5546;151,6824;150,6227;149,4472;148,3116;147,6956;146,2382;145,3288;144,2822;143,6464;142,7301;141,2721;140,7269;139,4803;138,6979;137,820;136,6660;135,7239;134,4351;133,7303;132,3712;131,7015;130,2226;129,6820;128,6725;127,7202;126,3027;125,1249;124,282;123,4119;122,7124;121,3213;120,6876;119,6883;118,1482;117,5326;116,7065;115,1767;114,752;113,3184;112,6875;111,1372;110,3559;109,1105;108,6715;107,7039;106,6969;105,1857;104,7212;103,6953;102,7249;101,7268;100,6982;99,2011;98,4096;97,7263;96,2237;95,7008;94,5851;93,7189;92,6657;91,1787;90,1871;89,6728;88,2954;87,6524;86,6122;85,6425;84,3777;83,5350;82,573;81,5674;80,6907;79,6782;78,6508;77,3067;76,1907;75,2981;74,5915;73,2813;72,5424;71,1516;70,6176;69,1343;68,7106;67,3335;66,3156;65,1964;64,7277;63,1159;62,7211;61,5217;60,2223;59,3292;58,6721;57,158;56,2065;55,2565;54,896;53,4488;52,1746;51,7016;50,2659;49,1379;48,463;47,6753;46,6827;45,3397;44,6871;43,3147;42,484;41,6479;40,3882;39,1488;38,853;37,1331;36,7281;35,3030;34,831;33,6244;32,7040;31,4475;30,7297;29,6246;28,3583;27,2294;26,6941;25,5858;24,6964;23,7262;22,2936;21,2271;20,7184;19,6932;18,1272;17,7170;16,4883;15,7182;14,6039;13,3668;12,273;11,998;10,3319;9,765;8,6935;7,3841;6,7048;5,3669;4,7081;3,6680;2,6743;1
