200
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200
52,4960;3276;4813;1567;5814;6328;5800;4870,daytime:morning,923;200,80;199,101;198,1131;197,162;196,51;195,1645;194,180;193,141;192,5946;191,3595;190,1421;189,1250;188,75;187,3321;186,100;185,1138;184,3348;183,4809;182,974;181,2796;180,5531;179,4718;178,1765;177,3643;176,956;175,300;174,2771;173,1139;172,361;171,2505;170,1960;169,1786;168,4404;167,2063;166,5694;165,2772;164,842;163,2630;162,3352;161,209;160,3455;159,2385;158,225;157,1030;156,2090;155,1205;154,3736;153,2522;152,1227;151,3943;150,2120;149,872;148,4467;147,4819;146,4909;145,981;144,3189;143,725;142,849;141,430;140,763;139,420;138,4364;137,2536;136,1118;135,1188;134,2104;133,69;132,591;131,4847;130,844;129,3689;128,3339;127,2558;126,5517;125,2811;124,450;123,1166;122,2998;121,4807;120,1095;119,5516;118,414;117,6216;116,6127;115,1151;114,2840;113,3488;112,4529;111,1024;110,4843;109,1363;108,6779;107,3217;106,4451;105,2101;104,3851;103,4875;102,3239;101,3010;100,5599;99,4155;98,6805;97,4083;96,2506;95,3136;94,1412;93,703;92,2792;91,4792;90,7083;89,3402;88,3040;87,2678;86,2932;85,240;84,4771;83,3370;82,27;81,6328;80,2110;79,2591;78,3724;77,3784;76,1306;75,5271;74,4382;73,4965;72,2031;71,6404;70,1136;69,2069;68,3844;67,181;66,3570;65,85;64,503;63,368;62,2649;61,3095;60,2074;59,1744;58,1522;57,1316;56,671;55,1450;54,865;53,6202;52,5448;51,284;50,5737;49,3419;48,3442;47,4071;46,6158;45,2606;44,355;43,480;42,5267;41,4742;40,3719;39,1536;38,4626;37,1033;36,1993;35,726;34,4218;33,94;32,2544;31,354;30,1142;29,4301;28,1226;27,2553;26,184;25,3283;24,4519;23,6116;22,666;21,3417;20,1006;19,1125;18,377;17,1650;16,494;15,2855;14,3341;13,6067;12,2511;11,3917;10,5502;9,2720;8,2655;7,3244;6,395;5,2478;4,6267;3,1181;2,2735;1
52,5461;6779;2649;1771;5443;1006;5241;3776;4307;6704,daytime:night,923;200,80;199,101;198,222;197,162;196,621;195,1645;194,180;193,141;192,5946;191,3595;190,1250;189,3433;188,75;187,3321;186,100;185,1365;184,1138;183,3348;182,4809;181,974;180,2796;179,5531;178,4718;177,3088;176,1765;175,3643;174,956;173,300;172,2771;171,1139;170,361;169,2505;168,1960;167,1786;166,4404;165,2063;164,5694;163,2772;162,842;161,2630;160,3352;159,209;158,3455;157,2385;156,225;155,1030;154,2090;153,1205;152,3736;151,2522;150,1227;149,3943;148,872;147,4467;146,4819;145,4909;144,981;143,3189;142,725;141,849;140,430;139,763;138,420;137,4364;136,2536;135,1118;134,1188;133,69;132,591;131,4847;130,844;129,2528;128,3689;127,3339;126,2558;125,5517;124,2811;123,450;122,1166;121,2998;120,4807;119,1095;118,5516;117,414;116,6216;115,6127;114,1151;113,2840;112,3488;111,4529;110,1024;109,4843;108,1363;107,6779;106,3217;105,4451;104,1533;103,2101;102,3851;101,4875;100,3239;99,3010;98,4282;97,5599;96,4155;95,6805;94,4083;93,2506;92,3136;91,1412;90,703;89,2792;88,4792;87,7083;86,3402;85,3040;84,2678;83,2932;82,240;81,426;80,4771;79,3370;78,27;77,6328;76,2110;75,457;74,2591;73,2584;72,3724;71,3784;70,1306;69,5271;68,4382;67,4965;66,2815;65,2031;64,6404;63,1136;62,2069;61,3844;60,181;59,3570;58,85;57,503;56,368;55,2649;54,3095;53,2074;52,1744;51,1522;50,1316;49,671;48,1450;47,865;46,6202;45,5448;44,284;43,5737;42,3419;41,3442;40,4071;39,6158;38,2606;37,355;36,480;35,5267;34,4742;33,3719;32,1536;31,4626;30,1033;29,1993;28,726;27,4218;26,94;25,2544;24,354;23,1142;22,4301;21,1226;20,2553;19,184;18,5483;17,3283;16,4519;15,6116;14,666;13,1006;12,1125;11,377;10,1650;9,494;8,168;7,2855;6,3341;5,6067;4,2511;3,3917;2,5502;1
52,6110;6195;1457;799;3010;2511;2521,daytime:afternoon,923;200,80;199,101;198,1131;197,222;196,162;195,621;194,51;193,1645;192,180;191,141;190,5946;189,3595;188,1421;187,1250;186,3433;185,75;184,3321;183,100;182,1365;181,1138;180,3348;179,4809;178,974;177,2796;176,5531;175,4718;174,3088;173,1765;172,3643;171,956;170,300;169,2771;168,1139;167,361;166,2505;165,1960;164,1786;163,4404;162,2772;161,842;160,2630;159,3352;158,209;157,3455;156,2385;155,225;154,1030;153,2090;152,1205;151,3736;150,2522;149,1227;148,3943;147,2120;146,872;145,4819;144,4909;143,981;142,3189;141,725;140,849;139,430;138,763;137,420;136,4364;135,2536;134,1118;133,1188;132,2104;131,69;130,591;129,4847;128,844;127,2528;126,3689;125,3339;124,2558;123,5517;122,2811;121,450;120,1166;119,2998;118,1095;117,5516;116,414;115,6216;114,6127;113,1151;112,2840;111,3488;110,4529;109,1024;108,4843;107,1363;106,6779;105,3217;104,4451;103,1533;102,2101;101,3851;100,4875;99,3239;98,3010;97,4282;96,5599;95,4155;94,6805;93,4083;92,2506;91,3136;90,703;89,2792;88,4792;87,7083;86,3402;85,3040;84,2932;83,240;82,426;81,4771;80,3370;79,27;78,6328;77,2110;76,457;75,2591;74,2584;73,3724;72,3784;71,1306;70,5271;69,4382;68,4965;67,2815;66,2031;65,6404;64,1136;63,2069;62,3844;61,181;60,3570;59,85;58,503;57,2649;56,3095;55,2074;54,1744;53,1522;52,1316;51,671;50,1450;49,865;48,6202;47,5448;46,284;45,5737;44,3419;43,3442;42,4071;41,6158;40,2606;39,480;38,5267;37,4742;36,3719;35,1536;34,4626;33,1033;32,1993;31,726;30,4218;29,94;28,2544;27,354;26,1142;25,4301;24,1226;23,2553;22,184;21,5483;20,3283;19,4519;18,6116;17,666;16,3417;15,1006;14,1125;13,377;12,1650;11,494;10,168;9,2855;8,3341;7,6067;6,2511;5,3917;4,5502;3,2720;2,395;1
20,4487;4182;5698;7100;1605;4573;2970;7088;4923;1485;3892;5976;3044;5618;345;6577;2685;347;1173;2858;1831;3225;214;2105;860;6252;1296;5286;2013;2393;4267;946;6513;1534;3289;4537;5743;5673;1990;912;2040;893;1613;5503;5105;5256;2650;2099;754;4527;6789;1388;1891;226;604;2591;5577;4593;1425;1521;2515;6065;5398;4621;1221,daytime:morning,3444;200,942;199,420;198,2338;197,604;196,1936;195,2512;194,5770;193,3770;192,4920;191,1550;190,173;189,545;188,3588;187,6067;186,1917;185,2378;184,4854;183,4451;182,63;181,2143;180,3799;179,2946;178,54;177,270;176,4741;175,1645;174,4782;173,95;172,3829;171,51;170,1831;169,996;168,2894;167,60;166,4365;165,3131;164,1157;163,4013;162,2888;161,3615;160,1499;159,832;158,5034;157,4418;156,2785;155,2657;154,222;153,2345;152,474;151,2993;150,3970;149,6490;148,563;147,1148;146,1883;145,5977;144,2940;143,396;142,4923;141,2047;140,3717;139,1919;138,5372;137,4641;136,3388;135,1789;134,1254;133,811;132,1715;131,4427;130,2724;129,7;128,168;127,71;126,4137;125,6007;124,1725;123,2705;122,237;121,1607;120,439;119,1365;118,891;117,1569;116,453;115,4632;114,3681;113,1574;112,1614;111,291;110,2854;109,2477;108,4569;107,1961;106,5765;105,383;104,3851;103,1960;102,5946;101,3620;100,2676;99,1694;98,3158;97,2832;96,2372;95,5019;94,4474;93,27;92,3238;91,3891;90,1539;89,3533;88,2268;87,2817;86,3357;85,3720;84,1006;83,6885;82,5578;81,2652;80,3753;79,2486;78,1356;77,5912;76,381;75,2563;74,2160;73,6686;72,3069;71,2662;70,235;69,5434;68,4291;67,338;66,771;65,2495;64,14;63,5236;62,1250;61,2713;60,6314;59,2124;58,6112;57,1795;56,975;55,3182;54,2369;53,3579;52,2078;51,2431;50,3872;49,6172;48,3612;47,2848;46,1341;45,6821;44,2252;43,232;42,2349;41,1421;40,6372;39,1113;38,1203;37,4639;36,3214;35,3789;34,5359;33,2494;32,1411;31,552;30,3664;29,6506;28,3143;27,5592;26,1786;25,1948;24,2506;23,1977;22,2943;21,6205;20,386;19,1044;18,5549;17,6639;16,5252;15,1057;14,6091;13,4309;12,1610;11,4912;10,5288;9,652;8,6157;7,2074;6,1004;5,4008;4,5973;3,1066;2,2807;1
20,975;4679;406;3430;2473;3862;5956;2094;713;5563;428;3906;1911;591;4508;3934;1445;5896;4770;5989;453;5026;6890;2817;2059;2378;6138;3273;2611;5168;1766;27;2037;4316;646;21;5663;4641;5913;715;5856;5810;5771;1879;5483;6352;2676;4417;1305;6079;4659;2700;165;1087;3503;222;4418;1757;4630;2387;5071;5811;3939;2604;2536;6615;6319;5742;5926;1070;5084;4711;2030,daytime:evening,3444;200,942;199,420;198,2338;197,604;196,250;195,5770;194,4920;193,1550;192,173;191,6067;190,1102;189,1917;188,2649;187,2378;186,4854;185,4451;184,63;183,1856;182,3799;181,2946;180,1013;179,54;178,270;177,4741;176,3575;175,1645;174,4782;173,4852;172,1831;171,996;170,4655;169,60;168,4365;167,3131;166,1157;165,2888;164,1499;163,832;162,5034;161,4418;160,1976;159,2785;158,423;157,2657;156,222;155,2345;154,474;153,2993;152,3970;151,6490;150,563;149,380;148,1148;147,1883;146,2940;145,4923;144,2047;143,3717;142,1919;141,5372;140,1935;139,4641;138,3388;137,1789;136,1254;135,811;134,2724;133,199;132,7;131,168;130,71;129,4137;128,6007;127,2705;126,237;125,1607;124,439;123,1365;122,891;121,1569;120,453;119,3681;118,2233;117,1574;116,1614;115,291;114,2477;113,4569;112,1961;111,5765;110,383;109,3851;108,1960;107,5946;106,2676;105,1694;104,3158;103,2832;102,2372;101,5019;100,4474;99,27;98,3238;97,3891;96,1539;95,3533;94,2268;93,2817;92,3357;91,3720;90,3042;89,1006;88,6885;87,3762;86,5578;85,2652;84,3753;83,2486;82,1356;81,5912;80,381;79,2563;78,2160;77,6686;76,1025;75,3069;74,6236;73,2662;72,235;71,5434;70,4291;69,338;68,771;67,2495;66,3953;65,1955;64,5236;63,1250;62,6314;61,6112;60,1795;59,975;58,3182;57,2369;56,3579;55,2078;54,2431;53,3872;52,6172;51,2400;50,2848;49,5545;48,6821;47,2252;46,1982;45,232;44,2349;43,1421;42,6372;41,3761;40,1113;39,2019;38,1203;37,3214;36,3789;35,5359;34,2494;33,1411;32,552;31,3664;30,6506;29,3143;28,5592;27,1786;26,1948;25,2506;24,1977;23,2943;22,6205;21,386;20,1044;19,5549;18,6639;17,5252;16,1057;15,6091;14,4309;13,4912;12,5288;11,652;10,6157;9,2074;8,1004;7,4008;6,1066;5,2807;4,3451;3,4567;2,6219;1
20,5890;2809;1510;679;3797;1895;247;3450;17;317;1352;4263;2652;6330;390;6042;2664;5223;4930;2338;382;6277;3182;2327;3069;5032;4823;2366;2729;3929;4505;4342;999;6312;6143;244;1862;6550;6376,daytime:night,3444;200,942;199,2338;198,604;197,1936;196,250;195,2512;194,5770;193,3770;192,4920;191,1550;190,173;189,545;188,3588;187,6067;186,1102;185,1917;184,2649;183,2378;182,4854;181,4451;180,63;179,1856;178,2143;177,3799;176,2946;175,1013;174,54;173,4741;172,3575;171,1645;170,4782;169,95;168,3829;167,4852;166,51;165,1831;164,996;163,4655;162,2894;161,60;160,4365;159,3131;158,1157;157,4013;156,2888;155,3615;154,1499;153,832;152,5034;151,4418;150,1976;149,2785;148,423;147,2657;146,222;145,2345;144,474;143,3970;142,6490;141,563;140,380;139,1883;138,5977;137,2940;136,396;135,4923;134,2047;133,3717;132,1919;131,5372;130,1935;129,4641;128,3388;127,1789;126,1254;125,811;124,1715;123,4427;122,199;121,7;120,71;119,4137;118,6007;117,1725;116,237;115,439;114,1365;113,891;112,453;111,4632;110,3681;109,2233;108,1574;107,1614;106,291;105,2854;104,2477;103,4569;102,1961;101,5765;100,383;99,3851;98,1960;97,5946;96,3620;95,2676;94,1694;93,3158;92,2832;91,2372;90,5019;89,4474;88,27;87,3238;86,3891;85,1539;84,3533;83,2268;82,2817;81,3720;80,3042;79,6885;78,3762;77,5578;76,2652;75,3753;74,2486;73,1356;72,381;71,2563;70,2160;69,6686;68,1025;67,3069;66,6236;65,2662;64,235;63,5434;62,4291;61,338;60,2495;59,3953;58,14;57,1955;56,5236;55,1250;54,2713;53,6314;52,2124;51,6112;50,1795;49,975;48,3182;47,2369;46,3579;45,2078;44,2431;43,3872;42,6172;41,2400;40,3612;39,2848;38,5545;37,1341;36,6821;35,2252;34,1982;33,232;32,2349;31,1421;30,6372;29,3761;28,1113;27,2019;26,1203;25,4639;24,3214;23,3789;22,5359;21,2494;20,1411;19,552;18,3664;17,6506;16,3143;15,5592;14,1786;13,1948;12,2506;11,1977;10,2943;9,6205;8,386;7,1044;6,5549;5,6639;4,5252;3,1057;2,6091;1
20,6999;1069;1095;1093;1550;3340;5048;6200;2024;6073;2811;3658;5497;1687;791;1630;2483;5523;444;3363;5034;2760;3455;1129;4956;4681;6697;2671;3134;2028;874;6383;5349;3208;1012;2408;2968;3967;3992;1106;5549;6075;4628;5853;5566;3977;1023;5679;4353;1269;137;3028;530;3622;2086;3783;5823;5211;3537;6661;1426;129;5642;5891;4107;3344;456;2379;5864;1821,daytime:afternoon,3444;200,420;199,2338;198,604;197,1936;196,250;195,2512;194,3770;193,4920;192,1550;191,173;190,545;189,3588;188,6067;187,1102;186,2649;185,2378;184,4451;183,1856;182,2143;181,3799;180,2946;179,1013;178,54;177,270;176,4741;175,3575;174,1645;173,4782;172,95;171,3829;170,4852;169,51;168,1831;167,996;166,4655;165,2894;164,60;163,4365;162,3131;161,1157;160,4013;159,2888;158,3615;157,1499;156,832;155,5034;154,4418;153,1976;152,423;151,2657;150,222;149,2345;148,474;147,2993;146,3970;145,6490;144,563;143,380;142,1148;141,1883;140,5977;139,2940;138,396;137,4923;136,2047;135,1919;134,5372;133,1935;132,4641;131,1789;130,1254;129,811;128,1715;127,4427;126,2724;125,199;124,7;123,168;122,71;121,6007;120,1725;119,2705;118,237;117,1607;116,439;115,1365;114,891;113,1569;112,453;111,4632;110,3681;109,2233;108,1574;107,291;106,2854;105,2477;104,4569;103,5765;102,383;101,3851;100,1960;99,5946;98,3620;97,2676;96,3158;95,2372;94,5019;93,4474;92,27;91,3238;90,3533;89,2268;88,2817;87,3357;86,3720;85,3042;84,1006;83,6885;82,3762;81,2652;80,2486;79,1356;78,5912;77,2563;76,2160;75,6686;74,1025;73,3069;72,6236;71,2662;70,235;69,5434;68,338;67,771;66,2495;65,3953;64,14;63,1955;62,5236;61,2713;60,6314;59,2124;58,6112;57,1795;56,975;55,3182;54,2369;53,2078;52,6172;51,2400;50,3612;49,2848;48,5545;47,1341;46,6821;45,2252;44,1982;43,232;42,1421;41,6372;40,3761;39,1113;38,2019;37,1203;36,4639;35,3214;34,3789;33,5359;32,2494;31,1411;30,552;29,3664;28,6506;27,3143;26,5592;25,1786;24,2506;23,1977;22,2943;21,386;20,5549;19,6639;18,5252;17,1057;16,6091;15,1610;14,4912;13,5288;12,6157;11,2074;10,4008;9,5973;8,1066;7,2807;6,3451;5,6219;4,249;3,4415;2,2401;1
323,4516;4070;4613;666;4572;4691;5720;2790;5951;6624;4029;5537;1854;4008;2499;3470;6407;783;1211;1086;1401;5078;714;4486;6205;366;3619;2880;825;250;475;1525;793;195;2912;5852;1699;1736;660,daytime:morning,54;200,60;199,389;198,250;197,71;196,1550;195,3770;194,63;193,6141;192,270;191,832;190,6250;189,420;188,291;187,460;186,2243;185,3587;184,95;183,6007;182,6639;181,2888;180,1421;179,142;178,3575;177,1044;176,8;175,6112;174,51;173,207;172,6067;171,604;170,545;169,4741;168,227;167,222;166,2703;165,229;164,128;163,1883;162,563;161,3444;160,1607;159,141;158,5946;157,1365;156,3891;155,198;154,1588;153,771;152,7013;151,2575;150,1862;149,1694;148,232;147,3975;146,891;145,2124;144,86;143,641;142,1562;141,56;140,4640;139,500;138,2970;137,104;136,516;135,742;134,3831;133,1936;132,332;131,2031;130,148;129,788;128,1165;127,2506;126,808;125,1499;124,180;123,1961;122,6885;121,439;120,294;119,2221;118,1708;117,3;116,2940;115,2649;114,1226;113,1506;112,6675;111,3872;110,4114;109,339;108,1854;107,1919;106,3799;105,3901;104,607;103,1385;102,3717;101,6;100,2051;99,4451;98,679;97,277;96,4013;95,386;94,189;93,269;92,1219;91,942;90,421;89,2347;88,2205;87,2784;86,3189;85,3681;84,135;83,1734;82,53;81,7;80,6091;79,621;78,1349;77,3266;76,3900;75,240;74,2074;73,5481;72,1148;71,3532;70,2605;69,423;68,1856;67,271;66,6352;65,1955;64,1683;63,5592;62,6026;61,1971;60,3042;59,4207;58,1167;57,263;56,1809;55,3759;54,144;53,4583;52,1231;51,2512;50,1298;49,432;48,2859;47,2590;46,1622;45,5973;44,2103;43,960;42,2447;41,2514;40,4840;39,3406;38,1715;37,1861;36,1024;35,2372;34,38;33,2143;32,14;31,140;30,5712;29,204;28,740;27,1411;26,338;25,5914;24,2986;23,2993;22,624;21,2702;20,2164;19,3701;18,1790;17,1948;16,184;15,3839;14,1574;13,333;12,552;11,3979;10,1013;9,33;8,2082;7,4569;6,3943;5,6867;4,3718;3,4782;2,132;1
323,913;2834;60;3894;5351;2260;3937;5481;985;2205;2210;6975;3646;5441;2453;4095;924;6628;1450;2303;243;1848;622;4616;2999;5509;4935;3900;6185;1131;6116;450;339,daytime:evening,173;200,54;199,60;198,389;197,250;196,71;195,3770;194,63;193,270;192,832;191,1057;190,603;189,6250;188,420;187,3588;186,291;185,460;184,1514;183,353;182,2243;181,3587;180,95;179,6007;178,6639;177,5100;176,1421;175,142;174,3575;173,1044;172,8;171,51;170,207;169,6067;168,545;167,4741;166,2703;165,229;164,974;163,128;162,1883;161,563;160,3444;159,1607;158,141;157,5946;156,1365;155,3891;154,198;153,1588;152,3415;151,771;150,7013;149,2575;148,1862;147,3238;146,2817;145,1694;144,232;143,3975;142,891;141,641;140,1562;139,56;138,500;137,2970;136,104;135,516;134,742;133,3831;132,332;131,2031;130,148;129,1165;128,2506;127,808;126,1499;125,670;124,180;123,1961;122,6885;121,439;120,294;119,2221;118,993;117,1708;116,1305;115,3;114,2940;113,2649;112,1226;111,1506;110,3872;109,4114;108,339;107,1854;106,1919;105,3799;104,3901;103,607;102,1385;101,3717;100,6;99,102;98,2051;97,4451;96,679;95,2556;94,277;93,4013;92,386;91,189;90,269;89,1219;88,421;87,2347;86,2205;85,2784;84,3189;83,3681;82,135;81,1923;80,53;79,7;78,6091;77,621;76,1349;75,3266;74,3900;73,178;72,240;71,2074;70,5481;69,1148;68,3532;67,423;66,27;65,1856;64,271;63,6352;62,1955;61,1683;60,6026;59,3042;58,4207;57,263;56,1335;55,1809;54,3759;53,144;52,4583;51,2512;50,1298;49,432;48,2859;47,2590;46,1622;45,5973;44,2103;43,960;42,280;41,2447;40,2514;39,4840;38,84;37,3406;36,1715;35,1861;34,1024;33,2372;32,241;31,38;30,2143;29,14;28,140;27,5712;26,204;25,1411;24,338;23,5914;22,2986;21,2993;20,624;19,2702;18,2164;17,3701;16,2693;15,1790;14,1948;13,184;12,3839;11,1574;10,333;9,552;8,3979;7,1013;6,2355;5,1789;4,2082;3,4569;2,5576;1
323,1606;207;3368;6877;277;368;5042;3191;1588;3159;1014;263;6101;421;110;2359;667;710;6919;2109;8;859;169;1220;180;2934;4425;1758;214;2164;2639;4815;945;6177;3467;2213;3903;1194;232;867;287;5531;4520;3774;3028;2458;6760;1931;981;4394;6139;1424;638,daytime:night,173;200,60;199,389;198,250;197,71;196,1550;195,3770;194,63;193,6141;192,832;191,1057;190,603;189,6250;188,420;187,3588;186,291;185,1514;184,353;183,2243;182,95;181,6007;180,6639;179,2888;178,5100;177,1421;176,142;175,3575;174,1044;173,8;172,6112;171,51;170,207;169,6067;168,604;167,545;166,4741;165,227;164,222;163,2703;162,229;161,974;160,1883;159,563;158,3444;157,141;156,5946;155,1365;154,3891;153,198;152,1588;151,3415;150,771;149,7013;148,2575;147,1862;146,3238;145,2817;144,1694;143,232;142,3975;141,891;140,2124;139,86;138,641;137,1562;136,56;135,4640;134,500;133,2970;132,104;131,516;130,3831;129,1936;128,332;127,148;126,788;125,1165;124,2506;123,808;122,1499;121,670;120,180;119,1961;118,6885;117,439;116,294;115,2221;114,993;113,1708;112,1305;111,2940;110,2649;109,1226;108,1506;107,6675;106,3872;105,4114;104,339;103,1854;102,3799;101,3901;100,607;99,1385;98,3717;97,6;96,102;95,2051;94,4451;93,679;92,2556;91,277;90,4013;89,386;88,189;87,269;86,1219;85,942;84,421;83,2347;82,2205;81,2784;80,3189;79,3681;78,135;77,1734;76,1923;75,53;74,7;73,6091;72,621;71,1349;70,3266;69,3900;68,178;67,240;66,2074;65,5481;64,1148;63,3532;62,2605;61,27;60,1856;59,271;58,6352;57,1955;56,1683;55,5592;54,6026;53,1971;52,3042;51,4207;50,1167;49,263;48,1335;47,1809;46,3759;45,144;44,4583;43,1231;42,2512;41,1298;40,2859;39,2590;38,1622;37,2103;36,960;35,280;34,2447;33,2514;32,4840;31,84;30,3406;29,1715;28,1861;27,1024;26,2372;25,241;24,38;23,2143;22,14;21,140;20,204;19,740;18,1411;17,338;16,5914;15,2993;14,624;13,2702;12,2164;11,3701;10,2693;9,1790;8,1948;7,184;6,3839;5,1574;4,333;3,552;2,3979;1
