200
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200
52,2528;2574;3610;3698;4282;6414;2815;3696;1489,daytime:morning,3539;200,4970;199,2101;198,420;197,4467;196,3005;195,3274;194,3785;193,3419;192,849;191,6189;190,2678;189,3190;188,854;187,4720;186,4945;185,671;184,905;183,3407;182,1095;181,2064;180,1030;179,2366;178,956;177,2595;176,2222;175,441;174,5358;173,410;172,3071;171,3714;170,6779;169,5198;168,4345;167,4875;166,3804;165,38;164,5521;163,1412;162,75;161,4430;160,3917;159,2837;158,1486;157,5032;156,1996;155,347;154,1368;153,1037;152,1744;151,5040;150,3719;149,4282;148,2591;147,6590;146,4807;145,2946;144,3240;143,2683;142,3091;141,4063;140,1497;139,386;138,430;137,4843;136,996;135,5234;134,3580;133,3370;132,6241;131,711;130,3595;129,5184;128,3591;127,3151;126,3245;125,3736;124,3044;123,3767;122,2898;121,2901;120,790;119,2063;118,6388;117,2996;116,2873;115,3072;114,1555;113,6131;112,2098;111,354;110,715;109,6863;108,1131;107,2708;106,4286;105,3882;104,134;103,5974;102,2066;101,6110;100,763;99,3513;98,4164;97,4254;96,3381;95,214;94,85;93,4091;92,918;91,6150;90,5694;89,327;88,1157;87,5651;86,3066;85,7082;84,3239;83,3757;82,4819;81,5895;80,2511;79,1071;78,4288;77,2304;76,5973;75,3969;74,663;73,4218;72,4264;71,2598;70,3010;69,872;68,4404;67,4809;66,4382;65,4323;64,3472;63,5907;62,4881;61,4791;60,1006;59,3333;58,2020;57,181;56,1489;55,3796;54,3510;53,80;52,6308;51,4551;50,6838;49,1244;48,860;47,1147;46,5381;45,2807;44,4006;43,3442;42,51;41,6004;40,1339;39,5715;38,6090;37,2735;36,2832;35,606;34,1175;33,2372;32,4674;31,3083;30,740;29,3408;28,3660;27,4560;26,3478;25,3352;24,2826;23,6127;22,3801;21,1139;20,2116;19,4462;18,4014;17,3000;16,6166;15,1771;14,2193;13,300;12,4292;11,209;10,6632;9,4536;8,6816;7,3561;6,270;5,4500;4,1219;3,1721;2,5797;1
52,6805;5109;703;3239;4970;1139;1845;3595;27;5457;999;348;2915;812,daytime:evening,3539;200,4970;199,4467;198,3005;197,3274;196,849;195,3433;194,6189;193,2678;192,3190;191,854;190,4720;189,4945;188,671;187,905;186,3407;185,1095;184,2064;183,1030;182,2366;181,956;180,2595;179,2222;178,441;177,5358;176,3071;175,3714;174,6779;173,5198;172,992;171,4345;170,1042;169,1365;168,4875;167,3804;166,38;165,5521;164,1412;163,4430;162,3917;161,2837;160,1486;159,1996;158,347;157,1368;156,1037;155,1744;154,5040;153,3719;152,4282;151,2591;150,6590;149,4807;148,2946;147,3240;146,2683;145,4063;144,1497;143,386;142,430;141,4843;140,996;139,5234;138,3580;137,3370;136,6241;135,711;134,3595;133,5184;132,3591;131,3151;130,3245;129,3736;128,3044;127,6328;126,3767;125,2898;124,2901;123,790;122,2063;121,6388;120,2873;119,3072;118,1555;117,6131;116,354;115,715;114,6863;113,1131;112,2708;111,4286;110,3882;109,134;108,5974;107,2066;106,6110;105,763;104,3513;103,4164;102,4254;101,3381;100,214;99,85;98,4091;97,918;96,6150;95,5694;94,327;93,1157;92,5651;91,3066;90,7082;89,3239;88,3757;87,4819;86,5895;85,457;84,2511;83,1071;82,2304;81,3990;80,5973;79,3969;78,663;77,4218;76,4264;75,2598;74,3010;73,4404;72,4809;71,4382;70,4323;69,3472;68,5907;67,4881;66,4791;65,1006;64,3333;63,2020;62,181;61,1489;60,3796;59,3510;58,80;57,6308;56,4551;55,6838;54,1244;53,860;52,1147;51,5381;50,2807;49,3442;48,51;47,6004;46,1339;45,5715;44,2735;43,2832;42,606;41,1175;40,4674;39,3083;38,740;37,3408;36,3660;35,3478;34,3352;33,2826;32,6127;31,3801;30,1139;29,2116;28,4462;27,4014;26,3000;25,6166;24,1771;23,300;22,4292;21,209;20,6632;19,4536;18,6816;17,3561;16,270;15,4500;14,1219;13,1721;12,5797;11,5483;10,2337;9,2815;8,1703;7,2384;6,212;5,344;4,2423;3,2560;2,767;1
52,3144;1969;3870;7181;1421;3417;3720;4017;7266;51,daytime:night,4970;200,2101;199,420;198,4467;197,3005;196,3274;195,3785;194,3419;193,849;192,3433;191,6189;190,2678;189,3190;188,854;187,4720;186,4945;185,671;184,905;183,3407;182,1095;181,2064;180,1030;179,2366;178,956;177,2595;176,2222;175,441;174,5358;173,410;172,3071;171,3714;170,5198;169,992;168,4345;167,1042;166,1365;165,4875;164,3804;163,38;162,5521;161,1412;160,75;159,4430;158,3917;157,1486;156,5032;155,1996;154,347;153,1368;152,1037;151,1744;150,5040;149,3719;148,4282;147,2591;146,6590;145,4807;144,2946;143,2683;142,3091;141,4063;140,1497;139,386;138,430;137,4843;136,996;135,3580;134,3370;133,6241;132,3595;131,5184;130,3591;129,3151;128,3245;127,3736;126,3044;125,6328;124,3767;123,2898;122,2901;121,790;120,2063;119,6388;118,2996;117,2873;116,3072;115,1555;114,6131;113,2098;112,354;111,715;110,6863;109,2708;108,4286;107,3882;106,134;105,5974;104,2066;103,6110;102,763;101,3513;100,4164;99,4254;98,3381;97,214;96,85;95,4091;94,918;93,6150;92,5694;91,327;90,1157;89,5651;88,3066;87,3239;86,3757;85,4819;84,5895;83,457;82,2511;81,1071;80,4288;79,2304;78,3990;77,5973;76,3969;75,663;74,4218;73,4264;72,2598;71,3010;70,872;69,4404;68,4809;67,4382;66,4323;65,3472;64,5907;63,4881;62,4791;61,3333;60,2020;59,181;58,1489;57,3796;56,3510;55,80;54,6308;53,4551;52,6838;51,1244;50,860;49,1147;48,5381;47,2807;46,4006;45,3442;44,51;43,6004;42,1339;41,5715;40,6090;39,2735;38,2832;37,606;36,1175;35,2372;34,4674;33,3083;32,740;31,3408;30,3660;29,4560;28,3478;27,3352;26,2826;25,6127;24,3801;23,1139;22,2116;21,4462;20,4014;19,3000;18,6166;17,2193;16,300;15,4292;14,209;13,6632;12,4536;11,6816;10,3561;9,270;8,4500;7,1219;6,1721;5,5797;4,5483;3,2337;2,2815;1
52,3083;3142;2415;3202;4523;6568;3244;5319;3505;4467,daytime:afternoon,3539;200,4970;199,2101;198,420;197,4467;196,3005;195,3274;194,3785;193,3419;192,849;191,3433;190,3190;189,854;188,4720;187,4945;186,671;185,905;184,3407;183,1095;182,2064;181,1030;180,2366;179,956;178,2595;177,2222;176,441;175,5358;174,410;173,3071;172,3714;171,6779;170,5198;169,992;168,4345;167,1042;166,1365;165,4875;164,3804;163,38;162,5521;161,75;160,4430;159,3917;158,2837;157,1486;156,5032;155,1996;154,347;153,1368;152,1037;151,1744;150,5040;149,3719;148,4282;147,2591;146,6590;145,2946;144,3240;143,2683;142,3091;141,1497;140,386;139,430;138,4843;137,996;136,5234;135,3580;134,3370;133,6241;132,711;131,3595;130,5184;129,3591;128,3151;127,3245;126,3736;125,3044;124,6328;123,2898;122,2901;121,790;120,6388;119,2996;118,2873;117,3072;116,1555;115,6131;114,2098;113,354;112,715;111,6863;110,1131;109,2708;108,4286;107,3882;106,134;105,5974;104,2066;103,763;102,3513;101,4164;100,4254;99,3381;98,214;97,85;96,4091;95,918;94,6150;93,1157;92,5651;91,3066;90,7082;89,3239;88,3757;87,4819;86,5895;85,457;84,1071;83,4288;82,2304;81,3990;80,5973;79,3969;78,663;77,4218;76,4264;75,2598;74,872;73,4404;72,4809;71,4382;70,3472;69,5907;68,4881;67,4791;66,1006;65,3333;64,2020;63,181;62,1489;61,3796;60,3510;59,80;58,6308;57,4551;56,6838;55,1244;54,860;53,1147;52,5381;51,2807;50,4006;49,3442;48,51;47,6004;46,1339;45,5715;44,6090;43,2735;42,2832;41,606;40,1175;39,2372;38,4674;37,3083;36,740;35,3408;34,3660;33,4560;32,3478;31,3352;30,2826;29,6127;28,3801;27,1139;26,2116;25,4462;24,4014;23,3000;22,6166;21,1771;20,2193;19,300;18,4292;17,209;16,6632;15,4536;14,6816;13,3561;12,270;11,4500;10,1219;9,1721;8,5797;7,5483;6,2337;5,2815;4,1703;3,2384;2,212;1
20,3839;4925;5760;4539;5480;28;2005;3321;1955;3118;3032;5013;268;2063;2538;6349;5275;3415;3057;233;4954;2841;2880;5508;250;3254;6862;957;3391;2148;854;3231;5925;2432;4911;3866;5249;2649;4939;101;2836;5231;4109;6795;4990;4236;5839;5031;524;468;2480;3689;1176;3557;5845;1639;5620;782;3390;3395;1165;5955;272;4183;681,daytime:morning,1550;200,2652;199,2124;198,4782;197,3770;196,891;195,6104;194,3929;193,3975;192,1790;191,2755;190,624;189,545;188,4013;187,1936;186,1955;185,2968;184,1948;183,3615;182,1694;181,3069;180,2859;179,6091;178,1724;177,1911;176,277;175,788;174,1490;173,2724;172,848;171,164;170,1879;169,7058;168,4418;167,4877;166,6141;165,4567;164,4740;163,5557;162,5823;161,2940;160,5954;159,1276;158,4348;157,2094;156,975;155,2349;154,3135;153,3717;152,4425;151,629;150,63;149,5889;148,3535;147,2703;146,4098;145,6112;144,4270;143,2854;142,1645;141,1752;140,4265;139,2880;138,2080;137,2604;136,1131;135,439;134,3317;133,5050;132,5939;131,1275;130,2458;129,1240;128,3588;127,2596;126,1463;125,4137;124,2151;123,2473;122,1607;121,97;120,4994;119,4404;118,4087;117,4620;116,6250;115,1666;114,1194;113,5388;112,1236;111,250;110,810;109,1305;108,458;107,1057;106,1255;105,1639;104,2575;103,5031;102,955;101,3984;100,2514;99,2464;98,1750;97,3716;96,2649;95,4358;94,2709;93,56;92,524;91,5401;90,942;89,3701;88,4469;87,5712;86,2401;85,2078;84,3185;83,3799;82,2814;81,4569;80,905;79,3915;78,3815;77,6205;76,3886;75,1148;74,681;73,4465;72,4789;71,3829;70,5592;69,4583;68,1134;67,4907;66,584;65,1528;64,2501;63,1701;62,5927;61,8;60,2047;59,3498;58,1765;57,3612;56,1165;55,1862;54,234;53,1214;52,670;51,3119;50,3979;49,5578;48,4734;47,4612;46,4083;45,5124;44,2817;43,3839;42,3177;41,5231;40,2418;39,3415;38,3521;37,4641;36,3138;35,149;34,2666;33,5818;32,3388;31,4997;30,5332;29,3565;28,2372;27,5740;26,291;25,397;24,191;23,5100;22,472;21,3681;20,4300;19,4930;18,3651;17,3231;16,2258;15,4051;14,2378;13,1682;12,2688;11,3163;10,2424;9,5586;8,2391;7,5013;6,333;5,1591;4,1069;3,2307;2,2913;1
20,2280;5977;5629;2749;3719;5354;1461;795;3580;2982;3972;6878;5473;5903;4438;5974;4590;3854;5199;1187;2690;2425;2435;4789;1664;6002;4693;2020;2266;6984;5724;4080;6410;6092;2104;223;2128;1731;2699;151;3396;4639;554;2395;5163;5485;3434;3224;4817;6347;5850;14;343;6910;3707;2183;5894;3240;3372;3255;3531;4530;5860;5830;88;5103;3058;5612,daytime:evening,1550;200,2652;199,4782;198,891;197,6104;196,353;195,3929;194,3975;193,1790;192,2755;191,624;190,1955;189,4196;188,2968;187,1948;186,1935;185,1694;184,3069;183,2859;182,29;181,6091;180,1724;179,277;178,788;177,1490;176,2724;175,848;174,1613;173,164;172,3892;171,912;170,3762;169,7058;168,4877;167,6141;166,4567;165,5557;164,5823;163,2940;162,5954;161,1276;160,4348;159,2349;158,3135;157,269;156,3717;155,5515;154,4425;153,629;152,63;151,5889;150,1013;149,3535;148,2703;147,4615;146,1562;145,6112;144,4270;143,1645;142,1752;141,4265;140,2880;139,2080;138,439;137,3317;136,2970;135,5050;134,5939;133,2458;132,1240;131,2596;130,4137;129,2151;128,1607;127,4994;126,4404;125,4087;124,423;123,4620;122,6250;121,1666;120,1194;119,5388;118,1236;117,250;116,810;115,458;114,1057;113,1255;112,1639;111,2575;110,5031;109,955;108,3984;107,2514;106,2464;105,1750;104,3716;103,2649;102,4358;101,2709;100,56;99,524;98,5401;97,942;96,4469;95,2281;94,5712;93,2401;92,2078;91,3799;90,2814;89,4569;88,905;87,3915;86,3815;85,4491;84,6205;83,1148;82,380;81,681;80,4465;79,6219;78,4789;77,5592;76,4583;75,1134;74,4907;73,584;72,1528;71,2501;70,1701;69,5927;68,8;67,3575;66,2047;65,3498;64,1765;63,1165;62,1862;61,234;60,1214;59,670;58,3119;57,701;56,3979;55,5578;54,4734;53,4083;52,5124;51,2400;50,3839;49,3177;48,588;47,5231;46,2418;45,2622;44,3415;43,3521;42,3138;41,149;40,2666;39,5818;38,2858;37,3388;36,4997;35,5332;34,3565;33,2372;32,5740;31,291;30,397;29,191;28,5100;27,472;26,3515;25,3681;24,4470;23,4300;22,4930;21,3651;20,3302;19,3231;18,2258;17,4051;16,1682;15,2688;14,2013;13,3163;12,2424;11,5586;10,2391;9,5013;8,333;7,1591;6,1069;5,2307;4,2961;3,4715;2,563;1
20,3164;4071;1428;3244;4765;1672;4653;1161;4083;431;1636;4581;2505;3876;4890;1484;1614;5099;5050;4597;2584;1710;6694;2117;4278;5872;3908;3353;2602;4323;3031;6938;3567;5529;1734;4970;5185;1555;2313;942;5770;1235;5383;6608;5996;4554;2539;5600;3278;2137;6475;5657;3589;2451;2816;458;2556;3597;381;5073;5077;4980;1968;4514;2595;3485,daytime:afternoon,2652;200,2124;199,4782;198,3770;197,891;196,6104;195,353;194,3929;193,3975;192,1790;191,2755;190,624;189,545;188,4013;187,1936;186,1955;185,4196;184,3615;183,1935;182,3069;181,2859;180,29;179,6091;178,1724;177,1911;176,277;175,1490;174,2724;173,848;172,1613;171,164;170,3892;169,912;168,1879;167,3762;166,7058;165,4418;164,4877;163,6141;162,4740;161,2940;160,5954;159,1276;158,4348;157,2094;156,975;155,3135;154,269;153,5515;152,5889;151,1013;150,3535;149,2703;148,4615;147,1562;146,4098;145,6112;144,4270;143,2854;142,1645;141,1752;140,4265;139,2880;138,2080;137,2604;136,1131;135,439;134,2970;133,5050;132,5939;131,1275;130,2458;129,1240;128,3588;127,1463;126,2151;125,2473;124,1607;123,97;122,4994;121,4404;120,4087;119,423;118,4620;117,1666;116,1194;115,5388;114,1236;113,250;112,1305;111,458;110,1057;109,1255;108,1639;107,2575;106,5031;105,955;104,3984;103,2514;102,1750;101,3716;100,2649;99,4358;98,2709;97,56;96,524;95,5401;94,942;93,3701;92,2281;91,5712;90,2401;89,2078;88,3185;87,3799;86,2814;85,4569;84,905;83,3915;82,3815;81,4491;80,3886;79,1148;78,380;77,681;76,4465;75,6219;74,4789;73,3829;72,5592;71,4583;70,1134;69,4907;68,584;67,1528;66,2501;65,1701;64,5927;63,8;62,3575;61,2047;60,3498;59,1765;58,3612;57,1165;56,1862;55,234;54,1214;53,670;52,3119;51,701;50,3979;49,4734;48,4612;47,4083;46,5124;45,2817;44,2400;43,3839;42,3177;41,588;40,5231;39,2418;38,2622;37,3415;36,3521;35,4641;34,149;33,2666;32,5818;31,2858;30,4997;29,5332;28,3565;27,2372;26,5740;25,291;24,397;23,191;22,472;21,3515;20,3681;19,4470;18,4930;17,3302;16,3231;15,2258;14,4051;13,2378;12,1682;11,2688;10,2013;9,3163;8,2424;7,5586;6,2391;5,5013;4,333;3,1591;2,2913;1
323,774;6350;3719;4142;4633;6314;2662;1725;2511;194;736;4264;4201;508;1618;1045;3143;3875;2505;1057;595;1022;1364;2672;5670;1417;6111;2817;3069;5451;682;1055;1778;4120;27;4107;6865;3709;824;2613;6561;353,daytime:morning,270;200,95;199,725;198,456;197,1240;196,60;195,51;194,353;193,6141;192,141;191,785;190,1550;189,222;188,1883;187,1622;186,232;185,4404;184,333;183,1057;182,1765;181,86;180,1275;179,681;178,8;177,5757;176,269;175,3191;174,54;173,1131;172,399;171,4418;170,500;169,277;168,2811;167,6067;166,4444;165,4050;164,457;163,291;162,56;161,2336;160,3;159,189;158,7;157,6867;156,4740;155,2103;154,27;153,1879;152,960;151,424;150,893;149,545;148,432;147,339;146,267;145,6036;144,383;143,1645;142,1936;141,1023;140,905;139,5517;138,2082;137,406;136,6838;135,2424;134,955;133,2023;132,742;131,386;130,604;129,97;128,98;127,4299;126,6885;125,1562;124,1748;123,439;122,624;121,2926;120,1148;119,7140;118,771;117,942;116,2205;115,5295;114,2164;113,516;112,1276;111,679;110,2373;109,2384;108,3321;107,5502;106,518;105,2662;104,2596;103,2143;102,1417;101,131;100,3770;99,2630;98,3829;97,2470;96,184;95,368;94,2047;93,845;92,2338;91,3101;90,1226;89,4741;88,3069;87,1814;86,1860;85,4115;84,287;83,110;82,703;81,144;80,2349;79,1167;78,3975;77,235;76,3643;75,2093;74,1961;73,2036;72,3561;71,2526;70,294;69,2291;68,788;67,2530;66,2490;65,4039;64,1512;63,256;62,1694;61,919;60,2946;59,3028;58,1005;57,2784;56,5110;55,6091;54,352;53,5481;52,912;51,701;50,4903;49,2102;48,4102;47,166;46,1725;45,2703;44,524;43,1862;42,2649;41,421;40,1499;39,458;38,63;37,227;36,4016;35,3753;34,6112;33,53;32,104;31,3000;30,932;29,229;28,3424;27,2803;26,1064;25,61;24,3438;23,1506;22,2817;21,891;20,467;19,3831;18,2051;17,181;16,1685;15,4501;14,1166;13,6259;12,6708;11,1607;10,967;9,3929;8,2124;7,2214;6,1764;5,2348;4,1914;3,3979;2,5344;1
323,5070;4245;2823;5592;6670;1550;6112;6566;2375;6141;1214;7069;3664;3102;5055;4369;3487;2692;2000;227;788;3277;1188;5273;3043;2605;920;4044;491;973;646;3404,daytime:evening,270;200,95;199,456;198,1240;197,51;196,353;195,6141;194,141;193,785;192,1550;191,1883;190,1622;189,232;188,4404;187,333;186,1057;185,1765;184,366;183,250;182,1275;181,681;180,8;179,5757;178,269;177,3191;176,54;175,399;174,4418;173,603;172,974;171,500;170,277;169,2811;168,1789;167,6067;166,4444;165,2501;164,4050;163,457;162,291;161,56;160,2336;159,3;158,189;157,5100;156,7;155,6867;154,4740;153,2103;152,27;151,1879;150,960;149,173;148,893;147,545;146,432;145,284;144,267;143,6036;142,383;141,1645;140,905;139,5517;138,2082;137,406;136,2693;135,241;134,6838;133,2424;132,955;131,2023;130,742;129,386;128,97;127,1514;126,98;125,4299;124,6885;123,1562;122,1748;121,439;120,624;119,2926;118,1148;117,7140;116,771;115,5295;114,84;113,2880;112,2164;111,516;110,1276;109,679;108,2373;107,2384;106,3321;105,5502;104,518;103,2662;102,2596;101,2143;100,1417;99,131;98,3770;97,2630;96,3829;95,2470;94,184;93,368;92,2047;91,845;90,2338;89,3101;88,1226;87,4741;86,3069;85,1814;84,1860;83,4115;82,287;81,110;80,703;79,660;78,144;77,2349;76,3975;75,3643;74,2604;73,2093;72,1515;71,1961;70,2036;69,3561;68,2526;67,294;66,2291;65,788;64,2530;63,2490;62,3607;61,4039;60,1512;59,256;58,1694;57,919;56,2946;55,3028;54,2784;53,5110;52,3415;51,6091;50,352;49,912;48,701;47,4903;46,2102;45,4102;44,593;43,166;42,1725;41,2703;40,524;39,1862;38,2649;37,421;36,1499;35,458;34,63;33,227;32,4016;31,3753;30,6112;29,53;28,104;27,3000;26,932;25,229;24,3424;23,1064;22,1086;21,61;20,3438;19,1506;18,2817;17,891;16,467;15,3831;14,381;13,2051;12,181;11,1685;10,4501;9,1166;8,6259;7,6708;6,3341;5,1607;4,967;3,3929;2,2214;1
323,3073;956;340;3000;3253;3526;1750;2603;4703;5105;1607;3587;1655;2870;2;1255;2053;2348;3854;4607;4775;618;4050;3721;785;4571;614;5602;3183;677;447;3344;2513;588;3935;237;742;2714,daytime:night,95;200,725;199,456;198,60;197,51;196,353;195,6141;194,141;193,785;192,1550;191,222;190,1883;189,1622;188,4404;187,333;186,1057;185,1765;184,366;183,250;182,86;181,1275;180,681;179,5757;178,269;177,1131;176,399;175,4418;174,603;173,974;172,500;171,2811;170,1789;169,6067;168,4444;167,2501;166,4050;165,457;164,291;163,56;162,2336;161,189;160,5100;159,7;158,6867;157,4740;156,2103;155,27;154,1879;153,960;152,424;151,173;150,893;149,545;148,339;147,284;146,267;145,6036;144,383;143,1645;142,1936;141,1023;140,905;139,5517;138,2082;137,406;136,2693;135,241;134,6838;133,2424;132,955;131,2023;130,742;129,386;128,604;127,97;126,1514;125,98;124,4299;123,6885;122,1562;121,1748;120,439;119,624;118,2926;117,1148;116,7140;115,771;114,942;113,2205;112,5295;111,84;110,2880;109,516;108,679;107,2373;106,2384;105,3321;104,5502;103,518;102,2662;101,2596;100,2143;99,1417;98,131;97,3770;96,2630;95,3829;94,2470;93,184;92,2047;91,845;90,2338;89,3101;88,1226;87,4741;86,3069;85,1814;84,1860;83,4115;82,703;81,660;80,144;79,2349;78,1167;77,3975;76,235;75,3643;74,2604;73,2093;72,1515;71,1961;70,2036;69,3561;68,2526;67,294;66,788;65,2530;64,2490;63,3607;62,4039;61,1512;60,256;59,1694;58,919;57,2946;56,1005;55,2784;54,5110;53,3415;52,6091;51,5481;50,912;49,4903;48,2102;47,4102;46,593;45,166;44,1725;43,2703;42,524;41,1862;40,2649;39,1499;38,458;37,63;36,227;35,4016;34,3753;33,6112;32,53;31,104;30,3000;29,932;28,229;27,3424;26,2803;25,1064;24,1086;23,61;22,3438;21,1506;20,2817;19,891;18,467;17,3831;16,381;15,2051;14,181;13,1685;12,4501;11,1166;10,6708;9,3341;8,1607;7,3929;6,2124;5,2214;4,1764;3,2348;2,1914;1
