200
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200
52,222;3687;2052;344;6246;2584;74;3433;1755;1365;621;4117;3088;168;6134;1533,daytime:morning,7143;200,75;199,3433;198,923;197,1131;196,95;195,1175;194,2003;193,1440;192,6391;191,2595;190,3488;189,854;188,4467;187,932;186,2430;185,2101;184,85;183,129;182,785;181,4711;180,2445;179,100;178,496;177,2591;176,1993;175,2064;174,726;173,1196;172,399;171,2110;170,1139;169,6036;168,4807;167,5517;166,3359;165,3438;164,3736;163,119;162,4784;161,1365;160,184;159,5554;158,4364;157,3083;156,1157;155,167;154,940;153,5138;152,4796;151,742;150,1765;149,1151;148,4638;147,3244;146,3417;145,5946;144,27;143,5205;142,3240;141,2946;140,703;139,893;138,1362;137,1522;136,1037;135,3455;134,2063;133,5972;132,84;131,1335;130,1269;129,2036;128,5973;127,222;126,38;125,1209;124,3714;123,713;122,5688;121,1601;120,148;119,3010;118,3539;117,5457;116,996;115,3423;114,3719;113,1588;112,4097;111,2848;110,7049;109,1895;108,5584;107,3283;106,3044;105,4216;104,3230;103,3767;102,5328;101,1960;100,519;99,568;98,1589;97,6697;96,6141;95,420;94,1421;93,1014;92,1094;91,2640;90,178;89,2792;88,3763;87,1095;86,2630;85,2123;84,1953;83,3346;82,4970;81,69;80,132;79,3943;78,168;77,5241;76,5;75,2908;74,2132;73,2125;72,960;71,3378;70,4276;69,905;68,4502;67,5572;66,4048;65,664;64,4032;63,3490;62,3580;61,4965;60,1412;59,4155;58,2231;57,974;56,5314;55,6704;54,2759;53,1219;52,195;51,4382;50,2074;49,2337;48,6666;47,209;46,5611;45,3481;44,2992;43,1650;42,516;41,2915;40,3333;39,5489;38,569;37,5694;36,5692;35,183;34,657;33,141;32,3591;31,386;30,565;29,1100;28,3867;27,368;26,1231;25,3274;24,4369;23,284;22,5971;21,1555;20,5343;19,3136;18,4819;17,2683;16,6134;15,2843;14,3166;13,134;12,5182;11,3191;10,349;9,6110;8,3088;7,3595;6,2772;5,1753;4,500;3,4191;2,2026;1
52,4167;3523;5466;3103;1169;2894;872;75;900;4585;2430;5584;2505,daytime:evening,7143;200,75;199,3433;198,923;197,1131;196,95;195,1175;194,2003;193,1440;192,6391;191,2595;190,3488;189,854;188,4467;187,457;186,932;185,2430;184,85;183,293;182,129;181,785;180,4711;179,2445;178,100;177,496;176,2591;175,1993;174,2064;173,726;172,1196;171,2110;170,6036;169,4807;168,5517;167,3359;166,3438;165,3736;164,119;163,1365;162,184;161,5554;160,4364;159,3083;158,1157;157,167;156,940;155,5138;154,4796;153,742;152,1765;151,1151;150,4638;149,3244;148,3417;147,5946;146,5205;145,3240;144,2946;143,893;142,1362;141,1522;140,1037;139,3455;138,2063;137,5972;136,84;135,1335;134,1269;133,2036;132,5973;131,222;130,38;129,1209;128,3714;127,713;126,5688;125,1601;124,148;123,3010;122,3539;121,996;120,3423;119,3719;118,1588;117,4097;116,2848;115,7049;114,1895;113,5584;112,3283;111,3044;110,4216;109,3230;108,3767;107,5328;106,1960;105,519;104,568;103,1589;102,6697;101,6141;100,1421;99,1014;98,1094;97,2640;96,178;95,2792;94,3763;93,1095;92,2630;91,2123;90,1953;89,3346;88,69;87,132;86,3943;85,168;84,5241;83,5;82,2908;81,2132;80,2125;79,2528;78,960;77,3378;76,4276;75,905;74,4502;73,5572;72,4048;71,664;70,4032;69,3490;68,3580;67,4965;66,1412;65,2231;64,974;63,5314;62,6704;61,2759;60,1219;59,195;58,4382;57,2074;56,2337;55,6666;54,209;53,5611;52,3481;51,2992;50,1650;49,516;48,3333;47,5489;46,569;45,5694;44,5692;43,183;42,657;41,141;40,3591;39,386;38,565;37,1100;36,3867;35,368;34,1231;33,3274;32,4369;31,284;30,5971;29,1555;28,5343;27,3136;26,4819;25,2683;24,6134;23,2843;22,1489;21,3166;20,134;19,5182;18,3191;17,349;16,6110;15,3088;14,2772;13,1753;12,500;11,4191;10,6328;9,2026;8,5814;7,4894;6,2128;5,3909;4,4323;3,2031;2,1363;1
52,3224;924;2063;4323;5395;5004;382;1920,daytime:afternoon,7143;200,75;199,3433;198,923;197,1131;196,95;195,1175;194,2003;193,1440;192,6391;191,2595;190,3488;189,854;188,457;187,932;186,2430;185,2101;184,85;183,293;182,129;181,785;180,4711;179,2445;178,100;177,496;176,2591;175,1993;174,2064;173,726;172,1196;171,399;170,2110;169,1139;168,6036;167,5517;166,3359;165,3438;164,3736;163,119;162,4784;161,1365;160,184;159,4364;158,1157;157,167;156,940;155,5138;154,4796;153,742;152,1765;151,1151;150,4638;149,3417;148,5946;147,27;146,5205;145,3240;144,2946;143,703;142,893;141,1362;140,1522;139,1037;138,3455;137,2063;136,5972;135,84;134,1335;133,1269;132,2036;131,5973;130,222;129,38;128,1209;127,3714;126,713;125,5688;124,1601;123,148;122,3539;121,5457;120,996;119,3423;118,3719;117,1588;116,4097;115,2848;114,7049;113,1895;112,5584;111,3283;110,3044;109,4216;108,3230;107,5328;106,1960;105,519;104,568;103,1589;102,6697;101,6141;100,420;99,1421;98,1014;97,1094;96,2640;95,178;94,2792;93,1095;92,2630;91,2123;90,1953;89,3346;88,4970;87,69;86,132;85,3943;84,168;83,5241;82,5;81,2908;80,2132;79,2125;78,2528;77,960;76,3378;75,4276;74,905;73,4502;72,5572;71,4048;70,664;69,4032;68,3490;67,3580;66,4965;65,4155;64,2231;63,974;62,5314;61,6704;60,2759;59,1219;58,195;57,4382;56,2074;55,2337;54,6666;53,209;52,5611;51,3481;50,2992;49,1650;48,516;47,2915;46,3333;45,5489;44,569;43,5692;42,183;41,657;40,141;39,3591;38,386;37,565;36,1100;35,3867;34,1231;33,3274;32,4369;31,284;30,5971;29,1555;28,5343;27,3136;26,4819;25,2683;24,6134;23,2843;22,1489;21,3166;20,134;19,5182;18,3191;17,349;16,3088;15,3595;14,2772;13,1753;12,500;11,4191;10,6328;9,2026;8,5814;7,4894;6,2128;5,3909;4,4323;3,2031;2,1877;1
20,4165;4763;1647;4206;5504;6098;2010;5733;7027;5192;3575;3731;2233;2770;5640;467;5011;3831;1597;1771;4918;3206;4957;3803;6140;3790;3042;269;588;211;6313;2019;3302;4852;2614;6259;183;6289;1052;239;2574;4631;293;423;1180;5119;4207;1135;2178;6894;5408;1760;1982;4931;6334;6219;5131;4929;2166;4683;6323;2270;3113;2281;4491;1013,daytime:morning,232;200,3255;199,1148;198,3620;197,189;196,725;195,3975;194,975;193,942;192,95;191,2124;190,270;189,1936;188,1131;187,7;186,3353;185,545;184,6141;183,4404;182,2859;181,406;180,1250;179,679;178,6118;177,222;176,603;175,2164;174,241;173,3028;172,3701;171,1846;170,742;169,269;168,2338;167,60;166,1126;165,4418;164,1914;163,320;162,629;161,1879;160,646;159,168;158,2103;157,1789;156,267;155,421;154,458;153,2196;152,1883;151,811;150,5686;149,3388;148,2732;147,2713;146,84;145,6067;144,5338;143,2408;142,2372;141,1012;140,974;139,1684;138,2444;137,6091;136,2349;135,69;134,3770;133,3445;132,2431;131,4465;130,2477;129,1463;128,420;127,6160;126,1166;125,6639;124,1335;123,1477;122,4996;121,7036;120,5757;119,1341;118,4661;117,239;116,2490;115,4425;114,1693;113,1455;112,303;111,6111;110,2946;109,3143;108,5074;107,1550;106,164;105,6821;104,4641;103,456;102,788;101,720;100,4696;99,235;98,467;97,5909;96,1275;95,2604;94,1240;93,2250;92,4265;91,1064;90,27;89,1164;88,457;87,1044;86,1927;85,2406;84,3579;83,3182;82,1623;81,184;80,4741;79,277;78,4854;77,343;76,1453;75,1939;74,2722;73,3759;72,4413;71,697;70,1860;69,54;68,2993;67,4602;66,2082;65,7013;64,6475;63,4087;62,563;61,1786;60,3653;59,389;58,757;57,4291;56,2327;55,2436;54,1276;53,848;52,5712;51,960;50,311;49,1334;48,2940;47,5427;46,181;45,3101;44,2450;43,5362;42,333;41,3508;40,396;39,3612;38,2336;37,439;36,1903;35,2473;34,152;33,3068;32,2870;31,2233;30,845;29,1862;28,1948;27,3119;26,2630;25,1231;24,229;23,5481;22,5100;21,1951;20,3149;19,1004;18,1472;17,2724;16,142;15,670;14,4763;13,2558;12,5344;11,2384;10,46;9,4271;8,1796;7,4907;6,4614;5,162;4,173;3,2785;2,3885;1
20,2665;6517;6199;6797;4462;1099;642;311;3625;5139;2895;3337;4820;3708;5961;4098;1474;1341;5115;2630;6571;3724;1567;6203;1155;4452;6020;95;5268;3417;6321;4187;691;1463;616;5407;2512;4801;2124;4085;5686;1759;5973;6190;3586;5665;4457;4740;1610;5189;3105;4632;6207;6102;5729;4612,daytime:evening,1102;200,232;199,2858;198,3774;197,1148;196,353;195,189;194,725;193,2836;192,86;191,604;190,250;189,3975;188,942;187,95;186,2124;185,270;184,1955;183,7;182,3353;181,6141;180,4404;179,2859;178,1250;177,679;176,6118;175,603;174,2164;173,241;172,3028;171,1846;170,742;169,269;168,2338;167,60;166,1126;165,1914;164,320;163,629;162,2013;161,168;160,2103;159,1789;158,267;157,421;156,458;155,860;154,2196;153,1883;152,811;151,5686;150,3388;149,2732;148,84;147,6067;146,5338;145,2408;144,2372;143,1012;142,974;141,1684;140,2444;139,6091;138,2349;137,69;136,2431;135,4465;134,2477;133,1463;132,420;131,6160;130,1166;129,6639;128,1335;127,1477;126,2622;125,4996;124,7036;123,5757;122,1341;121,4661;120,239;119,2490;118,4425;117,1693;116,1455;115,303;114,6111;113,2946;112,3143;111,5074;110,1550;109,164;108,6821;107,456;106,788;105,720;104,4696;103,235;102,467;101,5909;100,1240;99,2250;98,4265;97,1064;96,2063;95,1164;94,457;93,1044;92,1927;91,2406;90,3579;89,3182;88,1623;87,184;86,4741;85,277;84,4854;83,1453;82,1939;81,2722;80,3759;79,4413;78,697;77,1860;76,54;75,2993;74,4602;73,2082;72,7013;71,6475;70,4087;69,563;68,1786;67,3653;66,389;65,757;64,4291;63,2327;62,2436;61,1276;60,848;59,5712;58,960;57,311;56,1334;55,2940;54,5427;53,181;52,3101;51,4487;50,2450;49,5362;48,333;47,3508;46,4715;45,439;44,1903;43,152;42,3068;41,2870;40,2233;39,845;38,1862;37,1948;36,3119;35,2630;34,1231;33,229;32,5481;31,5100;30,1951;29,3149;28,1004;27,1472;26,2724;25,142;24,670;23,5013;22,4763;21,2558;20,5344;19,2384;18,46;17,4271;16,1796;15,4907;14,4614;13,162;12,173;11,2785;10,3885;9,3561;8,2148;7,71;6,5852;5,3053;4,2539;3,2620;2,636;1
20,6125;5315;5910;5416;420;1136;2543;2746;2808;3634;3458;5243;3177;1496;2814;7145;1709;3975;2993;2860;168;6685;5412;5935;2797;1172;4062;4565;2015;4560;2163;2688;451;3484;6027;7073;3291;955;290;6542;4284,daytime:night,1102;200,232;199,2858;198,3255;197,3774;196,3620;195,353;194,189;193,725;192,2836;191,86;190,604;189,250;188,3975;187,975;186,942;185,95;184,2124;183,1936;182,1131;181,1955;180,7;179,3353;178,545;177,6141;176,4404;175,2859;174,406;173,1250;172,6118;171,222;170,603;169,2164;168,241;167,3028;166,3701;165,1846;164,269;163,60;162,1126;161,4418;160,1914;159,320;158,629;157,1879;156,2013;155,646;154,168;153,2103;152,1789;151,267;150,421;149,458;148,860;147,2196;146,1883;145,811;144,5686;143,3388;142,2732;141,2713;140,84;139,6067;138,5338;137,2408;136,2372;135,1012;134,974;133,1684;132,2444;131,6091;130,2349;129,69;128,3770;127,3445;126,2431;125,4465;124,2477;123,1463;122,420;121,1166;120,6639;119,1335;118,1477;117,2622;116,4996;115,7036;114,5757;113,1341;112,4661;111,239;110,2490;109,4425;108,1693;107,1455;106,303;105,6111;104,2946;103,3143;102,5074;101,1550;100,164;99,6821;98,4641;97,456;96,788;95,720;94,235;93,467;92,5909;91,1275;90,2604;89,1240;88,2250;87,4265;86,1064;85,27;84,2063;83,1164;82,457;81,1044;80,1927;79,3579;78,1623;77,184;76,4741;75,277;74,4854;73,343;72,1453;71,1939;70,2722;69,697;68,1860;67,54;66,2993;65,4602;64,2082;63,7013;62,6475;61,4087;60,563;59,1786;58,3653;57,389;56,757;55,4291;54,2436;53,1276;52,848;51,5712;50,960;49,311;48,1334;47,2940;46,5427;45,181;44,3101;43,4487;42,2450;41,5362;40,333;39,3508;38,396;37,3612;36,4715;35,2336;34,439;33,1903;32,2473;31,152;30,3068;29,2870;28,2233;27,845;26,1948;25,3119;24,2630;23,1231;22,229;21,5481;20,5100;19,1951;18,3149;17,1004;16,1472;15,142;14,670;13,5013;12,4763;11,2558;10,5344;9,2384;8,46;7,4271;6,1796;5,4907;4,4614;3,162;2,173;1
20,3180;5254;4138;504;1953;3165;5316;4007;4469;478;4049;1207;2126;3643;2550;2102;3579;61;4168;5472;2464;6384;3897;5061;6051;4425;635;4309;4237;4694;5807;5086;4300;6250;5488;974;365;4137;471;1917;2349;6233;2916;352;3405;3409;63;174;5621;6520;6613;629;4998;810;6173;4854;4556;4976;3891;3152,daytime:afternoon,1102;200,232;199,2858;198,3255;197,3774;196,1148;195,3620;194,353;193,189;192,725;191,2836;190,86;189,604;188,250;187,3975;186,975;185,95;184,2124;183,270;182,1936;181,1131;180,1955;179,7;178,545;177,6141;176,4404;175,2859;174,406;173,679;172,6118;171,222;170,603;169,2164;168,3701;167,1846;166,742;165,269;164,2338;163,60;162,1126;161,4418;160,1914;159,320;158,629;157,1879;156,2013;155,646;154,168;153,2103;152,1789;151,267;150,421;149,860;148,2196;147,1883;146,811;145,5686;144,2732;143,2713;142,84;141,6067;140,5338;139,2372;138,974;137,1684;136,2444;135,6091;134,2349;133,3770;132,3445;131,4465;130,2477;129,1463;128,420;127,6160;126,1166;125,6639;124,1335;123,1477;122,2622;121,4996;120,7036;119,5757;118,1341;117,4661;116,239;115,2490;114,4425;113,1693;112,1455;111,303;110,6111;109,2946;108,3143;107,5074;106,164;105,6821;104,4641;103,4696;102,235;101,467;100,5909;99,1275;98,2604;97,1240;96,2250;95,4265;94,1064;93,27;92,2063;91,1164;90,457;89,1927;88,2406;87,3579;86,3182;85,1623;84,184;83,4741;82,277;81,4854;80,343;79,1453;78,1939;77,2722;76,3759;75,4413;74,697;73,1860;72,54;71,2993;70,4602;69,2082;68,7013;67,4087;66,563;65,1786;64,3653;63,389;62,757;61,2327;60,2436;59,1276;58,848;57,5712;56,960;55,311;54,1334;53,2940;52,5427;51,181;50,3101;49,4487;48,2450;47,5362;46,333;45,3508;44,396;43,3612;42,4715;41,2336;40,439;39,1903;38,2473;37,152;36,3068;35,2870;34,2233;33,845;32,1862;31,3119;30,2630;29,1231;28,229;27,5481;26,1951;25,3149;24,1472;23,2724;22,142;21,670;20,5013;19,4763;18,2558;17,5344;16,46;15,4271;14,1796;13,4907;12,4614;11,162;10,173;9,3885;8,1725;7,3561;6,2148;5,71;4,5852;3,3053;2,2894;1
323,1917;5325;4432;223;5319;1514;2154;1405;4104;241;4314;5281;191;2149;1015;486;2085;1563;4527;4005;1126;3415;3897;2059;3341;2781;2501;1923;381;1634;1789;284;670;23;3540;2623;4751;213;3920;6310;3238;6049;593;5966,daytime:morning,406;200,2894;199,742;198,420;197,1131;196,604;195,60;194,2124;193,277;192,6141;191,3521;190,184;189,2558;188,600;187,95;186,1477;185,3620;184,189;183,432;182,456;181,2372;180,785;179,3575;178,981;177,2946;176,1645;175,2991;174,54;173,6675;172,545;171,3770;170,1883;169,5757;168,235;167,942;166,270;165,56;164,267;163,222;162,1148;161,3;160,1276;159,339;158,1158;157,646;156,960;155,3353;154,181;153,131;152,141;151,3068;150,2859;149,1749;148,1622;147,104;146,1097;145,679;144,86;143,6091;142,3975;141,2471;140,2934;139,1948;138,5124;137,516;136,1868;135,1102;134,3088;133,263;132,1955;131,1583;130,2650;129,2160;128,3900;127,1365;126,232;125,8;124,2512;123,6061;122,303;121,3255;120,284;119,1250;118,3561;117,2430;116,3028;115,2649;114,386;113,2338;112,680;111,1683;110,269;109,3701;108,1165;107,2291;106,291;105,1214;104,1936;103,164;102,152;101,191;100,457;99,198;98,71;97,218;96,1607;95,6545;94,241;93,7143;92,500;91,3943;90,458;89,1694;88,1789;87,69;86,975;85,5946;84,5973;83,811;82,713;81,1255;80,788;79,2645;78,2183;77,51;76,624;75,799;74,75;73,2940;72,905;71,1136;70,96;69,3368;68,294;67,140;66,2447;65,4474;64,63;63,168;62,6118;61,4418;60,1231;59,83;58,2164;57,621;56,1506;55,207;54,4451;53,725;52,4830;51,1701;50,1724;49,1035;48,271;47,7036;46,6250;45,214;44,1514;43,2596;42,893;41,352;40,7013;39,1862;38,563;37,2526;36,2082;35,2652;34,1014;33,2103;32,5712;31,3455;30,2051;29,167;28,2913;27,7;26,2937;25,38;24,1012;23,179;22,2819;21,1786;20,841;19,1236;18,2713;17,6334;16,2406;15,421;14,1959;13,1790;12,3904;11,2349;10,287;9,4616;8,1320;7,1275;6,891;5,3238;4,845;3,787;2,4270;1
323,3601;1734;565;1971;1233;2927;942;797;6675;931;2124;2803;1797;222;6095;740;2778;1097;3111;2263;6043;1847;5501;235;1540;2112;1711;4302;5442,daytime:evening,406;200,2894;199,742;198,420;197,353;196,250;195,2124;194,277;193,3521;192,184;191,2558;190,320;189,600;188,95;187,1477;186,3620;185,189;184,432;183,456;182,173;181,2372;180,785;179,3575;178,981;177,2946;176,1645;175,2991;174,54;173,974;172,6675;171,545;170,3770;169,1883;168,5757;167,27;166,235;165,942;164,270;163,56;162,267;161,222;160,1148;159,3;158,1276;157,1158;156,960;155,1725;154,3353;153,181;152,131;151,178;150,141;149,3068;148,2859;147,1749;146,1854;145,1622;144,104;143,1097;142,679;141,6091;140,3975;139,2471;138,2934;137,1057;136,1948;135,5124;134,516;133,1868;132,1102;131,1417;130,3088;129,263;128,1955;127,1583;126,2650;125,2160;124,1365;123,232;122,8;121,2512;120,6061;119,303;118,102;117,3255;116,284;115,1250;114,657;113,3561;112,2430;111,3028;110,2649;109,386;108,2338;107,680;106,1683;105,269;104,3701;103,1165;102,2291;101,291;100,3588;99,164;98,152;97,191;96,457;95,84;94,198;93,71;92,218;91,1607;90,6545;89,241;88,7143;87,500;86,458;85,1694;84,1789;83,69;82,3069;81,975;80,5946;79,5973;78,811;77,713;76,1255;75,2645;74,2183;73,51;72,624;71,799;70,75;69,2940;68,905;67,1136;66,96;65,3368;64,294;63,140;62,2447;61,4474;60,63;59,168;58,6118;57,4418;56,83;55,2164;54,621;53,1506;52,4631;51,207;50,4451;49,1335;48,4830;47,1196;46,2848;45,1701;44,1724;43,1035;42,271;41,7036;40,6250;39,214;38,1514;37,2596;36,893;35,352;34,7013;33,1862;32,563;31,2880;30,107;29,2526;28,2082;27,2652;26,1014;25,2103;24,5427;23,5712;22,3455;21,2051;20,167;19,2913;18,7;17,2937;16,2355;15,38;14,1012;13,179;12,2819;11,841;10,1236;9,2713;8,6334;7,2406;6,421;5,1959;4,1790;3,3904;2,2349;1
323,5057;2256;1851;1203;3;2209;352;3334;2295;2008;1899;423;270;4442;2842;5849;4228;2986;2425;4218;3401;2173;4685;388;6411;2168,daytime:night,406;200,2894;199,420;198,1131;197,353;196,250;195,604;194,60;193,2124;192,6141;191,3521;190,184;189,2558;188,320;187,600;186,95;185,1477;184,3620;183,189;182,456;181,173;180,2372;179,3575;178,2946;177,1645;176,2991;175,974;174,6675;173,545;172,3770;171,1883;170,5757;169,27;168,235;167,942;166,270;165,56;164,267;163,222;162,1148;161,3;160,339;159,1158;158,646;157,960;156,1725;155,3353;154,181;153,131;152,178;151,141;150,3068;149,2859;148,1854;147,1622;146,104;145,1097;144,679;143,86;142,6091;141,3975;140,2471;139,1057;138,1948;137,5124;136,516;135,1868;134,1102;133,1417;132,3088;131,1955;130,2650;129,2160;128,3900;127,1365;126,2512;125,6061;124,303;123,102;122,3255;121,284;120,1250;119,657;118,3561;117,2430;116,2649;115,386;114,2338;113,680;112,1683;111,269;110,3701;109,1165;108,291;107,1214;106,3588;105,1936;104,164;103,152;102,191;101,457;100,84;99,198;98,71;97,218;96,6545;95,241;94,7143;93,500;92,3943;91,458;90,1694;89,1789;88,69;87,3069;86,975;85,5946;84,811;83,713;82,788;81,2183;80,51;79,624;78,799;77,75;76,2940;75,905;74,1136;73,96;72,294;71,140;70,2447;69,4474;68,63;67,168;66,6118;65,4418;64,1231;63,83;62,621;61,1506;60,4631;59,4451;58,725;57,1335;56,4830;55,1196;54,2848;53,1701;52,1724;51,1035;50,271;49,7036;48,6250;47,1514;46,2596;45,893;44,352;43,7013;42,1862;41,563;40,2880;39,107;38,2526;37,2082;36,2652;35,2103;34,5427;33,3455;32,2051;31,167;30,2913;29,7;28,2937;27,2355;26,38;25,1012;24,179;23,2819;22,1786;21,1236;20,2713;19,6334;18,2406;17,1959;16,1790;15,3904;14,2349;13,4616;12,5100;11,1320;10,1275;9,891;8,3238;7,845;6,787;5,4270;4,2431;3,2425;2,629;1
