200
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200
20,2280;5977;5629;2749;3719;5354;1461;795;3580;2982;3972;6878;5473;5903;4438;5974;4590;3854;5199;1187;2690;2425;2435;4789;1664;6002;4693;2020;2266;6984;5724;4080;6410;6092;2104;223;2128;1731;2699;151;3396;4639;554;2395;5163;5485;3434;3224;4817;6347;5850;14;343;6910;3707;2183;5894;3240;3372;3255;3531;4530;5860;5830;88;5103;3058;5612,daytime:evening,6715;200,6982;199,7156;198,2472;197,7262;196,4368;195,3377;194,1402;193,1351;192,2261;191,1664;190,4362;189,7048;188,2532;187,1680;186,6735;185,4075;184,7251;183,6965;182,1941;181,2152;180,822;179,3176;178,922;177,2752;176,7146;175,2618;174,3968;173,752;172,1869;171,4489;170,7186;169,1871;168,2969;167,6559;166,3771;165,282;164,645;163,7084;162,7230;161,4079;160,2134;159,6316;158,2798;157,7304;156,2131;155,1957;154,1952;153,6528;152,1916;151,322;150,463;149,7277;148,5462;147,4445;146,7193;145,7293;144,7303;143,1328;142,115;141,6729;140,7253;139,6039;138,6733;137,1792;136,7257;135,6874;134,7255;133,3376;132,4900;131,4275;130,598;129,1720;128,1689;127,6858;126,6824;125,6282;124,330;123,5411;122,4232;121,1230;120,2169;119,3578;118,6323;117,7010;116,4099;115,1291;114,1566;113,3205;112,7218;111,2822;110,7300;109,7202;108,6980;107,4351;106,4506;105,3092;104,4370;103,6642;102,3697;101,1552;100,3047;99,6783;98,7148;97,11;96,2930;95,6961;94,2813;93,3509;92,6529;91,6736;90,2035;89,2956;88,5350;87,6149;86,6674;85,3155;84,6120;83,7269;82,6804;81,2987;80,6969;79,3449;78,2850;77,5851;76,831;75,120;74,3098;73,7133;72,3232;71,6297;70,2534;69,3626;68,2404;67,5192;66,3926;65,6883;64,74;63,7274;62,6766;61,6739;60,1767;59,7187;58,1163;57,7206;56,2978;55,6734;54,4938;53,3349;52,6926;51,7296;50,3267;49,6866;48,4872;47,2716;46,729;45,1488;44,1652;43,6210;42,216;41,6799;40,6255;39,553;38,6937;37,1342;36,6745;35,1733;34,273;33,6713;32,1681;31,648;30,2565;29,6569;28,6732;27,4666;26,3475;25,7232;24,7065;23,654;22,7165;21,1603;20,1020;19,3563;18,6594;17,4279;16,5376;15,6956;14,6672;13,7234;12,2077;11,6435;10,70;9,3431;8,853;7,3572;6,5200;5,2202;4,1876;3,2725;2,2065;1
109,1909;3627;6794;5325;1530;4314;1682;3766;1833;2078;7051;4258;5768;1413;549;2378;3619;2639;4737;4805;1431;4360;995;6633;7253,daytime:night,6715;200,6982;199,7156;198,2472;197,7262;196,4368;195,3377;194,1402;193,1351;192,2261;191,1664;190,4362;189,2532;188,7048;187,1680;186,6735;185,4075;184,7251;183,6965;182,1941;181,2152;180,822;179,3176;178,922;177,2752;176,7146;175,2618;174,3968;173,1869;172,4489;171,752;170,7186;169,1871;168,2969;167,3771;166,6559;165,7084;164,282;163,645;162,7230;161,4079;160,6316;159,7304;158,2134;157,2798;156,2131;155,1952;154,1957;153,6528;152,322;151,463;150,1916;149,7277;148,4445;147,5462;146,7293;145,7193;144,1328;143,7303;142,6729;141,115;140,7253;139,6039;138,1792;137,6733;136,6874;135,7255;134,7257;133,4900;132,3376;131,4275;130,1720;129,1689;128,6858;127,598;126,6824;125,330;124,2169;123,6282;122,5411;121,4232;120,1230;119,7010;118,6323;117,3578;116,1291;115,4099;114,3205;113,1566;112,7300;111,2822;110,7218;109,3697;108,3092;107,4506;106,6980;105,4370;104,7202;103,4351;102,6642;101,6783;100,1552;99,11;98,3047;97,7148;96,2930;95,6736;94,6529;93,5350;92,6961;91,6149;90,3509;89,3155;88,2813;87,6674;86,2035;85,7269;84,2956;83,6804;82,6120;81,2850;80,3449;79,2987;78,831;77,7133;76,3098;75,6969;74,5851;73,3232;72,120;71,3626;70,2534;69,5192;68,6297;67,3926;66,7274;65,2404;64,74;63,1767;62,6883;61,6766;60,6739;59,7206;58,7187;57,6734;56,3349;55,2978;54,1163;53,3267;52,6926;51,2716;50,729;49,6866;48,216;47,1488;46,4938;45,7296;44,4872;43,6210;42,1652;41,6799;40,553;39,2565;38,273;37,1733;36,1342;35,1681;34,6937;33,648;32,6713;31,6569;30,6745;29,7065;28,1603;27,6255;26,6732;25,7234;24,654;23,3563;22,7232;21,6672;20,3475;19,4279;18,4666;17,2725;16,6956;15,7165;14,6594;13,853;12,5376;11,3431;10,2077;9,6889;8,1876;7,6412;6,70;5,5200;4,2202;3,6435;2,1855;1
127,853;1363,daytime:evening,2472;200,6715;199,2261;198,7148;197,5692;196,1493;195,6982;194,5815;193,3999;192,1274;191,4893;190,4594;189,4075;188,714;187,7291;186,45;185,1978;184,5851;183,1801;182,4368;181,5108;180,4173;179,64;178,3311;177,1566;176,5190;175,4004;174,2822;173,5431;172,3378;171,2111;170,3874;169,955;168,1718;167,5498;166,1802;165,801;164,1464;163,7084;162,3480;161,6039;160,957;159,3035;158,1126;157,4942;156,4836;155,7163;154,536;153,5466;152,4362;151,3474;150,1878;149,1757;148,1235;147,2453;146,5605;145,7135;144,5303;143,6906;142,6388;141,6783;140,2956;139,853;138,6986;137,3468;136,838;135,2771;134,3341;133,1992;132,2543;131,448;130,2550;129,6069;128,3849;127,7094;126,4832;125,1744;124,7294;123,3190;122,3632;121,1855;120,2022;119,828;118,3643;117,6461;116,313;115,2015;114,7296;113,3803;112,6477;111,5439;110,7156;109,702;108,4092;107,2175;106,6642;105,2676;104,6712;103,3589;102,3556;101,4079;100,2173;99,1809;98,6440;97,1097;96,5832;95,6304;94,565;93,862;92,99;91,3129;90,6616;89,5371;88,1720;87,833;86,1454;85,2035;84,3687;83,496;82,1190;81,3872;80,1520;79,2311;78,948;77,7257;76,1458;75,230;74,3170;73,1084;72,5186;71,6401;70,5178;69,3180;68,5557;67,2774;66,3565;65,2752;64,3777;63,4058;62,6072;61,132;60,3238;59,4899;58,686;57,6818;56,5446;55,3387;54,2135;53,3369;52,5034;51,7262;50,2829;49,894;48,1479;47,5585;46,545;45,247;44,4371;43,259;42,4143;41,5782;40,137;39,4715;38,7044;37,2581;36,1984;35,3234;34,27;33,2708;32,815;31,1871;30,866;29,6586;28,5568;27,864;26,1522;25,692;24,2041;23,200;22,7287;21,3627;20,3969;19,1794;18,4285;17,5546;16,3929;15,5664;14,6542;13,3750;12,6020;11,4251;10,5940;9,5277;8,6120;7,3431;6,5334;5,3396;4,5668;3,6281;2,5586;1
128,6311;5176;5056;2157;5042;5762;478;4889;5033;1097;209;2781;5508;5004;1499;80;4191;4009;4006;4052;4465;4445;2177;5874;5185;3591;232;3481;5371;4173;4286;1822;2509;222;5557;2717;1835;1700;3783;4288;1637;3022;2302;335;5106;6504;799;290,daytime:night,6715;200,6982;199,7156;198,2472;197,7262;196,4368;195,3377;194,1402;193,1351;192,2261;191,1664;190,4362;189,2532;188,7048;187,1680;186,6735;185,4075;184,7251;183,1941;182,6965;181,2152;180,822;179,3176;178,922;177,2752;176,7146;175,2618;174,3968;173,1869;172,7186;171,4489;170,752;169,1871;168,6559;167,2969;166,3771;165,645;164,282;163,7084;162,7230;161,4079;160,6316;159,2134;158,7304;157,2131;156,2798;155,1952;154,1957;153,322;152,1916;151,6528;150,463;149,7277;148,5462;147,4445;146,7293;145,7193;144,7303;143,1328;142,115;141,6729;140,6039;139,7253;138,6733;137,7255;136,1792;135,7257;134,6874;133,3376;132,4900;131,4275;130,6858;129,1689;128,598;127,6824;126,6282;125,5411;124,4232;123,330;122,2169;121,1230;120,3578;119,7010;118,4099;117,6323;116,3205;115,1291;114,7218;113,1566;112,7300;111,7202;110,2822;109,4351;108,6980;107,3697;106,4506;105,6642;104,3092;103,4370;102,6783;101,7148;100,3047;99,11;98,1552;97,2930;96,5350;95,6529;94,2813;93,6961;92,6149;91,3509;90,6736;89,3155;88,6674;87,6804;86,2035;85,7269;84,2956;83,2987;82,6120;81,3449;80,3098;79,831;78,2850;77,6969;76,7133;75,3626;74,6297;73,120;72,3232;71,2404;70,3926;69,5851;68,5192;67,2534;66,7274;65,74;64,1767;63,6883;62,6766;61,1163;60,7187;59,6739;58,7206;57,6734;56,1652;55,2978;54,3349;53,4872;52,3267;51,6926;50,2716;49,4938;48,216;47,1488;46,6210;45,7296;44,6866;43,729;42,6799;41,6937;40,553;39,1681;38,6713;37,1733;36,7065;35,2565;34,1342;33,6569;32,7232;31,273;30,654;29,6745;28,6255;27,648;26,4666;25,6732;24,2077;23,4279;22,7234;21,3563;20,5200;19,6956;18,7165;17,1603;16,6672;15,3475;14,853;13,5376;12,6836;11,70;10,1020;9,6594;8,6435;7,2725;6,2202;5,6412;4,3572;3,1876;2,3431;1
128,354;2834;3926;5960;399;795;1463;4508;2196;3470;1422;1765;2590;575;771;3539;891;1676;2527;4998;2066;3296;2540;5264;884;2310;1385;1008;6406;166;211,daytime:afternoon,6715;200,6982;199,7156;198,2472;197,7262;196,4368;195,3377;194,1402;193,1351;192,2261;191,1664;190,4362;189,2532;188,7048;187,1680;186,6735;185,4075;184,7251;183,1941;182,6965;181,2152;180,822;179,3176;178,922;177,2752;176,7146;175,2618;174,3968;173,1869;172,7186;171,4489;170,752;169,1871;168,6559;167,2969;166,3771;165,645;164,282;163,7084;162,7230;161,4079;160,6316;159,2134;158,7304;157,2131;156,2798;155,1952;154,1957;153,322;152,1916;151,6528;150,463;149,7277;148,5462;147,4445;146,7293;145,7193;144,7303;143,1328;142,115;141,6729;140,6039;139,7253;138,6733;137,7255;136,1792;135,7257;134,6874;133,3376;132,4900;131,4275;130,1720;129,6858;128,1689;127,598;126,6824;125,6282;124,5411;123,4232;122,330;121,2169;120,1230;119,3578;118,7010;117,4099;116,6323;115,3205;114,1291;113,7218;112,1566;111,7300;110,7202;109,2822;108,4351;107,6980;106,3697;105,4506;104,6642;103,3092;102,4370;101,6783;100,7148;99,3047;98,11;97,1552;96,2930;95,5350;94,6529;93,2813;92,6961;91,6149;90,3509;89,6736;88,3155;87,6674;86,6804;85,2035;84,7269;83,2956;82,2987;81,6120;80,3449;79,3098;78,831;77,2850;76,6969;75,7133;74,3626;73,6297;72,120;71,3232;70,2404;69,3926;68,5851;67,5192;66,2534;65,7274;64,74;63,1767;62,6883;61,6766;60,1163;59,7187;58,6739;57,7206;56,6734;55,1652;54,2978;53,3349;52,4872;51,3267;50,6926;49,2716;48,4938;47,216;46,1488;45,6210;44,7296;43,6866;42,729;41,6799;40,6937;39,553;38,1681;37,6713;36,1733;35,7065;34,2565;33,1342;32,6569;31,7232;30,273;29,654;28,6745;27,6255;26,648;25,4666;24,6732;23,2077;22,4279;21,7234;20,3563;19,5200;18,6956;17,7165;16,1603;15,6672;14,3475;13,853;12,5376;11,6836;10,70;9,1020;8,6594;7,6435;6,2725;5,2202;4,6412;3,3572;2,1876;1
185,3424;5912;2612;247;713;136;7145;6104;5473;317;1248;5318;6273;2533;2889;2197;2121;5094;4823;1566;1604;6921;2399;6542;2098,daytime:night,6715;200,6982;199,7156;198,2472;197,7262;196,4368;195,3377;194,1402;193,1351;192,2261;191,1664;190,4362;189,7048;188,2532;187,1680;186,6735;185,4075;184,7251;183,6965;182,2152;181,1941;180,822;179,3176;178,922;177,2752;176,7146;175,2618;174,3968;173,1869;172,752;171,7186;170,4489;169,1871;168,6559;167,7230;166,282;165,3771;164,645;163,2969;162,7084;161,4079;160,2134;159,7304;158,6316;157,2798;156,2131;155,1957;154,1952;153,322;152,1916;151,6528;150,463;149,4445;148,5462;147,7277;146,7193;145,7303;144,1328;143,7293;142,6729;141,7253;140,115;139,6039;138,6733;137,1792;136,7257;135,6874;134,7255;133,4900;132,3376;131,6858;130,4275;129,1720;128,1689;127,598;126,330;125,1230;124,6323;123,4232;122,5411;121,6824;120,3578;119,2169;118,6282;117,3205;116,1291;115,7010;114,4099;113,7202;112,7218;111,1566;110,4506;109,7300;108,4351;107,3092;106,6980;105,2822;104,3697;103,6642;102,4370;101,11;100,1552;99,6961;98,2930;97,6783;96,3047;95,3509;94,7148;93,6149;92,5350;91,2813;90,7269;89,6804;88,6529;87,3155;86,2956;85,6736;84,2850;83,3449;82,2035;81,6297;80,6969;79,6120;78,6674;77,831;76,2987;75,3098;74,5851;73,3626;72,120;71,7133;70,3232;69,7274;68,1767;67,2534;66,3926;65,2404;64,6766;63,6734;62,74;61,2978;60,6883;59,5192;58,6739;57,3267;56,3349;55,1163;54,216;53,7187;52,4872;51,6926;50,7296;49,1652;48,4938;47,6713;46,7206;45,729;44,2716;43,6866;42,6255;41,553;40,6799;39,6210;38,1488;37,273;36,6937;35,3563;34,2565;33,6956;32,7065;31,6569;30,70;29,648;28,4666;27,1342;26,7234;25,1681;24,6672;23,3475;22,7165;21,654;20,6745;19,1733;18,6732;17,7232;16,2725;15,1603;14,6594;13,2077;12,6889;11,1020;10,2065;9,3431;8,2202;7,4279;6,3572;5,5865;4,2016;3,853;2,6435;1
316,5736;3549;5252;1200;7242;5903;2189;6722;5584;4895;2455;4607;4476;3539;3831;6665;1094;5194;830;2338;4290;1660;2457;2864;3930;2729;1162;5182;1231;2861;647;2470;6959;6485;6551;102;4134;1712;5185;1876;5548;5428;5456;256;2918;555;333;6715;2570;5886;2290;7141;3513;4869;4418;724;5333;4840;7291;7136;5900;2758;1325;1425;2430;5907;4583;4129;199;4235,daytime:morning,6715;200,6982;199,7156;198,2472;197,7262;196,4368;195,3377;194,1402;193,1351;192,2261;191,1664;190,4362;189,2532;188,1680;187,7048;186,4075;185,6735;184,7251;183,2152;182,6965;181,1941;180,822;179,3176;178,922;177,2752;176,7146;175,2618;174,3968;173,1869;172,752;171,1871;170,3771;169,6559;168,7230;167,4489;166,4079;165,7186;164,645;163,7084;162,282;161,2969;160,7304;159,6316;158,2131;157,2134;156,2798;155,1916;154,463;153,1957;152,5462;151,322;150,1328;149,7277;148,1952;147,6528;146,4445;145,7193;144,7293;143,115;142,1792;141,6733;140,7253;139,6729;138,6039;137,7257;136,6858;135,4275;134,7255;133,1689;132,3376;131,6323;130,1720;129,598;128,1230;127,4900;126,5411;125,7010;124,330;123,4232;122,6282;121,3578;120,4099;119,7300;118,7218;117,1291;116,4506;115,2822;114,6824;113,2169;112,4351;111,7202;110,3205;109,6642;108,1566;107,11;106,2930;105,6980;104,3155;103,6961;102,3509;101,3092;100,4370;99,3697;98,5350;97,1552;96,6529;95,2813;94,7148;93,2850;92,6783;91,6804;90,3449;89,7269;88,7133;87,6149;86,2956;85,2035;84,6736;83,6120;82,3047;81,3626;80,6297;79,2978;78,7274;77,6969;76,3098;75,2987;74,831;73,120;72,5851;71,6674;70,5192;69,3267;68,74;67,6739;66,3232;65,3926;64,729;63,2404;62,1652;61,6734;60,2534;59,1767;58,6766;57,216;56,6883;55,1163;54,2565;53,553;52,6926;51,1488;50,7065;49,7187;48,1342;47,4279;46,6210;45,6672;44,6937;43,6889;42,7296;41,273;40,3349;39,4938;38,4872;37,6745;36,6594;35,1733;34,2725;33,7234;32,654;31,6799;30,7165;29,3475;28,1681;27,6956;26,70;25,6255;24,6866;23,5376;22,6569;21,6732;20,2716;19,1337;18,6460;17,4666;16,2016;15,3572;14,7232;13,1513;12,853;11,1603;10,6430;9,6487;8,1855;7,6412;6,7228;5,648;4,1020;3,3431;2,2077;1
316,4344;50;3971;2985;443;5806;642;3715;1177;2424;6870;1607;1405;12;4074;5318;3442;4056;2170;2269;467;86;427;5451;491;3869;230;5986;3189;5856;3657;1671;5867;5377;2748;4523;249;6765;183;1845;4013;5791;1785;204;2049;3936;5757;731;1740;6659;2840;3278;4810;2879;2263;91;972;1412;1000;240;5220;937;2711;2472;3736;5398,daytime:night,6715;200,6982;199,7156;198,2472;197,7262;196,4368;195,3377;194,1402;193,1351;192,2261;191,1664;190,4362;189,2532;188,1680;187,7048;186,4075;185,6735;184,7251;183,2152;182,6965;181,1941;180,822;179,3176;178,922;177,2752;176,7146;175,2618;174,3968;173,1869;172,752;171,1871;170,3771;169,6559;168,7230;167,4489;166,4079;165,7186;164,645;163,7084;162,282;161,2969;160,7304;159,6316;158,2131;157,2134;156,2798;155,1916;154,463;153,1957;152,5462;151,322;150,1328;149,7277;148,1952;147,6528;146,4445;145,7193;144,7293;143,7303;142,115;141,1792;140,6733;139,7253;138,6729;137,6039;136,6874;135,7257;134,6858;133,4275;132,7255;131,1689;130,3376;129,6323;128,1720;127,598;126,1230;125,4900;124,5411;123,7010;122,330;121,4232;120,6282;119,3578;118,4099;117,7300;116,7218;115,1291;114,4506;113,2822;112,6824;111,2169;110,4351;109,7202;108,3205;107,6642;106,1566;105,11;104,2930;103,6980;102,3155;101,6961;100,3509;99,3092;98,4370;97,3697;96,5350;95,1552;94,6529;93,2813;92,7148;91,2850;90,6783;89,6804;88,3449;87,7133;86,6149;85,2956;84,2035;83,6736;82,6120;81,3047;80,3626;79,6297;78,2978;77,7274;76,6969;75,3098;74,2987;73,831;72,120;71,5851;70,6674;69,5192;68,3267;67,74;66,6739;65,3232;64,3926;63,729;62,2404;61,1652;60,6734;59,2534;58,1767;57,6766;56,216;55,6883;54,1163;53,6713;52,2565;51,7206;50,553;49,6926;48,1488;47,7065;46,1342;45,4279;44,6210;43,6672;42,6937;41,6889;40,7296;39,273;38,3349;37,4938;36,4872;35,6745;34,6594;33,1733;32,2725;31,7234;30,654;29,6799;28,7165;27,3475;26,1681;25,6956;24,70;23,6255;22,6866;21,5376;20,6569;19,6732;18,2716;17,1337;16,3563;15,6460;14,7285;13,4666;12,2016;11,3572;10,7232;9,1513;8,853;7,1603;6,6430;5,6487;4,1855;3,6412;2,7228;1
165,5725;3719;308;2932;3565;4508;1044;5589;624;4399;4804;2859;2713;6252;4693;3932;3735;7054;2088;236;2893;2349;223;2313;3126;951;942;44;4265;107;2296;1833;2539;1740;1652;1057;4102;4798;5344;1478;267;1412;1121;3588;2905;1574;7233;2171;4961;3990,daytime:afternoon,6715;200,6982;199,7156;198,2472;197,7262;196,4368;195,3377;194,1402;193,1351;192,2261;191,1664;190,4362;189,2532;188,7048;187,1680;186,6735;185,4075;184,7251;183,1941;182,6965;181,2152;180,822;179,3176;178,922;177,2752;176,7146;175,2618;174,3968;173,1869;172,7186;171,4489;170,752;169,1871;168,6559;167,3771;166,2969;165,7084;164,282;163,7230;162,645;161,4079;160,6316;159,7304;158,2134;157,2131;156,2798;155,1952;154,1957;153,322;152,1916;151,6528;150,463;149,7277;148,4445;147,5462;146,7293;145,7193;144,7303;143,1328;142,6729;141,115;140,6039;139,7253;138,6733;137,1792;136,7257;135,7255;134,6874;133,4900;132,3376;131,4275;130,1720;129,6858;128,1689;127,598;126,330;125,6824;124,5411;123,4232;122,6282;121,2169;120,1230;119,6323;118,7010;117,3578;116,4099;115,1291;114,3205;113,1566;112,7218;111,2822;110,7300;109,4506;108,7202;107,6980;106,4351;105,3697;104,6642;103,3092;102,6783;101,4370;100,11;99,7148;98,3047;97,1552;96,2930;95,5350;94,6529;93,6149;92,2813;91,6961;90,6736;89,3509;88,3155;87,2956;86,6674;85,6804;84,7269;83,2035;82,6120;81,3449;80,2987;79,831;78,3098;77,2850;76,6969;75,7133;74,6297;73,3626;72,3232;71,5851;70,3926;69,120;68,7274;67,5192;66,2404;65,1767;64,2534;63,74;62,6883;61,6766;60,6734;59,7187;58,2978;57,7206;56,6739;55,1163;54,3349;53,1652;52,216;51,2716;50,4872;49,7296;48,3267;47,1488;46,6926;45,6210;44,4938;43,729;42,6866;41,6799;40,553;39,6937;38,6713;37,2565;36,1342;35,1681;34,7065;33,1733;32,273;31,3563;30,648;29,6255;28,6569;27,7234;26,654;25,7232;24,4666;23,6956;22,6745;21,2077;20,6732;19,4279;18,5376;17,1603;16,70;15,7165;14,853;13,6672;12,5200;11,3475;10,2725;9,6412;8,2202;7,3431;6,1020;5,6594;4,6836;3,6430;2,1876;1
194,1860;5289;5174;3582;2050;3648;1773;6259;2899;1320;730;6687;118;1043;4236;2976;4921;4163;5990;1477;4841;1148;453;1887;4437;547;7032;3952;1710;2420;5131;682;972;6361;2164;6529;5082;1212;605;6867;2204;3088;117;6177;1375;2470,daytime:evening,6715;200,6982;199,7156;198,2472;197,7262;196,4368;195,3377;194,1402;193,1351;192,2261;191,1664;190,4362;189,2532;188,7048;187,1680;186,6735;185,4075;184,7251;183,6965;182,1941;181,2152;180,822;179,3176;178,922;177,2752;176,7146;175,2618;174,3968;173,1869;172,752;171,7186;170,4489;169,1871;168,6559;167,3771;166,2969;165,7084;164,7230;163,282;162,645;161,4079;160,6316;159,7304;158,2134;157,2798;156,2131;155,1952;154,1957;153,322;152,6528;151,463;150,1916;149,7277;148,4445;147,5462;146,7293;145,1328;144,7193;143,7303;142,6729;141,115;140,7253;139,6039;138,1792;137,6733;136,7257;135,7255;134,6874;133,4900;132,3376;131,4275;130,1720;129,6858;128,1689;127,598;126,330;125,6824;124,6282;123,5411;122,4232;121,2169;120,1230;119,6323;118,7010;117,4099;116,3578;115,1291;114,1566;113,3205;112,2822;111,7218;110,7300;109,7202;108,4506;107,4351;106,3697;105,6642;104,6980;103,3092;102,4370;101,6783;100,11;99,7148;98,1552;97,2930;96,3047;95,6961;94,5350;93,6149;92,3509;91,6529;90,2813;89,6736;88,3155;87,2035;86,2956;85,7269;84,6804;83,6674;82,3449;81,6120;80,2850;79,3098;78,2987;77,831;76,6969;75,7133;74,5851;73,120;72,3232;71,6297;70,3626;69,5192;68,7274;67,3926;66,2534;65,2404;64,1767;63,6766;62,74;61,6883;60,2978;59,6734;58,6739;57,7206;56,7187;55,3349;54,1163;53,216;52,6926;51,1652;50,729;49,3267;48,1488;47,7296;46,4872;45,2716;44,6210;43,4938;42,6866;41,553;40,1342;39,6799;38,6937;37,6713;36,2565;35,1681;34,6255;33,273;32,7065;31,1733;30,6745;29,6569;28,3563;27,648;26,654;25,7234;24,7232;23,4666;22,6956;21,6672;20,6732;19,2077;18,3475;17,7165;16,853;15,4279;14,5376;13,1603;12,70;11,2725;10,5200;9,3431;8,6594;7,1020;6,6889;5,6412;4,2202;3,1876;2,6430;1
