25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
52,4960;3276;4813;1567;5814;6328;5800;4870,daytime:morning,270;25,27;24,1136;23,136;22,1131;21,5517;20,2221;19,5295;18,420;17,3444;16,996;15,6216;14,1421;13,54;12,3767;11,7082;10,141;9,38;8,516;7,51;6,2703;5,1095;4,1765;3,2595;2,4809;1
52,1387;4215;3923;4288;3785;399;440;6090;410;2164;2372;6337;4231;1446;2098,daytime:evening,270;25,1136;24,136;23,1131;22,5517;21,2221;20,5295;19,222;18,3444;17,996;16,6216;15,1421;14,54;13,3767;12,7082;11,141;10,38;9,516;8,51;7,2703;6,3088;5,1095;4,1765;3,1365;2,2595;1
52,5461;6779;2649;1771;5443;1006;5241;3776;4307;6704,daytime:night,270;25,27;24,1136;23,136;22,5517;21,2221;20,5295;19,222;18,420;17,3444;16,996;15,6216;14,54;13,3767;12,141;11,38;10,516;9,2703;8,3088;7,1095;6,1765;5,1365;4,2595;3,4809;2,4361;1
52,6110;6195;1457;799;3010;2511;2521,daytime:afternoon,270;25,27;24,1136;23,136;22,1131;21,5517;20,2221;19,5295;18,222;17,420;16,3444;15,996;14,6216;13,1421;12,54;11,7082;10,141;9,38;8,516;7,51;6,2703;5,3088;4,1095;3,1765;2,1365;1
20,4487;4182;5698;7100;1605;4573;2970;7088;4923;1485;3892;5976;3044;5618;345;6577;2685;347;1173;2858;1831;3225;214;2105;860;6252;1296;5286;2013;2393;4267;946;6513;1534;3289;4537;5743;5673;1990;912;2040;893;1613;5503;5105;5256;2650;2099;754;4527;6789;1388;1891;226;604;2591;5577;4593;1425;1521;2515;6065;5398;4621;1221,daytime:morning,1131;25,6067;24,1250;23,240;22,604;21,439;20,3579;19,4923;18,811;17,7262;16,1715;15,3588;14,420;13,564;12,6797;11,1087;10,6599;9,457;8,3770;7,1148;6,5758;5,51;4,1614;3,2993;2,4427;1
20,975;4679;406;3430;2473;3862;5956;2094;713;5563;428;3906;1911;591;4508;3934;1445;5896;4770;5989;453;5026;6890;2817;2059;2378;6138;3273;2611;5168;1766;27;2037;4316;646;21;5663;4641;5913;715;5856;5810;5771;1879;5483;6352;2676;4417;1305;6079;4659;2700;165;1087;3503;222;4418;1757;4630;2387;5071;5811;3939;2604;2536;6615;6319;5742;5926;1070;5084;4711;2030,daytime:evening,6067;25,353;24,2649;23,1250;22,240;21,604;20,1176;19,439;18,3579;17,4923;16,811;15,269;14,399;13,7262;12,420;11,564;10,1087;9,6599;8,457;7,1148;6,5758;5,2836;4,250;3,1614;2,2233;1
20,5890;2809;1510;679;3797;1895;247;3450;17;317;1352;4263;2652;6330;390;6042;2664;5223;4930;2338;382;6277;3182;2327;3069;5032;4823;2366;2729;3929;4505;4342;999;6312;6143;244;1862;6550;6376,daytime:night,1131;25,6067;24,353;23,2649;22,1250;21,240;20,604;19,1176;18,439;17,3579;16,4923;15,811;14,269;13,399;12,7262;11,1715;10,3588;9,6797;8,1087;7,457;6,3770;5,5758;4,2836;3,51;2,250;1
20,6999;1069;1095;1093;1550;3340;5048;6200;2024;6073;2811;3658;5497;1687;791;1630;2483;5523;444;3363;5034;2760;3455;1129;4956;4681;6697;2671;3134;2028;874;6383;5349;3208;1012;2408;2968;3967;3992;1106;5549;6075;4628;5853;5566;3977;1023;5679;4353;1269;137;3028;530;3622;2086;3783;5823;5211;3537;6661;1426;129;5642;5891;4107;3344;456;2379;5864;1821,daytime:afternoon,1131;25,6067;24,353;23,2649;22,240;21,604;20,1176;19,439;18,4923;17,811;16,269;15,399;14,7262;13,1715;12,3588;11,420;10,564;9,6797;8,1087;7,6599;6,457;5,3770;4,1148;3,5758;2,2836;1
323,4516;4070;4613;666;4572;4691;5720;2790;5951;6624;4029;5537;1854;4008;2499;3470;6407;783;1211;1086;1401;5078;714;4486;6205;366;3619;2880;825;250;475;1525;793;195;2912;5852;1699;1736;660,daytime:morning,270;25,3444;24,51;23,54;22,250;21,63;20,420;19,3770;18,456;17,3;16,725;15,291;14,3575;13,60;12,104;11,6141;10,1550;9,3799;8,140;7,232;6,1365;5,1607;4,545;3,4585;2,198;1
323,913;2834;60;3894;5351;2260;3937;5481;985;2205;2210;6975;3646;5441;2453;4095;924;6628;1450;2303;243;1848;622;4616;2999;5509;4935;3900;6185;1131;6116;450;339,daytime:evening,270;25,3444;24,51;23,54;22,250;21,63;20,974;19,420;18,173;17,3770;16,3415;15,456;14,353;13,3;12,291;11,1057;10,3575;9,60;8,104;7,3799;6,3588;5,140;4,232;3,1365;2,1607;1
