25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
52,222;3687;2052;344;6246;2584;74;3433;1755;1365;621;4117;3088;168;6134;1533,daytime:morning,7229;25,1680;24,6210;23,853;22,2675;21,301;20,2944;19,1120;18,2339;17,765;16,2752;15,4428;14,3116;13,1516;12,2058;11,6297;10,2261;9,6725;8,1552;7,7254;6,7124;5,1886;4,1675;3,4292;2,1619;1
127,2958;2772;7040;7195,daytime:night,74;25,2206;24,2532;23,4509;22,730;21,5594;20,6469;19,5803;18,6410;17,5841;16,5167;15,3293;14,3544;13,6020;12,3268;11,876;10,4899;9,800;8,1047;7,6439;6,5032;5,5987;4,7103;3,3729;2,5566;1
128,1210;2665;3424;389;4249;3244;3630;4653;4660;2490;3774;4265;3852;2870;4378;5159;786;3955;347;1478;5541;2722;6526;4840;4425;2880;1403;1969;5746;670;748;2865;3091,daytime:evening,7229;25,1680;24,6210;23,853;22,2675;21,2339;20,301;19,1120;18,2944;17,765;16,2752;15,4428;14,3116;13,1516;12,2058;11,2261;10,1552;9,6297;8,1886;7,7124;6,6725;5,7254;4,4292;3,645;2,1675;1
42,1494;680;3498;565;1095;1122;2909;5978;762;5537;128;5283;4889;4836;1477;6182;3300;657;2495;7219;602;3054;500;6034;2379;173;761;1419;6177;660;2136;6531,daytime:afternoon,7229;25,1680;24,6210;23,853;22,2675;21,301;20,2339;19,1120;18,2944;17,765;16,2752;15,4428;14,3116;13,1516;12,2058;11,1552;10,2261;9,7124;8,1886;7,6297;6,6725;5,7254;4,4292;3,645;2,1675;1
298,1824;2246;5824;3046;3343;474;888;6944,daytime:afternoon,7229;25,853;24,6210;23,1680;22,765;21,2675;20,2752;19,2944;18,2261;17,1120;16,1516;15,2058;14,4292;13,3116;12,7124;11,2339;10,301;9,645;8,4428;7,6297;6,7254;5,1552;4,7182;3,3013;2,1886;1
185,2685;3925;5402;6681;1006;3460;3336;765;1775;2073;5972;2853;3975;5363;22;851;5159,daytime:evening,7229;25,6210;24,1680;23,853;22,2675;21,301;20,2339;19,1120;18,2944;17,2752;16,765;15,4428;14,3116;13,1516;12,2058;11,1552;10,7124;9,6725;8,6297;7,1886;6,2261;5,7254;4,4292;3,1675;2,645;1
185,953;1741;703;4398;6029;477;4743;2414;1816;6073;2864;919;2621;2990;2258;2185;4263;1148;5147;1770;2078,daytime:afternoon,7229;25,6210;24,1680;23,853;22,2675;21,301;20,2339;19,1120;18,2944;17,2752;16,765;15,4428;14,3116;13,1516;12,2058;11,1552;10,7124;9,6725;8,6297;7,1886;6,2261;5,7254;4,4292;3,1675;2,645;1
316,1909;666;406;5482;1134;5319;4467;6302;1243;3517;508;596;6628;6697;4919;1315;1097;3624;2262;2888;429;982;1708;6545;5024;6794;459;5416;6855;4969;2154;1334;2524;3;6397;6911;3506;857;2058;1115;1021;4818;6347;4343;5819;5235;7035;7047;4933;2695;1533;1013,daytime:morning,7229;25,6210;24,1680;23,853;22,2675;21,301;20,1120;19,2339;18,765;17,2944;16,2752;15,3116;14,4428;13,1516;12,2058;11,7124;10,1552;9,6725;8,1886;7,2261;6,4292;5,6297;4,7254;3,645;2,1675;1
316,1599;3834;3381;1229;1973;3670;4946;5954;4509;2372;118;1445;3587;1;484;2585;2402;4920;4567;5384;1887;2435;2090;6814;1385;2203;5967;3668;141;2168;907;6590;5549;5145;3601;2649;6106;1194;3826;2349;1961;2300;7086;271;4915;511;938;3109;1832;7142;6296;5466;1667;5834;641;280;6808;1982;5611;2807;1622;825;5754;6830;3422;1675;7012;4176;4514;1383;1524;7187;2118;140;2776,daytime:night,7229;25,6210;24,1680;23,853;22,2675;21,301;20,1120;19,2339;18,765;17,2944;16,2752;15,3116;14,4428;13,1516;12,2058;11,7124;10,1552;9,6725;8,1886;7,2261;6,4292;5,6297;4,7254;3,645;2,1675;1
130,1564;4217;1546;1619;133;1958;4533;2891;1674;3117;7291;2617,daytime:afternoon,7229;25,1680;24,6210;23,853;22,2675;21,2339;20,1120;19,765;18,2944;17,301;16,2752;15,3116;14,1516;13,4428;12,7124;11,4292;10,2058;9,2261;8,7254;7,1886;6,1552;5,6297;4,6725;3,645;2,1675;1
