25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
52,2528;2574;3610;3698;4282;6414;2815;3696;1489,daytime:morning,3539;25,4970;24,2101;23,420;22,4467;21,3005;20,3274;19,3785;18,3419;17,849;16,6189;15,2678;14,3190;13,854;12,4720;11,4945;10,671;9,905;8,3407;7,1095;6,2064;5,1030;4,2366;3,956;2,2595;1
52,6805;5109;703;3239;4970;1139;1845;3595;27;5457;999;348;2915;812,daytime:evening,3539;25,4970;24,4467;23,3005;22,3274;21,849;20,3433;19,6189;18,2678;17,3190;16,854;15,4720;14,4945;13,671;12,905;11,3407;10,1095;9,2064;8,1030;7,2366;6,956;5,2595;4,2222;3,441;2,5358;1
52,3144;1969;3870;7181;1421;3417;3720;4017;7266;51,daytime:night,4970;25,2101;24,420;23,4467;22,3005;21,3274;20,3785;19,3419;18,849;17,3433;16,6189;15,2678;14,3190;13,854;12,4720;11,4945;10,671;9,905;8,3407;7,1095;6,2064;5,1030;4,2366;3,956;2,2595;1
52,3083;3142;2415;3202;4523;6568;3244;5319;3505;4467,daytime:afternoon,3539;25,4970;24,2101;23,420;22,4467;21,3005;20,3274;19,3785;18,3419;17,849;16,3433;15,3190;14,854;13,4720;12,4945;11,671;10,905;9,3407;8,1095;7,2064;6,1030;5,2366;4,956;3,2595;2,2222;1
20,3839;4925;5760;4539;5480;28;2005;3321;1955;3118;3032;5013;268;2063;2538;6349;5275;3415;3057;233;4954;2841;2880;5508;250;3254;6862;957;3391;2148;854;3231;5925;2432;4911;3866;5249;2649;4939;101;2836;5231;4109;6795;4990;4236;5839;5031;524;468;2480;3689;1176;3557;5845;1639;5620;782;3390;3395;1165;5955;272;4183;681,daytime:morning,1550;25,2652;24,2124;23,4782;22,3770;21,891;20,6104;19,3929;18,3975;17,1790;16,2755;15,624;14,545;13,4013;12,1936;11,1955;10,2968;9,1948;8,3615;7,1694;6,3069;5,2859;4,6091;3,1724;2,1911;1
20,2280;5977;5629;2749;3719;5354;1461;795;3580;2982;3972;6878;5473;5903;4438;5974;4590;3854;5199;1187;2690;2425;2435;4789;1664;6002;4693;2020;2266;6984;5724;4080;6410;6092;2104;223;2128;1731;2699;151;3396;4639;554;2395;5163;5485;3434;3224;4817;6347;5850;14;343;6910;3707;2183;5894;3240;3372;3255;3531;4530;5860;5830;88;5103;3058;5612,daytime:evening,1550;25,2652;24,4782;23,891;22,6104;21,353;20,3929;19,3975;18,1790;17,2755;16,624;15,1955;14,4196;13,2968;12,1948;11,1935;10,1694;9,3069;8,2859;7,29;6,6091;5,1724;4,277;3,788;2,1490;1
20,3164;4071;1428;3244;4765;1672;4653;1161;4083;431;1636;4581;2505;3876;4890;1484;1614;5099;5050;4597;2584;1710;6694;2117;4278;5872;3908;3353;2602;4323;3031;6938;3567;5529;1734;4970;5185;1555;2313;942;5770;1235;5383;6608;5996;4554;2539;5600;3278;2137;6475;5657;3589;2451;2816;458;2556;3597;381;5073;5077;4980;1968;4514;2595;3485,daytime:afternoon,2652;25,2124;24,4782;23,3770;22,891;21,6104;20,353;19,3929;18,3975;17,1790;16,2755;15,624;14,545;13,4013;12,1936;11,1955;10,4196;9,3615;8,1935;7,3069;6,2859;5,29;4,6091;3,1724;2,1911;1
323,774;6350;3719;4142;4633;6314;2662;1725;2511;194;736;4264;4201;508;1618;1045;3143;3875;2505;1057;595;1022;1364;2672;5670;1417;6111;2817;3069;5451;682;1055;1778;4120;27;4107;6865;3709;824;2613;6561;353,daytime:morning,270;25,95;24,725;23,456;22,1240;21,60;20,51;19,353;18,6141;17,141;16,785;15,1550;14,222;13,1883;12,1622;11,232;10,4404;9,333;8,1057;7,1765;6,86;5,1275;4,681;3,8;2,5757;1
323,5070;4245;2823;5592;6670;1550;6112;6566;2375;6141;1214;7069;3664;3102;5055;4369;3487;2692;2000;227;788;3277;1188;5273;3043;2605;920;4044;491;973;646;3404,daytime:evening,270;25,95;24,456;23,1240;22,51;21,353;20,6141;19,141;18,785;17,1550;16,1883;15,1622;14,232;13,4404;12,333;11,1057;10,1765;9,366;8,250;7,1275;6,681;5,8;4,5757;3,269;2,3191;1
323,3073;956;340;3000;3253;3526;1750;2603;4703;5105;1607;3587;1655;2870;2;1255;2053;2348;3854;4607;4775;618;4050;3721;785;4571;614;5602;3183;677;447;3344;2513;588;3935;237;742;2714,daytime:night,95;25,725;24,456;23,60;22,51;21,353;20,6141;19,141;18,785;17,1550;16,222;15,1883;14,1622;13,4404;12,333;11,1057;10,1765;9,366;8,250;7,86;6,1275;5,681;4,5757;3,269;2,1131;1
