25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
52,2610;6705;1877;844;4784;6814;3091;4155;4560,daytime:evening,1006;25,3484;24,1131;23,1225;22,281;21,5004;20,4072;19,4474;18,6134;17,3346;16,1450;15,2649;14,2678;13,4679;12,2694;11,3433;10,2591;9,5973;8,4143;7,83;6,432;5,4636;4,2063;3,1025;2,368;1
52,3704;3577;5554;1377;1972;2651;5591;4807;355;368;3767;4882,daytime:afternoon,1006;25,3484;24,1131;23,1225;22,281;21,75;20,4072;19,4474;18,6134;17,3346;16,1450;15,2649;14,4679;13,2694;12,3433;11,2591;10,5973;9,4143;8,83;7,432;6,4636;5,1025;4,368;3,14;2,2897;1
20,1025;4699;3448;3853;3761;5623;1562;5942;2385;5471;4629;1935;2176;5107;4196;3958;6573;1976;3187;5545;5793;265;380;2150;4010;5682;353;959;236;4481;1329;3953;4341;5785;399;5382;2610;3774;4034;1718;3961;29;2537;2767;253;2884;4715;4654;872;4685;2622;3928;4615;2430;4917;1665;199;3679,daytime:morning,95;25,2372;24,51;23,1131;22,4091;21,2946;20,3770;19,6134;18,14;17,3763;16,621;15,420;14,1725;13,1917;12,1181;11,1148;10,4469;9,974;8,1037;7,4499;6,1038;5,457;4,27;3,368;2,950;1
20,817;545;1744;5999;2220;2375;1332;4839;5993;1337;4611;3639;4128;5135;580;1205;6771;3466;2248;1788;2713;3701;97;1783;2021;3924;2088;5447;6387;4122;3218;3445;3202;378;3283;3137;3505;4013;5949;4553;4230;5936;4802;3620;3185;3886;4837;1676;5607;1346;3588;1008;1578;1131;4961;3796;2913;2343,daytime:evening,2372;25,1131;24,4091;23,2946;22,2649;21,6134;20,3763;19,621;18,420;17,1917;16,1181;15,1148;14,4469;13,974;12,1037;11,4499;10,1038;9,457;8,604;7,368;6,950;5,3438;4,708;3,2204;2,1425;1
20,5148;535;5912;5676;1569;1458;1607;6757;658;1148;3775;449;3716;820;6160;5671;564;1462;3357;6239;793;4380;3350;6503;4751;4496;2217;1490;6127,daytime:night,95;25,2372;24,51;23,1131;22,4091;21,2946;20,2649;19,3770;18,6134;17,14;16,3763;15,621;14,1725;13,1917;12,1181;11,1148;10,4469;9,974;8,1037;7,4499;6,1038;5,457;4,27;3,604;2,368;1
20,1250;4978;4204;2007;255;2790;833;368;440;3800;3517;3536;1246;1044;936;4600;3988;5589;2273;3782;692;2517;3162;5541;1004;3317;5094;4291;5100;3717;5132;4076;1128;5028;6630;3469;4361;3010;4411;62;3872;3648;3787;1961;2785;4881;5258;2603;676;2832;2759;652;47;2384;69;350;4102;2845;4824;3651;3388;5206;5020;3525;2173;720;4586;4513;5694;1539;3129,daytime:afternoon,95;25,2372;24,51;23,1131;22,4091;21,2946;20,2649;19,3770;18,6134;17,14;16,3763;15,621;14,420;13,1725;12,1181;11,1148;10,1037;9,4499;8,1038;7,457;6,27;5,604;4,368;3,950;2,3438;1
323,102;6999;3127;2885;7102;4631;1305;377;1621;107;4017;178;5144;4841;4407;385;2660;5379;1801;1982;4090;2327;5987;3296;3607;5100;6223;993;3666;1515;4068;1465;5262,daytime:morning,420;25,6141;24,270;23,2160;22,2347;21,604;20,95;19,222;18,8;17,181;16,140;15,2078;14,2784;13,386;12,1550;11,184;10,1131;9,545;8,646;7,1276;6,942;5,2740;4,291;3,71;2,1164;1
323,2508;719;1023;7261;533;1167;3625;424;6109;2267;1281;4190;2296;2947;749;448;1205;4920;6495;427;2888;2580;5665;1121;1321;725;5084;1183,daytime:evening,420;25,270;24,974;23,2160;22,353;21,2347;20,95;19,8;18,173;17,181;16,140;15,2078;14,2784;13,3069;12,386;11,184;10,545;9,1276;8,2740;7,291;6,71;5,1164;4,10;3,104;2,232;1
323,1279;1302;6404;5874;245;6259;3135;5806;1898;118;4695;2241;701;6911;2291;4889;766;370;2550;1704;5777;7053;3788;1400;25;3496;6367;5194;54;5572;2378;6013;2645;3408;4082;67;3149;501;1319;153;1154,daytime:night,420;25,6141;24,974;23,2160;22,353;21,2347;20,604;19,95;18,222;17,173;16,181;15,140;14,2078;13,2784;12,3069;11,386;10,1550;9,184;8,1131;7,545;6,646;5,942;4,2740;3,291;2,71;1
323,3839;131;3872;2649;930;406;912;3359;4469;1164;516;5639;2650;4776;559;144;285;4365;3451;2740;3799;5463;2023;290;1685,daytime:afternoon,420;25,6141;24,270;23,974;22,353;21,604;20,95;19,222;18,8;17,173;16,181;15,140;14,2078;13,2784;12,3069;11,386;10,1550;9,1131;8,545;7,646;6,1276;5,942;4,2740;3,71;2,1164;1
