25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
52,4862;1649;1201;6545;1042;426;3990;4488;457,daytime:morning,184;25,3417;24,6141;23,2831;22,923;21,1164;20,6037;19,1095;18,2505;17,148;16,83;15,27;14,905;13,1158;12,181;11,5054;10,3040;9,6666;8,2347;7,100;6,1030;5,1136;4,2591;3,2940;2,2078;1
52,2193;2996;2101;3569;420;4006;3419;5158;5032;61;939,daytime:evening,184;25,3417;24,6141;23,2831;22,923;21,1164;20,6037;19,1095;18,148;17,83;16,905;15,1158;14,181;13,5054;12,3040;11,3088;10,6666;9,2347;8,100;7,1030;6,1136;5,2591;4,2940;3,2078;2,104;1
52,3539;2837;6922;2120;1131;5996;989;813;1403,daytime:night,184;25,6141;24,2831;23,923;22,1164;21,6037;20,1095;19,2505;18,148;17,27;16,905;15,1158;14,181;13,5054;12,3040;11,3088;10,6666;9,2347;8,100;7,1030;6,1136;5,2591;4,2940;3,2078;2,104;1
52,3998;4063;2655;3763;5694;327;3126;2678;1067;6189;1412,daytime:afternoon,184;25,3417;24,6141;23,2831;22,923;21,1164;20,6037;19,1095;18,2505;17,148;16,83;15,27;14,905;13,1158;12,181;11,5054;10,3040;9,3088;8,6666;7,2347;6,100;5,1030;4,1136;3,2591;2,2940;1
20,4709;6305;6236;4962;4762;6784;2346;701;1983;112;1547;1080;6095;2400;86;5515;1656;3515;1979;3762;1287;1498;1945;1856;5270;5082;5746;5004;4470;2861;851;3601;5110;5193;2855;2195;2973;310;5373;4655;2448;3806;5203;1032;5651;182;3460;3883;5893;2645;2905;4913;3479;1102;2966;1294;6360;876,daytime:morning,1645;25,95;24,1131;23,54;22,1006;21,386;20,104;19,621;18,189;17,3444;16,2338;15,799;14,344;13,5973;12,3;11,2347;10,7023;9,981;8,51;7,63;6,2853;5,207;4,3770;3,284;2,27;1
20,396;6527;1970;4406;1030;1262;3488;7041;1275;51;4713;113;2894;6385;4886;2108;3615;6273;3612;2433;5641;1817;3132;1936;5601;512;4800;6663;3778;5705;7024;4619;2336;6840;2143;3592;5693;2621;4191;4805;536;326;1715;3695;5303;2922;2854;3829;2405;1725;867;3770;6261;6154;2142;4427;2846;3766;5170;5237;6901;493;6776;6583;306;4860;6917;335;4120;6100;3990,daytime:evening,2649;25,1645;24,353;23,3575;22,54;21,3415;20,1006;19,386;18,104;17,621;16,189;15,3444;14,2338;13,799;12,344;11,3;10,2347;9,7023;8,981;7,51;6,63;5,2853;4,207;3,3770;2,284;1
20,6599;5402;4558;2332;4413;4967;5745;2583;4025;1063;626;5487;771;855;1401;6201;785;2705;5387;2724;7136;5900;5915;1277;3674;5718;813;6621,daytime:night,2649;25,1645;24,95;23,353;22,1131;21,3575;20,54;19,3415;18,386;17,104;16,621;15,189;14,3444;13,799;12,344;11,5973;10,3;9,2347;8,7023;7,981;6,51;5,63;4,2853;3,207;2,3770;1
20,3005;5962;5560;4651;5121;4439;6159;6655;445;1946;3753;2677;821;1813;3138;2872;551;3788;4567;4399;4919;2303;5443;1475;2057;2431;5457;3088;348;3192;5578;3932;3605;2412;6345;2948;5699;3424;506;4111;6216;6700;3600;2708;4374;241;1694;4708;300;4850;826;2596;4981;4670;100;5557;4798;4688;788;2840;4878;5759;6205;2147;3610;1673;5658;2307;1948;1811;76;2979;1533;5994,daytime:afternoon,2649;25,1645;24,95;23,353;22,1131;21,3575;20,54;19,3415;18,1006;17,386;16,104;15,621;14,189;13,3444;12,2338;11,799;10,344;9,5973;8,3;7,2347;6,7023;5,981;4,51;3,2853;2,207;1
323,2041;84;4522;1196;3553;862;2848;4876;3951;320;1617;4403;5552;1571;5147;5427;657;1614;55;280;5576;2355;2387;3018;5296;1335;7024;6292;6778;4997;2604;1206;5360;3588;2556;1378;603;173;974;2693;1146;1999,daytime:morning,184;25,604;24,140;23,291;22,54;21,3;20,2649;19,270;18,232;17,95;16,2338;15,63;14,2347;13,56;12,458;11,542;10,742;9,447;8,3575;7,420;6,1477;5,189;4,104;3,2859;2,2101;1
323,4984;6157;33;7078;5470;1786;5323;502;4587;4898;706;3856;4923;2997;3943;6693;3579;1763;4932;4200;3810;1936;86;1739;629;6634;6591;1005;2955;604;5765;407;3172;908;4640;363;1231;696,daytime:evening,27;25,184;24,604;23,140;22,291;21,353;20,54;19,3;18,2649;17,270;16,232;15,95;14,2338;13,63;12,2347;11,56;10,458;9,542;8,742;7,447;6,3575;5,420;4,2501;3,1477;2,2817;1
323,2869;1240;967;4210;460;128;5283;4909;569;2290;2791;1176;5844;4238;2031;432;5514;841;5973;1846;5712;4642;5380;1670;1583;2452;1749;1919;2306;4484;1276;1623,daytime:night,27;25,184;24,604;23,140;22,291;21,353;20,2649;19,95;18,2338;17,63;16,2347;15,56;14,458;13,542;12,3575;11,420;10,2501;9,1477;8,2817;7,189;6,104;5,2859;4,2101;3,3770;2,6801;1
323,3544;2221;5690;3214;5884;3844;4074;271;2782;6695;4540;2160;1935;1748;4410;3219;1542;3823;2422;3814;6570;2630;6129;1622;3123;240;3929;811;2135;1459;456;2103;3533;5265;806;7000,daytime:afternoon,27;25,604;24,140;23,353;22,54;21,3;20,270;19,232;18,95;17,2338;16,63;15,542;14,742;13,447;12,420;11,2501;10,1477;9,2817;8,189;7,104;6,2859;5,2101;4,3770;3,3774;2,6801;1
