lambda,MAP_10_initial,MAP_10_rerank,MAP_25_initial,MAP_25_rerank,MAP_all_initial,MAP_all_rerank
0.00000,0.01160,0.01160,0.01036,0.01036,0.01036,0.01036
0.10000,0.01160,0.01143,0.01036,0.01015,0.01036,0.01015
0.20000,0.01160,0.01116,0.01036,0.01005,0.01036,0.01005
0.30000,0.01160,0.01080,0.01036,0.00983,0.01036,0.00983
0.40000,0.01160,0.01072,0.01036,0.00976,0.01036,0.00976
0.50000,0.01160,0.01041,0.01036,0.00951,0.01036,0.00951
0.60000,0.01160,0.01034,0.01036,0.00949,0.01036,0.00949
0.70000,0.01160,0.01017,0.01036,0.00930,0.01036,0.00930
0.80000,0.01160,0.01008,0.01036,0.00928,0.01036,0.00928
0.90000,0.01160,0.00993,0.01036,0.00925,0.01036,0.00925
1.00000,0.01160,0.00985,0.01036,0.00918,0.01036,0.00918
