lambda,MAP_10_initial,MAP_10_rerank,MAP_25_initial,MAP_25_rerank,MAP_all_initial,MAP_all_rerank
0.00000,0.00121,0.00121,0.00192,0.00192,0.00192,0.00192
0.10000,0.00121,0.00125,0.00192,0.00175,0.00192,0.00175
0.20000,0.00121,0.00102,0.00192,0.00159,0.00192,0.00159
0.30000,0.00121,0.00111,0.00192,0.00162,0.00192,0.00162
0.40000,0.00121,0.00107,0.00192,0.00161,0.00192,0.00161
0.50000,0.00121,0.00113,0.00192,0.00162,0.00192,0.00162
0.60000,0.00121,0.00101,0.00192,0.00159,0.00192,0.00159
0.70000,0.00121,0.00099,0.00192,0.00155,0.00192,0.00155
0.80000,0.00121,0.00084,0.00192,0.00149,0.00192,0.00149
0.90000,0.00121,0.00084,0.00192,0.00148,0.00192,0.00148
1.00000,0.00121,0.00084,0.00192,0.00148,0.00192,0.00148
