lambda,MAP_10_initial,MAP_10_rerank,MAP_25_initial,MAP_25_rerank,MAP_all_initial,MAP_all_rerank
0.00000,0.01125,0.01122,0.01000,0.00997,0.01000,0.00997
0.10000,0.01125,0.01113,0.01000,0.00991,0.01000,0.00991
0.20000,0.01125,0.01077,0.01000,0.00952,0.01000,0.00952
0.30000,0.01125,0.01051,0.01000,0.00932,0.01000,0.00932
0.40000,0.01125,0.01011,0.01000,0.00898,0.01000,0.00898
0.50000,0.01125,0.00997,0.01000,0.00897,0.01000,0.00897
0.60000,0.01125,0.00991,0.01000,0.00896,0.01000,0.00896
0.70000,0.01125,0.00981,0.01000,0.00897,0.01000,0.00897
0.80000,0.01125,0.00970,0.01000,0.00894,0.01000,0.00894
0.90000,0.01125,0.00963,0.01000,0.00887,0.01000,0.00887
1.00000,0.01125,0.00957,0.01000,0.00883,0.01000,0.00883
